id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
HSPA12B,4,0.57471,0.60845,1.0,11297,1,-0.079888,0.94829,0.94826,1.0,17796,0,-0.079888
RGCC,4,0.57474,0.60846,1.0,11298,1,0.043895,0.33903,0.47691,1.0,8526,2,0.043895
POTEE,4,0.5749,0.60858,1.0,11299,1,-0.054134,0.7223,0.72479,1.0,13253,1,-0.054134
CCDC126,4,0.57499,0.60864,1.0,11300,1,0.20449,0.12382,0.23366,1.0,4079,2,0.20449
ANKRD18B,4,0.57504,0.60868,1.0,11301,1,0.0028835,0.86369,0.86327,1.0,16020,0,0.0028835
DSG2,4,0.57532,0.60886,1.0,11302,1,-0.023437,0.81287,0.81249,1.0,14983,0,-0.023437
MAN1A2,4,0.57534,0.60887,1.0,11303,1,0.10706,0.76945,0.76905,1.0,14083,0,0.10706
MTM1,4,0.57537,0.6089,1.0,11304,1,0.45388,0.0073868,0.025307,0.669188,722,3,0.45388
USPL1,4,0.57543,0.60894,1.0,11305,1,0.17766,0.13994,0.25217,1.0,4402,2,0.17766
TMEM151B,4,0.57545,0.60895,1.0,11306,1,-0.092101,0.351,0.49037,1.0,8786,1,-0.092101
ZNF611,4,0.57551,0.609,1.0,11307,1,0.025633,0.8653,0.86488,1.0,16050,0,0.025633
SF3A3,4,0.57554,0.60901,1.0,11308,1,0.10207,0.61244,0.64068,1.0,11622,1,0.10207
MYF5,4,0.57567,0.60911,1.0,11309,1,-0.013895,0.70174,0.70725,1.0,12909,1,-0.013895
SDK1,4,0.57573,0.60915,1.0,11310,1,0.1173,0.12667,0.23686,1.0,4132,2,0.1173
FOXN1,4,0.57576,0.60917,1.0,11311,1,0.11097,0.066595,0.15099,1.0,2619,2,0.11097
OR11H4,4,0.57578,0.60918,1.0,11312,1,0.06136,0.25872,0.38662,1.0,6811,2,0.06136
ZNF696,4,0.57589,0.60926,1.0,11313,1,0.13609,0.29586,0.42819,1.0,7613,2,0.13609
CHD9,4,0.57595,0.60929,1.0,11314,1,0.37651,0.04029,0.098177,1.0,1753,3,0.37651
COL5A1,4,0.576,0.60932,1.0,11315,1,0.010987,0.48262,0.56196,1.0,10134,1,0.010987
SSX2,4,0.57614,0.60941,1.0,11316,1,-0.11531,0.8729,0.87251,1.0,16207,0,-0.11531
GGCT,4,0.57625,0.60949,1.0,11317,1,0.040913,0.41156,0.525,1.0,9434,1,0.040913
PPAPDC3,4,0.57639,0.60958,1.0,11318,1,0.047387,0.58659,0.62345,1.0,11294,1,0.047387
H2AFY,4,0.57647,0.60964,1.0,11319,1,0.17323,0.12898,0.23958,1.0,4167,2,0.17323
TPTE2,4,0.57653,0.60967,1.0,11320,1,0.14335,0.20506,0.32614,1.0,5722,2,0.14335
MFSD4,4,0.57661,0.60971,1.0,11321,1,-0.1708,0.94525,0.94514,1.0,17716,0,-0.1708
SLFN14,4,0.57688,0.6099,1.0,11322,1,-0.18778,0.86177,0.86134,1.0,15977,0,-0.18778
CLDN11,4,0.57696,0.60995,1.0,11323,1,0.009928,0.17424,0.29119,1.0,5111,1,0.009928
ARMCX5,4,0.57699,0.60997,1.0,11324,1,0.044298,0.24624,0.37256,1.0,6562,2,0.044298
RASSF2,4,0.57705,0.61001,1.0,11325,1,0.089926,0.15672,0.27122,1.0,4750,2,0.089926
KCNMB3,4,0.57713,0.61007,1.0,11326,1,0.054249,0.2928,0.42483,1.0,7542,2,0.054249
MYCL,4,0.57724,0.61013,1.0,11327,1,-0.087031,0.78967,0.78924,1.0,14487,0,-0.087031
CLTCL1,4,0.57727,0.61014,1.0,11328,1,0.19627,0.056345,0.13074,1.0,2266,3,0.19627
MAST4,4,0.57735,0.61021,1.0,11329,1,0.11905,0.21284,0.3351,1.0,5876,2,0.11905
C5orf24,4,0.57738,0.61024,1.0,11330,1,0.066394,0.12535,0.23536,1.0,4107,2,0.066394
ATP2A3,4,0.5774,0.61025,1.0,11331,1,-0.040633,0.8067,0.80633,1.0,14837,0,-0.040633
ANK3,4,0.57743,0.61027,1.0,11332,1,-0.043599,0.58875,0.62487,1.0,11326,1,-0.043599
U2AF1L4,4,0.57751,0.61032,1.0,11333,1,-0.031051,0.18814,0.30699,1.0,5372,1,-0.031051
LRRC70,4,0.5776,0.61038,1.0,11334,1,0.16817,0.045158,0.10814,1.0,1911,2,0.16817
IFNA7,4,0.57776,0.61049,1.0,11335,1,0.12128,0.10486,0.21199,1.0,3709,2,0.12128
MT1F,4,0.57784,0.61054,1.0,11336,1,0.1327,0.54603,0.59803,1.0,10789,1,0.1327
GLUD2,4,0.57801,0.61064,1.0,11337,1,0.039023,0.22357,0.34715,1.0,6078,2,0.039023
UQCRC2,4,0.57806,0.61069,1.0,11338,1,0.33425,0.01956,0.05412,0.942445,1097,3,0.33425
GPX4,4,0.57809,0.6107,1.0,11339,1,-0.092402,0.59706,0.63039,1.0,11432,1,-0.092402
TRANK1,4,0.57814,0.61073,1.0,11340,1,0.022691,0.89139,0.89108,1.0,16585,0,0.022691
MILR1,4,0.57831,0.61084,1.0,11341,1,0.23274,0.0227,0.060941,0.977974,1191,2,0.23274
NUGGC,4,0.5785,0.61097,1.0,11342,1,-0.085588,0.89018,0.88987,1.0,16553,0,-0.085588
ARFGAP2,4,0.57861,0.61104,1.0,11343,1,0.1384,0.22837,0.35253,1.0,6186,2,0.1384
CHD5,4,0.57872,0.61111,1.0,11344,1,0.1068,0.12975,0.24046,1.0,4181,2,0.1068
SIPA1L2,4,0.57875,0.61112,1.0,11345,1,-0.019995,0.17925,0.2969,1.0,5201,1,-0.019995
POLR2A,4,0.57885,0.6112,1.0,11346,1,0.2326,0.21345,0.3358,1.0,5887,2,0.2326
TSR1,4,0.57891,0.61123,1.0,11347,1,0.024186,0.7168,0.71994,1.0,13149,1,0.024186
TMEM167A,4,0.57896,0.61127,1.0,11348,1,-0.048639,0.57056,0.61321,1.0,11075,1,-0.048639
CTSW,4,0.57899,0.61129,1.0,11349,1,-0.017911,0.40532,0.52197,1.0,9369,1,-0.017911
CXCL10,4,0.57913,0.6114,1.0,11350,1,0.1686,0.16898,0.28515,1.0,4999,2,0.1686
CFAP58,4,0.57918,0.61144,1.0,11351,1,0.064188,0.29802,0.43064,1.0,7660,1,0.064188
PPFIA1,4,0.57924,0.61148,1.0,11352,1,-0.11341,0.87953,0.87905,1.0,16355,0,-0.11341
CORO1B,4,0.57932,0.61153,1.0,11353,1,0.16296,0.17231,0.28901,1.0,5069,2,0.16296
DUPD1,4,0.57943,0.61161,1.0,11354,1,0.037689,0.3466,0.48539,1.0,8686,1,0.037689
IRF8,4,0.57948,0.61165,1.0,11355,1,-0.074817,0.81216,0.81176,1.0,14969,0,-0.074817
PPP1R13L,4,0.57954,0.61168,1.0,11356,1,-0.0098501,0.14839,0.26176,1.0,4576,1,-0.0098501
TRRAP,4,0.57956,0.61169,1.0,11357,1,0.039452,0.21263,0.33487,1.0,5871,2,0.039452
SDCBP2,4,0.57962,0.61174,1.0,11358,1,-0.0098248,0.55139,0.60133,1.0,10860,1,-0.0098248
AHSA1,4,0.57967,0.61177,1.0,11359,1,0.17589,0.13392,0.24523,1.0,4263,2,0.17589
SNW1,4,0.5797,0.61179,1.0,11360,1,-0.051582,0.46311,0.55143,1.0,9935,1,-0.051582
PRL,4,0.57989,0.61193,1.0,11361,1,0.27702,0.056497,0.13102,1.0,2271,2,0.27702
MAGI1,4,0.57995,0.61197,1.0,11362,1,0.074283,0.23625,0.3614,1.0,6350,2,0.074283
TUFM,4,0.57997,0.61199,1.0,11363,1,0.39501,0.010073,0.032746,0.748388,836,3,0.39501
TADA2A,4,0.58006,0.61203,1.0,11364,1,0.096724,0.34338,0.48182,1.0,8613,2,0.096724
TFAP2A,4,0.58017,0.61212,1.0,11365,1,0.014414,0.41776,0.52814,1.0,9490,1,0.014414
TMEM105,4,0.58022,0.61216,1.0,11366,1,-0.12825,0.96767,0.96761,1.0,18234,0,-0.12825
CYFIP1,4,0.58027,0.61219,1.0,11367,1,-0.049912,0.84702,0.8464,1.0,15680,0,-0.049912
BCL2L2,4,0.5803,0.61221,1.0,11368,1,0.15467,0.19436,0.31407,1.0,5502,2,0.15467
RBM27,4,0.58041,0.61229,1.0,11369,1,-0.11921,0.75813,0.75785,1.0,13876,1,-0.11921
ERBB2IP,4,0.58047,0.61232,1.0,11370,1,-0.020958,0.46022,0.54995,1.0,9899,1,-0.020958
RAB21,4,0.58074,0.61251,1.0,11371,1,-0.13209,0.9375,0.93746,1.0,17550,0,-0.13209
SWAP70,4,0.58079,0.61255,1.0,11372,1,0.3068,0.056352,0.13076,1.0,2267,2,0.3068
ZNF835,4,0.58082,0.61256,1.0,11373,1,0.15503,0.35159,0.49102,1.0,8796,2,0.15503
CRTAM,4,0.58098,0.61267,1.0,11374,1,0.0073539,0.08508,0.18657,1.0,3292,1,0.0073539
ZNF492,4,0.58112,0.61275,1.0,11375,1,0.1271,0.74696,0.74721,1.0,13682,1,0.1271
CYB5R4,4,0.5812,0.6128,1.0,11376,1,0.18593,0.02802,0.072362,1.0,1369,2,0.18593
MLLT1,4,0.58131,0.61286,1.0,11377,1,-0.079755,0.8414,0.84067,1.0,15565,0,-0.079755
RNF151,4,0.58147,0.61297,1.0,11378,1,0.1433,0.30857,0.44249,1.0,7885,2,0.1433
TAS2R13,4,0.5815,0.61299,1.0,11379,1,-0.0027451,0.71125,0.71519,1.0,13051,1,-0.0027451
REEP3,4,0.58155,0.61303,1.0,11380,1,0.079046,0.29194,0.42386,1.0,7523,2,0.079046
ZNF233,4,0.58161,0.61307,1.0,11381,1,-0.057541,0.9394,0.93937,1.0,17598,0,-0.057541
LYNX1,4,0.5818,0.6132,1.0,11382,1,0.00095836,0.26649,0.39533,1.0,6958,2,0.00095836
ABCE1,4,0.58183,0.61322,1.0,11383,1,0.036186,0.20831,0.32988,1.0,5780,2,0.036186
FAM174A,4,0.58194,0.61329,1.0,11384,1,-0.059894,0.54638,0.59825,1.0,10795,1,-0.059894
STX17,4,0.58218,0.61347,1.0,11385,1,0.34155,0.034137,0.085361,1.0,1565,3,0.34155
SPRY3,4,0.58223,0.61351,1.0,11386,1,0.16118,0.187,0.30573,1.0,5349,2,0.16118
PNPLA5,4,0.58237,0.6136,1.0,11387,1,0.0042142,0.72075,0.72347,1.0,13225,1,0.0042142
TRIM2,4,0.58261,0.61378,1.0,11388,1,0.011562,0.13744,0.24931,1.0,4342,1,0.011562
SLC38A3,4,0.58264,0.6138,1.0,11389,1,-0.007514,0.79143,0.79101,1.0,14520,0,-0.007514
SLC35D1,4,0.5827,0.61383,1.0,11390,1,0.44465,0.023429,0.062565,0.985014,1214,3,0.44465
RPP38,4,0.58272,0.61385,1.0,11391,1,0.16501,0.079757,0.17651,1.0,3088,2,0.16501
DONSON,4,0.58275,0.61387,1.0,11392,1,0.053985,0.28179,0.41252,1.0,7292,2,0.053985
SCAND1,4,0.5828,0.61389,1.0,11393,1,0.0074053,0.34613,0.48489,1.0,8674,2,0.0074053
PIAS2,4,0.58294,0.61398,1.0,11394,1,0.099212,0.30262,0.43583,1.0,7762,2,0.099212
CCDC185,4,0.58313,0.61412,1.0,11395,1,0.032523,0.79745,0.79708,1.0,14637,0,0.032523
CCDC84,4,0.58316,0.61414,1.0,11396,1,-0.06445,0.81489,0.8145,1.0,15027,0,-0.06445
DNHD1,4,0.58324,0.61419,1.0,11397,1,0.28266,0.03372,0.084445,1.0,1546,3,0.28266
TFB1M,4,0.58327,0.61421,1.0,11398,1,0.040029,0.24433,0.37042,1.0,6526,2,0.040029
SLC26A4,4,0.58356,0.6144,1.0,11399,1,-0.081925,0.35871,0.49901,1.0,8947,1,-0.081925
TIMM44,4,0.5837,0.61448,1.0,11400,1,0.55995,0.045136,0.1081,1.0,1909,3,0.55995
PYDC1,4,0.58381,0.61457,1.0,11401,1,0.16186,0.14055,0.25286,1.0,4414,2,0.16186
XCL1,4,0.58384,0.61459,1.0,11402,1,0.15158,0.60436,0.63524,1.0,11522,1,0.15158
VRK3,4,0.58389,0.61463,1.0,11403,1,-0.012368,0.87335,0.87294,1.0,16218,0,-0.012368
OR51E2,4,0.58394,0.61467,1.0,11404,1,0.21552,0.059439,0.13691,1.0,2384,3,0.21552
PSMD14,4,0.58411,0.61478,1.0,11405,1,0.37218,0.058094,0.13418,1.0,2335,2,0.37218
ACTL6A,4,0.58416,0.61482,1.0,11406,1,0.18846,0.014744,0.043354,0.85859,963,2,0.18846
OR8B4,4,0.58427,0.61488,1.0,11407,1,0.059751,0.076981,0.17119,1.0,2984,2,0.059751
KRTAP7-1,4,0.58435,0.61493,1.0,11408,1,-0.1013,0.97742,0.97745,1.0,18470,0,-0.1013
CRCT1,4,0.5844,0.61497,1.0,11409,1,0.17692,0.23319,0.35798,1.0,6294,2,0.17692
IMMP2L,4,0.58443,0.61499,1.0,11410,1,-0.018589,0.44595,0.54247,1.0,9755,1,-0.018589
FTSJ1,4,0.58446,0.61501,1.0,11411,1,-0.13885,0.32092,0.45633,1.0,8134,1,-0.13885
SFXN4,4,0.58449,0.61502,1.0,11412,1,-0.099579,0.67701,0.68749,1.0,12539,1,-0.099579
TTC13,4,0.58467,0.61516,1.0,11413,1,-0.11931,0.95091,0.95083,1.0,17844,0,-0.11931
LENG9,4,0.58476,0.61521,1.0,11414,1,-0.035236,0.87239,0.872,1.0,16199,0,-0.035236
NDST4,4,0.58486,0.61528,1.0,11415,1,0.30295,0.025622,0.067297,1.0,1280,3,0.30295
STX5,4,0.58489,0.6153,1.0,11416,1,0.15869,0.20888,0.33054,1.0,5790,2,0.15869
HSPBAP1,4,0.58492,0.61532,1.0,11417,1,-0.12277,0.9239,0.92376,1.0,17245,0,-0.12277
CNEP1R1,4,0.58505,0.61542,1.0,11418,1,0.35123,0.026717,0.069634,1.0,1321,3,0.35123
PPP2R4,4,0.58513,0.61549,1.0,11419,1,0.27717,0.049229,0.11633,1.0,2039,3,0.27717
KRTAP25-1,4,0.58516,0.6155,1.0,11420,1,0.073713,0.3479,0.48685,1.0,8714,2,0.073713
ANHX,4,0.58535,0.61564,1.0,11421,1,0.01177,0.58538,0.62269,1.0,11276,1,0.01177
ZNF613,4,0.58551,0.61576,1.0,11422,1,-0.087872,0.44367,0.54128,1.0,9729,1,-0.087872
FGFR4,4,0.58557,0.6158,1.0,11423,1,0.029213,0.7757,0.77528,1.0,14208,0,0.029213
CROT,4,0.58559,0.61581,1.0,11424,1,0.043586,0.44347,0.54118,1.0,9727,1,0.043586
PARK2,4,0.58562,0.61583,1.0,11425,1,0.36684,0.029184,0.07484,1.0,1412,3,0.36684
LZTR1,4,0.58573,0.61591,1.0,11426,1,0.03783,0.36118,0.50074,1.0,8992,1,0.03783
ACTR6,4,0.58576,0.61592,1.0,11427,1,0.12595,0.11093,0.21907,1.0,3820,2,0.12595
ZSCAN10,4,0.58578,0.61594,1.0,11428,1,0.062532,0.087889,0.19187,1.0,3381,2,0.062532
ACAP3,4,0.58595,0.61605,1.0,11429,1,-0.01144,0.90874,0.90848,1.0,16939,0,-0.01144
ZC3H7A,4,0.58603,0.6161,1.0,11430,1,-0.036089,0.49886,0.57083,1.0,10287,1,-0.036089
PRR18,4,0.58605,0.61612,1.0,11431,1,-0.0017848,0.64844,0.66594,1.0,12106,1,-0.0017848
NMNAT3,4,0.58627,0.61626,1.0,11432,1,0.10143,0.75019,0.75026,1.0,13740,1,0.10143
RBM11,4,0.5863,0.61628,1.0,11433,1,-0.053881,0.74492,0.74525,1.0,13645,1,-0.053881
CNTNAP3,4,0.58646,0.61638,1.0,11434,1,0.0164,0.58692,0.62365,1.0,11298,1,0.0164
PKNOX2,4,0.58651,0.61641,1.0,11435,1,-0.049373,0.53148,0.5894,1.0,10622,1,-0.049373
SRMS,4,0.58659,0.61647,1.0,11436,1,-0.028598,0.87126,0.87087,1.0,16178,0,-0.028598
PRMT2,4,0.58678,0.61659,1.0,11437,1,-0.065265,0.76056,0.76026,1.0,13922,1,-0.065265
VGF,4,0.58705,0.61677,1.0,11438,1,0.042388,0.4311,0.5349,1.0,9606,1,0.042388
SOHLH1,4,0.58721,0.61688,1.0,11439,1,0.014029,0.6998,0.70567,1.0,12882,1,0.014029
POLR1B,4,0.58727,0.61692,1.0,11440,1,0.089127,0.25065,0.37751,1.0,6644,2,0.089127
CD226,4,0.58732,0.61697,1.0,11441,1,-0.12469,0.10675,0.21419,1.0,3739,1,-0.12469
CYP3A7,4,0.58735,0.61698,1.0,11442,1,-0.012179,0.6454,0.66373,1.0,12059,1,-0.012179
EVX1,4,0.58743,0.61704,1.0,11443,1,-0.087097,0.61579,0.64295,1.0,11672,1,-0.087097
ADAMTS13,4,0.58756,0.61714,1.0,11444,1,0.033761,0.27153,0.40091,1.0,7067,2,0.033761
CCL17,4,0.58759,0.61716,1.0,11445,1,0.055888,0.28701,0.41832,1.0,7413,2,0.055888
TRIM6-TRIM34,4,0.58767,0.61723,1.0,11446,1,0.1511,0.22049,0.34368,1.0,6015,2,0.1511
VWA7,4,0.58775,0.61729,1.0,11447,1,0.017057,0.81455,0.81416,1.0,15018,0,0.017057
FAM206A,4,0.58778,0.61731,1.0,11448,1,0.05546,0.25066,0.37753,1.0,6645,1,0.05546
ZGPAT,4,0.58783,0.61735,1.0,11449,1,0.24707,0.079299,0.17566,1.0,3069,3,0.24707
PAEP,4,0.58797,0.61743,1.0,11450,1,0.0039504,0.50048,0.57174,1.0,10306,1,0.0039504
SPAG9,4,0.58813,0.61755,1.0,11451,1,0.034774,0.35356,0.49324,1.0,8841,1,0.034774
ABI1,4,0.58818,0.61759,1.0,11452,1,0.093034,0.3583,0.49853,1.0,8941,1,0.093034
FAM127B,4,0.58826,0.61764,1.0,11453,1,0.050995,0.56845,0.61188,1.0,11045,1,0.050995
ANKRD36B,4,0.58834,0.6177,1.0,11454,1,0.12835,0.58586,0.62301,1.0,11285,1,0.12835
DNASE2B,4,0.58837,0.61771,1.0,11455,1,0.43398,0.0035001,0.012413,0.46363,510,3,0.43398
SNUPN,4,0.5884,0.61773,1.0,11456,1,0.21649,0.16886,0.28501,1.0,4997,2,0.21649
HBZ,4,0.58842,0.61775,1.0,11457,1,0.13095,0.79506,0.79467,1.0,14592,0,0.13095
CEP63,4,0.58856,0.61783,1.0,11458,1,0.1267,0.26117,0.38933,1.0,6855,2,0.1267
FABP5,4,0.58893,0.61809,1.0,11459,1,0.0087006,0.4339,0.53634,1.0,9634,1,0.0087006
TTC33,4,0.58896,0.6181,1.0,11460,1,0.54007,0.020014,0.055092,0.944586,1113,3,0.54007
ISPD,4,0.58907,0.61817,1.0,11461,1,0.11704,0.70906,0.71336,1.0,13024,1,0.11704
GSDMB,4,0.58915,0.61822,1.0,11462,1,0.16683,0.078239,0.1736,1.0,3033,2,0.16683
SPATA16,4,0.5892,0.61826,1.0,11463,1,0.24078,0.065411,0.14869,1.0,2584,3,0.24078
URGCP-MRPS24,4,0.58928,0.61832,1.0,11464,1,0.22411,0.050642,0.11926,1.0,2079,3,0.22411
RPS13,4,0.58936,0.61838,1.0,11465,1,0.13504,0.21644,0.33915,1.0,5937,1,0.13504
PPM1H,4,0.58939,0.6184,1.0,11466,1,-0.011451,0.64724,0.66508,1.0,12090,1,-0.011451
NOVA2,4,0.58944,0.61844,1.0,11467,1,0.040331,0.79984,0.79945,1.0,14691,0,0.040331
BASP1,4,0.58947,0.61845,1.0,11468,1,0.089375,0.43212,0.53543,1.0,9617,1,0.089375
MPHOSPH9,4,0.58952,0.6185,1.0,11469,1,-0.036558,0.54074,0.59486,1.0,10724,1,-0.036558
IFT80,4,0.58958,0.61853,1.0,11470,1,0.020613,0.21714,0.3399,1.0,5950,1,0.020613
KRTAP5-7,4,0.5896,0.61855,1.0,11471,1,-0.020005,0.75333,0.7533,1.0,13786,1,-0.020005
TOR2A,4,0.58979,0.61869,1.0,11472,1,-0.022215,0.61994,0.64587,1.0,11725,1,-0.022215
SPOCD1,4,0.58985,0.61873,1.0,11473,1,0.3713,0.051735,0.12148,1.0,2114,3,0.3713
DOC2B,4,0.58987,0.61875,1.0,11474,1,-0.027031,0.85466,0.85413,1.0,15836,0,-0.027031
ADSS,4,0.58998,0.61883,1.0,11475,1,0.29584,0.051488,0.12098,1.0,2107,2,0.29584
CBX2,4,0.59001,0.61884,1.0,11476,1,0.37389,0.022021,0.05946,0.973355,1165,3,0.37389
C3orf52,4,0.59003,0.61885,1.0,11477,1,-0.04279,0.84441,0.84374,1.0,15626,0,-0.04279
SH3KBP1,4,0.59006,0.61887,1.0,11478,1,0.27027,0.074686,0.16671,1.0,2924,3,0.27027
TMEM107,4,0.59009,0.61889,1.0,11479,1,0.004108,0.39742,0.51808,1.0,9307,1,0.004108
SRPK1,4,0.59014,0.61894,1.0,11480,1,-0.043648,0.89867,0.89836,1.0,16733,0,-0.043648
CLCN2,4,0.59017,0.61896,1.0,11481,1,0.29252,0.086749,0.18971,1.0,3345,2,0.29252
INTS9,4,0.59019,0.61897,1.0,11482,1,-0.0020543,0.7997,0.79933,1.0,14686,0,-0.0020543
DNAJC22,4,0.59022,0.619,1.0,11483,1,-0.0071702,0.13617,0.24788,1.0,4312,1,-0.0071702
RCHY1,4,0.5906,0.61925,1.0,11484,1,-0.015236,0.43284,0.5358,1.0,9626,1,-0.015236
ARRB2,4,0.59062,0.61927,1.0,11485,1,0.098295,0.15266,0.26664,1.0,4661,2,0.098295
CIRBP,4,0.5907,0.61934,1.0,11486,1,-0.063794,0.624,0.64867,1.0,11780,1,-0.063794
TMEM9,4,0.59073,0.61936,1.0,11487,1,0.13917,0.35559,0.49543,1.0,8883,2,0.13917
OR11H6,4,0.59084,0.61943,1.0,11488,1,0.073113,0.49005,0.56599,1.0,10205,1,0.073113
CLCA2,4,0.59094,0.6195,1.0,11489,1,0.037632,0.82192,0.82142,1.0,15178,0,0.037632
BATF2,4,0.59097,0.61952,1.0,11490,1,-0.062844,0.84354,0.84287,1.0,15608,0,-0.062844
SLC1A2,4,0.59102,0.61956,1.0,11491,1,-0.087131,0.79167,0.79124,1.0,14529,0,-0.087131
SIGLEC9,4,0.59105,0.61957,1.0,11492,1,0.03249,0.44528,0.54213,1.0,9745,1,0.03249
EHBP1,4,0.59108,0.61959,1.0,11493,1,0.19221,0.086713,0.18964,1.0,3344,3,0.19221
TFAP2B,4,0.5911,0.61961,1.0,11494,1,0.1928,0.19586,0.31578,1.0,5533,2,0.1928
MYO1B,4,0.59118,0.61966,1.0,11495,1,0.21796,0.11592,0.22462,1.0,3923,2,0.21796
PCDH10,4,0.59121,0.61967,1.0,11496,1,-0.0029006,0.86335,0.86292,1.0,16015,0,-0.0029006
MAMLD1,4,0.59129,0.61973,1.0,11497,1,0.20686,0.029452,0.075395,1.0,1426,2,0.20686
HRK,4,0.59153,0.61991,1.0,11498,1,0.13382,0.1799,0.29761,1.0,5210,2,0.13382
ZNF141,4,0.59164,0.61998,1.0,11499,1,-0.15907,0.93329,0.93309,1.0,17451,0,-0.15907
COL19A1,4,0.59177,0.62006,1.0,11500,1,-0.12075,0.59804,0.63101,1.0,11445,1,-0.12075
COL6A3,4,0.59183,0.62011,1.0,11501,1,-0.019671,0.82437,0.82385,1.0,15229,0,-0.019671
C5orf28,4,0.59191,0.62017,1.0,11502,1,-0.066508,0.74484,0.74518,1.0,13644,1,-0.066508
TACR1,4,0.59209,0.6203,1.0,11503,1,0.053022,0.47234,0.55636,1.0,10025,1,0.053022
COX20,4,0.59212,0.62033,1.0,11504,1,-0.028294,0.7231,0.72553,1.0,13267,1,-0.028294
COL15A1,4,0.59217,0.62036,1.0,11505,1,0.020744,0.35843,0.49867,1.0,8943,2,0.020744
OR3A1,4,0.59225,0.62041,1.0,11506,1,0.16519,0.088152,0.19238,1.0,3393,3,0.16519
SERPINI1,4,0.59228,0.62043,1.0,11507,1,0.043365,0.066297,0.15042,1.0,2609,2,0.043365
ZNF598,4,0.59233,0.62047,1.0,11508,1,0.16863,0.09419,0.19968,1.0,3518,2,0.16863
MRPL16,4,0.59244,0.62055,1.0,11509,1,-0.034887,0.85997,0.85949,1.0,15941,0,-0.034887
MAPRE1,4,0.59252,0.6206,1.0,11510,1,0.060823,0.3217,0.45722,1.0,8156,2,0.060823
NPM3,4,0.59255,0.62063,1.0,11511,1,-0.098641,0.94599,0.94592,1.0,17733,0,-0.098641
ABR,4,0.59257,0.62064,1.0,11512,1,0.44874,0.014162,0.041992,0.849301,945,3,0.44874
OFD1,4,0.59281,0.62081,1.0,11513,1,-0.062351,0.8733,0.8729,1.0,16216,0,-0.062351
MLF2,4,0.59284,0.62082,1.0,11514,1,0.12349,0.35134,0.49072,1.0,8792,1,0.12349
C9orf43,4,0.59287,0.62084,1.0,11515,1,0.11564,0.14653,0.25969,1.0,4542,2,0.11564
ZNF367,4,0.59295,0.62089,1.0,11516,1,0.354,0.026024,0.068167,1.0,1294,3,0.354
CNN3,4,0.593,0.62092,1.0,11517,1,0.29292,0.021385,0.058072,0.969644,1144,3,0.29292
AQP12A,4,0.59303,0.62094,1.0,11518,1,0.009818,0.32923,0.46584,1.0,8307,2,0.009818
RPP21,4,0.59308,0.62098,1.0,11519,1,0.33406,0.15205,0.26595,1.0,4644,2,0.33406
CCDC67,4,0.59311,0.62099,1.0,11520,1,0.023033,0.059024,0.13603,1.0,2369,1,0.023033
KCNK12,4,0.59313,0.62101,1.0,11521,1,0.028853,0.76281,0.76251,1.0,13962,1,0.028853
CD24,4,0.59316,0.62103,1.0,11522,1,0.022578,0.83065,0.83003,1.0,15349,0,0.022578
RBM7,4,0.59332,0.62116,1.0,11523,1,-0.026797,0.52224,0.58408,1.0,10523,1,-0.026797
WDR64,4,0.59335,0.62118,1.0,11524,1,-0.048453,0.95919,0.95911,1.0,18037,0,-0.048453
MAK16,4,0.59337,0.6212,1.0,11525,1,0.10329,0.28278,0.41359,1.0,7313,2,0.10329
CAMTA2,4,0.59345,0.62125,1.0,11526,1,0.011188,0.66981,0.68193,1.0,12419,1,0.011188
HTR3D,4,0.59359,0.62135,1.0,11527,1,0.15721,0.27068,0.39995,1.0,7047,2,0.15721
NIPAL2,4,0.59361,0.62137,1.0,11528,1,0.0032823,0.58188,0.62041,1.0,11226,1,0.0032823
SLMO2,4,0.59372,0.62144,1.0,11529,1,0.12769,0.31668,0.45163,1.0,8048,1,0.12769
HCN2,4,0.59374,0.62146,1.0,11530,1,0.2076,0.091861,0.19706,1.0,3480,2,0.2076
ZCCHC5,4,0.59385,0.62152,1.0,11531,1,0.12256,0.18429,0.30266,1.0,5287,2,0.12256
BEST3,4,0.5939,0.62156,1.0,11532,1,-0.028329,0.59164,0.62679,1.0,11363,1,-0.028329
CARHSP1,4,0.59398,0.62161,1.0,11533,1,-0.063339,0.089183,0.19394,1.0,3423,1,-0.063339
PPAP2A,4,0.59401,0.62163,1.0,11534,1,-0.096096,0.88165,0.8812,1.0,16395,0,-0.096096
PAK2,4,0.59404,0.62165,1.0,11535,1,0.23398,0.10905,0.2169,1.0,3774,2,0.23398
C14orf37,4,0.59406,0.62167,1.0,11536,1,0.21827,0.043417,0.10461,1.0,1857,3,0.21827
TSPYL6,4,0.59412,0.6217,1.0,11537,1,-0.026644,0.62143,0.6469,1.0,11748,1,-0.026644
CPT1C,4,0.59417,0.62174,1.0,11538,1,-0.095057,0.38295,0.51107,1.0,9183,1,-0.095057
UROD,4,0.5942,0.62176,1.0,11539,1,0.069095,0.43165,0.53516,1.0,9610,1,0.069095
SGSH,4,0.59428,0.62182,1.0,11540,1,-0.068467,0.54528,0.59758,1.0,10779,1,-0.068467
