gene,beta_mean,beta_sd,psp,lfsr,tau_beta_mean,tau_u_mean,phi_mean,n_obs,n_sgrna,n_sample,batch_size
MGC50722,0.14710192332211625,0.31617673946072195,0.686,0.31399999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MITF,0.024335691123549004,0.32907815600604773,0.537,0.46299999999999997,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MKRN1,0.0432438413643821,0.32074239503727503,0.547,0.45299999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MLN,-0.0815523213704619,0.3256288659743409,0.391,0.391,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MMD,-0.17450291260889816,0.3270549191077612,0.294,0.294,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MMGT1,0.13217753720062142,0.33597731266446224,0.639,0.361,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MMP8,0.06316897304557485,0.31790524400868986,0.592,0.40800000000000003,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MORF4L2,-0.03816788429334645,0.3255675371618942,0.443,0.443,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MROH7,-0.2055974774859838,0.3290796662060042,0.263,0.263,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MRPL32,0.20564725157550054,0.33051478746195495,0.728,0.272,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MRPS18A,0.29760390939182824,0.3357082017387338,0.805,0.19499999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MRPS21,0.11616743569968409,0.31066972251121516,0.645,0.355,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MSGN1,0.1535130475712144,0.34263863548798423,0.668,0.33199999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MSMP,0.2219731753447146,0.3512701262470948,0.75,0.25,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MSTN,0.03689197534647884,0.3294963113178834,0.533,0.46699999999999997,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MTRF1L,0.15341301385150427,0.3379280773160411,0.686,0.31399999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MUC15,0.04924318486771878,0.3310565397600398,0.562,0.43799999999999994,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MUM1L1,0.10754760193619947,0.3312576713919599,0.63,0.37,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MYH15,0.0570595072475577,0.3274296774987145,0.578,0.42200000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MYLK2,-0.11242364562277392,0.33932079502957585,0.364,0.364,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MYLK3,0.03501047844519225,0.31156793842777836,0.542,0.45799999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
MYO9B,-0.3677982205370306,0.3431398922336304,0.136,0.136,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NAA11,0.09017852527079179,0.3292191849956038,0.615,0.385,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NAA35,-0.17242201478560373,0.36688856489503735,0.314,0.314,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NAGA,0.07087953744932839,0.3249412751673556,0.592,0.40800000000000003,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NAP1L2,-0.018452254796365312,0.3349097895631204,0.474,0.474,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NBL1,0.10243377456432629,0.3253593180975406,0.616,0.384,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NBPF11,0.1689081478119386,0.3380192676748045,0.697,0.30300000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NBPF6,0.03411896662078446,0.3377608482937115,0.543,0.45699999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NCALD,-0.06994855359739138,0.3351370289568265,0.404,0.404,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NCAPH2,-0.2063264555879407,0.3413560226873962,0.276,0.276,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NCF1,0.20710286729223767,0.3382066553823392,0.726,0.274,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NDE1,-0.032800177568848995,0.32811261408719705,0.466,0.466,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NDUFB2,0.09337387972790885,0.3310421858291555,0.605,0.395,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NEK4,-0.13241247508739845,0.3308721745790226,0.353,0.353,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NETO1,-0.053566709335658665,0.3242021916658486,0.443,0.443,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NEURL1B,-0.06791610283907609,0.3163858145036176,0.422,0.422,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NFYC,-0.05393903518397508,0.33264643342606504,0.421,0.421,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NHLRC2,-0.23372520658497165,0.3271784025722926,0.23,0.23,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NLRP5,0.08707123027573276,0.31444635840370533,0.596,0.404,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NOB1,0.06439511764655274,0.33323155660724,0.579,0.42100000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NOC3L,0.11329833884312124,0.3222123717944039,0.647,0.353,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NT5DC2,-0.22545754237737745,0.3414382291368428,0.244,0.244,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NT5E,-0.07149024921442085,0.3208245882471988,0.417,0.417,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
NXF2B,0.15029261136436953,0.3175506255821949,0.683,0.31699999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OBP2A,-0.09767440291732252,0.32479945753192563,0.387,0.387,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
ODF2L,0.0003266960419452848,0.33171769542703655,0.503,0.497,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
ODF3L1,-0.11028590242432097,0.3208551192652353,0.365,0.365,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OPCML,0.18645391212317605,0.33639971224961696,0.705,0.29500000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OR2J3,-0.05494624260829996,0.3214349060592951,0.437,0.437,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OR2T12,-0.15949580515783682,0.33782774197025256,0.323,0.323,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OR4D10,-0.18685340721525515,0.32175632350915007,0.276,0.276,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OR4F21,-0.21008690334885247,0.357076812331731,0.273,0.273,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OR51A4,-0.04541924026401392,0.31856244685140334,0.438,0.438,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OR51B4,0.12155739973119803,0.31507520292615776,0.666,0.33399999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OR8K3,0.01188361764765297,0.33338716636336196,0.511,0.489,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
OR9G4,0.05852057759329253,0.3287559381492661,0.563,0.43700000000000006,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
P4HB,-0.2507776430603594,0.3404078950623393,0.231,0.231,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PAPPA,-0.11663584456768329,0.33982282404637426,0.368,0.368,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PARP15,-0.012226163790248339,0.33722837229792924,0.482,0.482,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PARP3,0.05684465093823247,0.3236915278966399,0.546,0.45399999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PARPBP,0.0668306407074678,0.32121305469855016,0.576,0.42400000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PBRM1,0.11357681437883538,0.34013546394954636,0.635,0.365,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PCDHGA12,0.1564973579369771,0.3221873890575659,0.688,0.31200000000000006,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PCDHGB4,-0.09236355566632785,0.3247391101472787,0.38,0.38,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PCED1B,-0.21087466531699814,0.351350054846055,0.288,0.288,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PCSK5,0.2413026001183793,0.3438790827602639,0.757,0.243,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PDE4D,-0.16213944557697052,0.3205126998861804,0.313,0.313,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PDK2,0.01797006540216132,0.31956590126939044,0.53,0.47,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PDZK1IP1,-0.28145501908944603,0.3384359772137935,0.202,0.202,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PER2,0.22240769896927312,0.3488150092310746,0.737,0.263,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PEX10,-0.20447659741404947,0.32630214021849374,0.264,0.264,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PGR,0.13865600269466488,0.330304329588439,0.659,0.34099999999999997,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PHACTR4,-0.1843814728499322,0.3351144139561724,0.314,0.314,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PHLDB1,-0.261592652839029,0.3470480360503482,0.232,0.232,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PIGY,0.1657432471439151,0.3451603666113971,0.685,0.31499999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PIK3CG,-0.21833681090092968,0.3414437981901012,0.25,0.25,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PIK3R4,-0.24470333874446795,0.34155683934203296,0.237,0.237,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PITX3,-0.24866273902415584,0.3416323962177068,0.227,0.227,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PLCD1,0.1445189976026327,0.3167669449464021,0.663,0.33699999999999997,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
POLR2H,0.1973575681503048,0.3241719095772549,0.727,0.273,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
POLR3G,0.195224698342344,0.33788689524367366,0.735,0.265,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PPAP2C,-0.022365166440679003,0.3266541062772391,0.46,0.46,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PPP1R16A,0.1909475328575411,0.32773371840370974,0.712,0.28800000000000003,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PRKAA1,-0.1810107930711488,0.3229667607896334,0.282,0.282,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PRM1,0.1556897689125701,0.34068653098779944,0.688,0.31200000000000006,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PRR34,-0.2684358848799507,0.3438736170023615,0.216,0.216,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PRSS53,-0.041010554742411894,0.32436126330495046,0.452,0.452,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PSIP1,0.288607831633807,0.3264682931031528,0.814,0.18600000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PTCHD4,0.27345857741932406,0.35928409343660345,0.762,0.238,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
PVRL4,-0.15737259486538077,0.3322941459185295,0.308,0.308,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
QPCT,-0.3018847296630815,0.3363026398210511,0.183,0.183,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RAB15,0.1392753014388856,0.33315804096174423,0.656,0.344,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RAB19,0.03638544933883638,0.3354937798481351,0.536,0.46399999999999997,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RABGGTB,0.3013551056898754,0.3569588573368736,0.814,0.18600000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RAC2,-0.29804828304878067,0.3411917736661835,0.193,0.193,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RAP1A,0.019919035376183728,0.3264963968027561,0.528,0.472,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RAX,0.12598633689874036,0.3264684076555656,0.652,0.348,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RCSD1,0.11106423811223864,0.3325546226601593,0.654,0.346,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RD3L,-0.1077159983763612,0.3274930345888872,0.36,0.36,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RECQL5,-0.14334123248041494,0.3288771724790699,0.322,0.322,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
REG3A,0.13316586179112763,0.3248887263009256,0.686,0.31399999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
REL,0.1478529432363771,0.33592760023542767,0.674,0.32599999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RELN,0.06744169749697887,0.332717132966097,0.589,0.41100000000000003,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RHBDL3,0.101273433319352,0.3487060002986058,0.607,0.393,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RHOXF1,-0.08648198212204568,0.33389638052920845,0.389,0.389,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RIMBP3,-0.10202668050524814,0.3475555984998204,0.391,0.391,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RLIM,0.24737019751553996,0.33812172389199513,0.768,0.23199999999999998,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RMDN1,-0.20749803240639578,0.34112393472510044,0.266,0.266,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RNF141,0.062070318882439954,0.3282031063920501,0.563,0.43700000000000006,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RNF212,-0.08010176147969177,0.3351502723633217,0.415,0.415,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RPL17,0.08364273320664047,0.3415401323572377,0.584,0.41600000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RPL9,0.3530062976468025,0.38111314034673266,0.827,0.17300000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RPP21,0.11094888190800399,0.331751027297835,0.629,0.371,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RPS2,0.06376502432985218,0.33784531244335725,0.567,0.43300000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RPS6KA1,0.21062158623770466,0.32996233812701087,0.744,0.256,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RPS6KA2,-0.005956663628633245,0.3248293037358317,0.49,0.49,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RPS6KA6,0.2138261793337886,0.3247620221295851,0.744,0.256,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RRAGA,0.03508591900563384,0.33197761518037733,0.521,0.479,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RRP15,0.1970942551579738,0.3531225872766411,0.694,0.30600000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RTKN,-0.20834933052798166,0.3277935296873987,0.259,0.259,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
RYR2,-0.14200261858508165,0.32765850342276565,0.318,0.318,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SAMD4A,0.058534072682540975,0.3277372513159293,0.576,0.42400000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SAP30L,-0.05370558892510373,0.3369616286750534,0.419,0.419,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SECISBP2,0.05273634557237894,0.32571332276777526,0.575,0.42500000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SELV,0.1828080139998825,0.3387886470509638,0.706,0.29400000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SEMA3F,0.044706371283739256,0.3208580657324515,0.552,0.44799999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SERPINB2,-0.03647140113014203,0.32205480275954407,0.449,0.449,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SFXN3,-0.028075962819273194,0.327451066491459,0.459,0.459,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SGK223,-0.11848996519656525,0.3318534543984655,0.363,0.363,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SIGLEC6,-0.07526825832218989,0.33297326712808856,0.405,0.405,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SIGLEC8,-0.40160467720373944,0.3751275951840613,0.148,0.148,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SIPA1,0.17967243036543804,0.33187568032043463,0.719,0.281,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SIRPB1,-0.005099933350121445,0.3283338631579019,0.502,0.498,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SIRT6,-0.24180139308698134,0.33209365069727864,0.244,0.244,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SIX1,-0.10855949092953047,0.3122239371748581,0.367,0.367,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLC12A4,-0.12903163033531326,0.31915335778094583,0.346,0.346,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLC16A9,-0.2722216385133609,0.3271189189713574,0.206,0.206,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLC22A20,-0.12053251395631893,0.33384785909890224,0.364,0.364,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLC25A36,0.1279264412842676,0.3326233569887974,0.653,0.347,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLC50A1,-0.17252405790470887,0.3548508873188371,0.316,0.316,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLC6A9,-0.2810801826889861,0.3394193747132914,0.199,0.199,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLC7A10,0.16002296049633888,0.3409669105150139,0.667,0.33299999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLC7A6OS,0.32355488271365396,0.3447584718304606,0.82,0.18000000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLC7A8,0.020259814018640528,0.3237688940722869,0.523,0.477,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SLCO4A1,0.15039211587098478,0.32793986821233423,0.686,0.31399999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SMCO4,-0.07433857943933013,0.3280735010261978,0.395,0.395,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SMIM6,0.09197153942785438,0.3205403384456931,0.599,0.401,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SMN1,-0.1187706930351474,0.3444518783779376,0.379,0.379,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SMPD4,0.03645609464134181,0.31722931356051226,0.562,0.43799999999999994,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SNRNP200,-0.25439533126396835,0.37501362842851144,0.252,0.252,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SOX6,0.07533068853252271,0.3273507811377938,0.582,0.41800000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SP140,-0.08956248578288088,0.3476072275919294,0.393,0.393,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SP5,-0.02484400286547881,0.32353797745396295,0.471,0.471,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SPAG7,0.04248235605654577,0.31654689494721155,0.56,0.43999999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SPANXN2,0.07068924774120436,0.31461774268118153,0.583,0.41700000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SPG20,0.18797152688595328,0.32820727808281347,0.718,0.28200000000000003,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SPIB,-0.04116110036011658,0.33144311197427345,0.455,0.455,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SPINK9,-0.015412003432609091,0.33403334525651224,0.482,0.482,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SPNS1,0.03244353203821656,0.3244917424111248,0.539,0.46099999999999997,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SPRR4,-0.12565025292118276,0.3149043519848689,0.352,0.352,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SRP68,0.1308977495117741,0.33414571938505755,0.644,0.356,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
STRA6,0.06536513891994881,0.3045560087451751,0.592,0.40800000000000003,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
STRC,0.11279212752075589,0.31495612868065137,0.642,0.358,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SUGP2,-0.21575177512252242,0.33950435303520393,0.248,0.248,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SUSD3,0.031671239413110404,0.30301551068024934,0.542,0.45799999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
SYAP1,0.05324464210669202,0.3178480566531008,0.568,0.43200000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TADA2B,0.24752747730763908,0.3384950702000273,0.756,0.244,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TAF13,0.07401024568352549,0.34321938591314854,0.573,0.42700000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TARS,0.1558453736536704,0.3368123920031984,0.668,0.33199999999999996,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TBC1D31,0.17193477161152962,0.3168670030321975,0.711,0.28900000000000003,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TCAF1,0.06872445377352661,0.3437554021600642,0.579,0.42100000000000004,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TCEAL5,0.18101760730161387,0.3611487976659178,0.682,0.31799999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TCF15,0.00899939244150912,0.32898610423844254,0.505,0.495,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TCN1,0.13044512975899117,0.3256307306586941,0.659,0.34099999999999997,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TEPP,-0.3294428776538997,0.3341368933294819,0.158,0.158,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TERT,-0.2243815826735648,0.3284920088952452,0.256,0.256,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TET3,0.14503628973262633,0.3173016771741027,0.662,0.33799999999999997,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TEX264,-0.17982264487489616,0.3460176154688276,0.307,0.307,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TFAP2D,0.10901016116210908,0.32509120783254986,0.633,0.367,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TFDP2,-0.06293188195089273,0.32341934888165297,0.424,0.424,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TFIP11,0.04954135410334268,0.3230133810092851,0.564,0.43600000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
THEGL,0.04181249943146484,0.32890038671695687,0.555,0.44499999999999995,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
THNSL2,0.17510453005935436,0.3375824649747958,0.694,0.30600000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
THOC6,-0.2282189181863449,0.3305566954886484,0.238,0.238,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TLN1,-0.315183675828142,0.32237257198009683,0.166,0.166,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TLX3,0.016811213335998398,0.3073645928784914,0.508,0.492,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TMCO6,0.1414402417592049,0.3369403265982241,0.655,0.345,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TMED7,0.087246517895712,0.32791669516992383,0.608,0.392,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TMEM132E,-0.1158350422265916,0.3332414378794842,0.362,0.362,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TMEM207,0.29179581032947705,0.32445432224216536,0.819,0.18100000000000005,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TMEM254,0.17720867950414743,0.3186905472114416,0.712,0.28800000000000003,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TMEM74B,-0.18274687881098559,0.3361317764980291,0.278,0.278,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TMPRSS11A,0.016648524352457887,0.32824403884936604,0.521,0.479,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TMPRSS11F,-0.14933366723949046,0.31251559434972537,0.309,0.309,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TMSB4Y,-0.06011142727837809,0.3286778334870785,0.436,0.436,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TNPO1,-0.3938503437473577,0.3290469594341081,0.122,0.122,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TRA2A,0.25219969459703256,0.34346427152832565,0.77,0.22999999999999998,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TRABD2B,-0.14311352161960866,0.32210764647878853,0.335,0.335,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TRAT1,0.20340800622946045,0.34574026722570683,0.72,0.28,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
TREM1,0.10393546916090415,0.33753231784890114,0.626,0.374,0.4799666433449168,1.5354745967938923,0.3808884505831843,16,4,4,500
