gene,beta_mean,beta_sd,psp,lfsr,tau_beta_mean,tau_u_mean,phi_mean,n_obs,n_sgrna,n_sample,batch_size
C17orf64,0.08879382876006157,0.31459012303708206,0.616,0.384,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C19orf68,-0.06548982157121679,0.31218304032896704,0.421,0.421,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C1GALT1C1,-0.00527284616011969,0.3222386986677362,0.478,0.478,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C1GALT1C1L,0.025822246747441085,0.33759866683049383,0.527,0.473,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C1orf159,-0.04074803571361018,0.3266498754488329,0.449,0.449,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C1orf195,-0.042093339563465774,0.3169934258220362,0.437,0.437,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C4orf36,-0.06496088651012344,0.3200095118574349,0.415,0.415,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C5,-0.054195753340262595,0.3262829563147534,0.427,0.427,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C5orf42,0.03444526233693481,0.3412141843894338,0.535,0.46499999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C6orf62,-0.03989085651801725,0.32004959010204886,0.431,0.431,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C8B,0.10349157796389977,0.3366680785037782,0.615,0.385,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
C9orf172,-0.015171727781682446,0.3203927102225661,0.483,0.483,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CACUL1,-0.04958165180204597,0.327099714381413,0.438,0.438,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CADPS2,-0.024878805995998152,0.3372741639397563,0.463,0.463,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CALD1,-0.0781590536614338,0.31716810595211115,0.421,0.421,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CALM3,0.07691236368149036,0.33584514525475956,0.595,0.405,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CALML5,0.0386144632753878,0.3459854181872246,0.551,0.44899999999999995,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CAMK2A,0.005978702359399859,0.299716511087232,0.503,0.497,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CAMK2D,-0.06484902577761044,0.3325331202741567,0.417,0.417,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CAMP,-0.02121081675533126,0.33076543750237947,0.489,0.489,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CAP1,0.01578035484262742,0.32868143608061934,0.499,0.499,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CCDC15,-0.005033888887849071,0.3283882280594202,0.507,0.493,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CCDC18,-0.15191914338812282,0.3479544132979386,0.331,0.331,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CCDC36,0.09352599481801906,0.32381254181369606,0.61,0.39,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CCDC59,0.09958188344306179,0.32895853497799493,0.62,0.38,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CCDC73,-0.055781865017829196,0.35124348925076787,0.448,0.448,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CCDC86,-0.0915527433528288,0.3396190814332248,0.377,0.377,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CCDC9,0.018660870783506034,0.34302097703031953,0.509,0.491,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CCL3L3,0.01721725945093114,0.3251944951398002,0.515,0.485,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CCNT1,-0.06613211980818225,0.33706031203042097,0.41,0.41,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CD300E,0.06436596529648553,0.336217690907033,0.573,0.42700000000000005,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CD300LG,-0.005477325322540387,0.3102706132911877,0.492,0.492,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CD47,-0.10918375407473045,0.3470615716629432,0.37,0.37,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CD93,-0.0634276431860605,0.32301058827098555,0.426,0.426,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CDH1,0.12849192952068034,0.32862312099845514,0.647,0.353,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CDIP1,0.09167022097568821,0.32047142750062285,0.603,0.397,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CDK5RAP3,0.08772124786307524,0.3348807853218229,0.594,0.406,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CDKN2B,-0.037551139713783606,0.3239068933224111,0.45,0.45,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CELSR2,0.09175658634862298,0.3310975014042355,0.617,0.383,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CEP250,0.021798137382700734,0.3315007067303047,0.529,0.471,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CFAP221,-0.023312152614425735,0.3398035877389361,0.463,0.463,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CHD1L,-0.1364169309305234,0.3270061595377243,0.337,0.337,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CHMP5,-0.06575977924316632,0.31277597989517114,0.425,0.425,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CLDN24,0.0482933010178571,0.31574880319820864,0.548,0.45199999999999996,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CLEC12B,0.007224307486868984,0.3341220984375964,0.503,0.497,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CLMN,0.0013440982123324805,0.32921764299127093,0.503,0.497,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CLPTM1L,0.07105451056557562,0.3161560989986005,0.594,0.406,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CLU,0.03857175366156044,0.31641220580133417,0.539,0.46099999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CMTM2,0.12927872685422526,0.32978821570056893,0.633,0.367,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CNOT3,-0.032692643274133494,0.3280444845583925,0.455,0.455,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CNTN5,0.08931170187277987,0.32194039457510537,0.61,0.39,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CNTNAP1,0.10034235777067192,0.30647710878178425,0.637,0.363,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
COL19A1,-0.011129943120271801,0.32946530086849196,0.488,0.488,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
COL5A2,-0.02569012343328317,0.33131784829429173,0.473,0.473,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
COLEC10,-0.045355352966276304,0.32629532116458915,0.441,0.441,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
COMMD1,-0.10920560288685022,0.31858001463412944,0.356,0.356,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
COQ5,-0.08817185522399863,0.31516241360306124,0.395,0.395,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
COX7A2,-0.1669530745408046,0.3308372982678246,0.309,0.309,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
COX7A2L,-0.11534412183851173,0.33325212084109945,0.36,0.36,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CPE,-0.12349061303034892,0.31935118420407116,0.354,0.354,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CPEB2,-0.07769706511187875,0.3606281142114084,0.409,0.409,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CPNE3,0.01156709479912587,0.3170218117681741,0.507,0.493,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CRHBP,-0.10116305928723637,0.3336912145597754,0.385,0.385,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CSF2RA,0.06967500047884577,0.3195820643777085,0.591,0.40900000000000003,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CSGALNACT2,0.061349942774415855,0.3391540683178121,0.564,0.43600000000000005,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CSH2,0.03834899135094681,0.3313832062714509,0.536,0.46399999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CST1,-0.0390917858587831,0.3134201507047236,0.445,0.445,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CT47A1,-0.0260911656821717,0.3224383553505676,0.478,0.478,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CTAG1A,-0.06885746286366498,0.3329113704923539,0.414,0.414,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CTRB1,-0.019147222930663798,0.32131900314708917,0.463,0.463,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CTSZ,-0.12417790386886966,0.3256109996665269,0.341,0.341,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CWC15,0.10579486873118428,0.3314097696443401,0.628,0.372,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CWF19L1,-0.1249435276689084,0.33785606169310783,0.359,0.359,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CXorf57,0.047256727254367976,0.3099368346900594,0.557,0.44299999999999995,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CYP26C1,0.07670981634384966,0.3092693964402943,0.608,0.392,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
CYP27A1,-0.02095560151870419,0.3289057741759103,0.47,0.47,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DAO,-0.044736729069651225,0.3272855753730556,0.438,0.438,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DDX53,-0.030357621456688747,0.31315663131186133,0.469,0.469,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DENND1B,0.13846987466643793,0.3385507932603593,0.652,0.348,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DGCR6,-0.07341055632828515,0.33580517925013026,0.408,0.408,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DGKI,0.07704615937110539,0.3262217792284294,0.596,0.404,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DHRS2,-0.0025207559007347654,0.32527780656366173,0.491,0.491,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DIO3,-0.01089488927193144,0.31489421234820825,0.492,0.492,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DLC1,-0.026968820482252666,0.3354638212913812,0.477,0.477,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DMRTC1B,0.08696355504233874,0.31236501391891386,0.632,0.368,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DNAJC27,-0.046843561332684115,0.3389678038981641,0.452,0.452,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DNASE2,-0.13607174356481752,0.33149434029012786,0.336,0.336,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DPF1,-0.021785086023282163,0.3246252086694482,0.465,0.465,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DRAM1,-0.0190155273826549,0.32696736774339347,0.477,0.477,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DRD2,-0.020292107167673216,0.3257259364344349,0.48,0.48,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DSCAML1,0.07312263813053757,0.32520059729279055,0.591,0.40900000000000003,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
DUOXA1,-0.02284074380987429,0.32792604990098095,0.464,0.464,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
EFCAB11,0.06528494519961645,0.3187716224766146,0.575,0.42500000000000004,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
EFNA5,-0.10821113679293706,0.32460871644488026,0.373,0.373,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
EPN1,0.05699892787093106,0.3197628942773067,0.567,0.43300000000000005,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
ERBB4,0.03156446056665255,0.32092176806551737,0.54,0.45999999999999996,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
ERMN,0.025278175228104466,0.34171557777880407,0.533,0.46699999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
ERN1,-0.02628889433559857,0.32941772421135257,0.441,0.441,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
ESPN,-0.0005473326087280457,0.3224535763903507,0.51,0.49,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
ETV1,-0.06156505832104666,0.34336451400095447,0.438,0.438,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
EVX1,-0.029058923572206786,0.3236267091247736,0.457,0.457,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
EXOC3,0.006120862748731628,0.33267920417885005,0.512,0.488,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
EXOG,-0.05990903984674214,0.3212057446650869,0.435,0.435,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
F12,0.034477098274835825,0.32208747517747294,0.535,0.46499999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
F13A1,0.012079902938757147,0.3201652675197756,0.516,0.484,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FAM160B1,-0.06861265941602734,0.31540265540380646,0.41,0.41,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FAM189B,-0.05639599791901559,0.3327467047359181,0.431,0.431,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FAM19A5,0.04790990672120689,0.3229991873968274,0.544,0.45599999999999996,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FAM209A,0.04498415599307419,0.31997585561383807,0.535,0.46499999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FAM220A,-0.1550507628998891,0.31591357176595747,0.316,0.316,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FAM71F2,0.07758916839177939,0.32553794316633305,0.596,0.404,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FAP,0.04136860810663988,0.3316992004106588,0.55,0.44999999999999996,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FARSA,-0.08722763356968477,0.34374877172249535,0.402,0.402,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FBLN1,0.012003863091002803,0.313438749881207,0.515,0.485,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FBLN5,-0.12251615814775711,0.3305674942583249,0.374,0.374,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FBXL21,0.03253837175686034,0.3204418836010241,0.532,0.46799999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FBXL5,-0.066578079186935,0.34359068399902265,0.421,0.421,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FBXO31,-0.0290007084020192,0.345840965938983,0.466,0.466,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FEM1B,-0.05108696935870543,0.32191078221798547,0.438,0.438,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FERD3L,-0.046605529139379376,0.3127851765939077,0.44,0.44,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FGD5,0.09002446070115529,0.32976659478507175,0.614,0.386,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FHL1,-0.09152000363141731,0.3200189664270718,0.383,0.383,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FITM2,-0.09546132396111605,0.33932189962137604,0.371,0.371,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FNDC3A,0.07076587604009829,0.31806030640795585,0.595,0.405,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FNDC3B,0.0350875733241834,0.3255976424301799,0.536,0.46399999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FOXC1,0.05728432084682785,0.3194009026789262,0.539,0.46099999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FREM1,0.0706431079999584,0.3423514056724633,0.57,0.43000000000000005,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FRMPD1,0.002490445343034091,0.32882600211061663,0.499,0.499,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FRMPD2,-0.01899561019780894,0.318186300279736,0.473,0.473,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FUT11,-0.08097325613979184,0.32439653102668814,0.406,0.406,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
FXYD2,-0.012523931346006724,0.32374069866543226,0.475,0.475,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GABRB1,0.050434203651076676,0.33084105925409946,0.573,0.42700000000000005,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GABRR3,-0.04584028658228188,0.32969793464277114,0.438,0.438,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GALM,-0.10811653806648737,0.32086922058476675,0.366,0.366,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GCG,-0.008808927377448737,0.31805994964110956,0.487,0.487,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GFRA3,0.05128356556887466,0.3178649226121944,0.57,0.43000000000000005,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GGT1,0.1852506805172189,0.33400651858010305,0.698,0.30200000000000005,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GJA8,-0.05239231767707937,0.3281303407440087,0.445,0.445,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GLB1L,-0.07491302398611101,0.3385996849968242,0.41,0.41,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GMFB,-0.11512563361375361,0.33646047746431584,0.37,0.37,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GMPPA,0.0658712141128934,0.3181856854413192,0.576,0.42400000000000004,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GNA11,-0.03473479046609693,0.30860932501279437,0.452,0.452,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GNB3,-0.015509310864237633,0.321681601356885,0.47,0.47,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GNG7,0.051747690547750094,0.32796970896754474,0.575,0.42500000000000004,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GOLGA8O,0.10654779596520404,0.3416703679453176,0.631,0.369,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GOLPH3L,-0.05031048421697065,0.32497374021181064,0.437,0.437,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GOT2,0.06686874409106461,0.33869795570950556,0.58,0.42000000000000004,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GPALPP1,-0.010236906646324744,0.31957624728643014,0.478,0.478,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GPATCH2L,0.05794467274215893,0.32816641782988876,0.578,0.42200000000000004,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GPX4,-0.0021135407995401716,0.3452904132488743,0.499,0.499,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GRIP1,0.03604350972300296,0.3329321035793308,0.535,0.46499999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GSC,0.010873357301415915,0.3267850782129401,0.51,0.49,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
GTDC1,-0.1583781669932547,0.3187536418884379,0.312,0.312,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
H3F3C,-0.13104446723803811,0.3315958324744434,0.341,0.341,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HAPLN1,0.024564419948438495,0.3255498406756209,0.539,0.46099999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HBEGF,-0.030240260442815574,0.31745067186822423,0.456,0.456,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HDAC11,-0.06415310044359127,0.31793973735313935,0.417,0.417,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HDDC3,-0.0014968393213140863,0.32082411246960224,0.482,0.482,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HEATR4,0.09386471296329435,0.3308954190978265,0.619,0.381,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HEMGN,0.07719036076306489,0.34059651460880064,0.585,0.41500000000000004,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HINFP,-0.14519314706396186,0.3367497587839678,0.343,0.343,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HIST1H1D,-0.0949857845638911,0.3392363762298047,0.391,0.391,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HIST1H4B,-0.1182983986135348,0.3090099952435816,0.368,0.368,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HLA-E,-0.1296982683080548,0.3225324018548398,0.347,0.347,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HLA-F,0.08595160370109155,0.323496724708513,0.604,0.396,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HOXB7,0.08854517654200043,0.33536766380697663,0.611,0.389,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HTN1,-0.05811422953355376,0.3277050840633845,0.417,0.417,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HTR2B,-0.018532834398954152,0.32307453607005177,0.481,0.481,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
HTR4,0.03784184788167339,0.3100159168342168,0.554,0.44599999999999995,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
ICAM3,0.006821414622407605,0.3183813133565499,0.508,0.492,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
IER3,-0.064021995791959,0.3158614469284304,0.413,0.413,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
IFITM1,0.06154055048621857,0.323356704668582,0.59,0.41000000000000003,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
IFNA14,0.04064862039760082,0.3355365261434271,0.55,0.44999999999999996,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
IFNK,-0.11653779246710437,0.3226083913938177,0.349,0.349,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
IGF1R,-0.005086522927867666,0.327668565435967,0.503,0.497,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
IGFBP2,-0.038867815217986115,0.3184317788250554,0.448,0.448,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
IL16,0.04603396789157801,0.31546837655539234,0.556,0.44399999999999995,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
IL37,-0.03742105689094083,0.32986753599804,0.456,0.456,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
ILVBL,-0.057116534398616796,0.32857134809649596,0.452,0.452,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
INVS,-0.04556846953832325,0.3262424767069611,0.452,0.452,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
ISCA1,-0.08439252667892526,0.3190696366271152,0.383,0.383,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
ISYNA1,-0.018283349641362866,0.3269665696393297,0.474,0.474,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
JAKMIP2,-0.01230750591356875,0.3203358187295194,0.467,0.467,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KATNAL2,-0.008103169394675334,0.322452921484025,0.479,0.479,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KBTBD6,0.02225735865398816,0.3350568777526516,0.539,0.46099999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KCNB1,0.043643908186843786,0.31454910694105304,0.548,0.45199999999999996,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KCNB2,-0.10996361849232555,0.3454493944764007,0.358,0.358,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KCNK1,-0.042771767960186835,0.31301674208676095,0.466,0.466,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KCNK2,0.02406469466821288,0.31824746924333397,0.51,0.49,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KCNK5,-0.001069520016553375,0.33212856050849854,0.493,0.493,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KCNMA1,-0.061384396831528,0.32620032714778846,0.419,0.419,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KCNS1,0.10619535617092785,0.32642771655750485,0.607,0.393,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KDM5D,0.033496804362267554,0.31997536874272137,0.538,0.46199999999999997,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KDM6A,-0.0010812569669055856,0.31422565190988083,0.49,0.49,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KIAA1210,-0.0307227567428222,0.3468587361128042,0.443,0.443,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KIF16B,-0.11050488714597032,0.3390327484955341,0.36,0.36,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KIF1A,0.020399101411232183,0.3357554066894741,0.525,0.475,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KIF2A,0.019182979457494965,0.32246819920394754,0.523,0.477,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KLC4,0.040267324486402516,0.2994580364504425,0.558,0.44199999999999995,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KLF11,-0.05723713504785669,0.31399906182878795,0.414,0.414,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KLF3,-0.044807674175019456,0.3208685696086965,0.442,0.442,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KLK14,-0.03161597142956725,0.31643142322845613,0.45,0.45,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
KRT81,-0.07406419176119552,0.32247518680728,0.396,0.396,0.4417116673464741,1.5411598542188436,0.3803843606777641,16,4,4,500
