gene,beta_mean_nuts,beta_sd_nuts,psp_nuts,lfsr_nuts,psp_draws,lfsr_draws,p_beta_gt_0,p_beta_lt_0,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,n_obs,n_sgrna,n_sample,chains,draws,tune,hit
FIP1L1,0.1592402253290014,0.1010573386449818,0.947,0.053,0.947,0.05300000000000005,0.947,0.053,0.0845,0.0,16,4,4,2,1000,1000,False
FKBP1A,-0.0980045612710521,0.0964418053017975,0.153,0.153,0.153,0.153,0.153,0.847,0.0165,0.0,16,4,4,2,1000,1000,False
FKBP5,-0.1748768392586656,0.1080695481513839,0.0525,0.0525,0.0525,0.0525,0.0525,0.9475,0.13,0.003,16,4,4,2,1000,1000,False
FKBP8,0.183007151515241,0.1044624523521491,0.956,0.044,0.956,0.04400000000000004,0.956,0.044,0.1325,0.0,16,4,4,2,1000,1000,False
FLCN,0.1202666395859229,0.1494881614756412,0.787,0.2129999999999999,0.787,0.21299999999999997,0.787,0.213,0.1205,0.0025,16,4,4,2,1000,1000,False
FLYWCH2,0.2504517143284419,0.1034675687051465,0.9925,0.0074999999999999,0.9925,0.007499999999999951,0.9925,0.0075,0.3215,0.014,16,4,4,2,1000,1000,False
FNDC8,-0.0858700008593076,0.0944151941961064,0.181,0.181,0.181,0.181,0.181,0.819,0.009,0.0,16,4,4,2,1000,1000,False
FNTB,-0.1595539769102344,0.1192570564991776,0.0895,0.0895,0.0895,0.0895,0.0895,0.9105,0.119,0.0025,16,4,4,2,1000,1000,False
FOCAD,-0.1506480402139157,0.1147136138677329,0.0985,0.0985,0.0985,0.0985,0.0985,0.9015,0.097,0.0005,16,4,4,2,1000,1000,False
FOLR1,-0.1115500247795542,0.1078303143101037,0.145,0.145,0.145,0.145,0.145,0.855,0.042,0.0,16,4,4,2,1000,1000,False
FOSB,-0.2046071872178546,0.1167130944493614,0.043,0.043,0.043,0.043,0.043,0.957,0.2,0.007,16,4,4,2,1000,1000,False
FOXC2,0.115292494115182,0.0994152441069015,0.872,0.128,0.872,0.128,0.872,0.128,0.0315,0.0,16,4,4,2,1000,1000,False
FOXD4L1,0.1827715296429554,0.1049063948976609,0.9565,0.0434999999999999,0.9565,0.04349999999999998,0.9565,0.0435,0.1345,0.0015,16,4,4,2,1000,1000,False
FOXJ1,-0.0618889400340342,0.0954930057788524,0.2515,0.2515,0.2515,0.2515,0.2515,0.7485,0.009,0.0,16,4,4,2,1000,1000,False
FOXK1,-0.2929969331856633,0.1197789452832585,0.0085,0.0085,0.0085,0.0085,0.0085,0.9915,0.482,0.039,16,4,4,2,1000,1000,False
FOXK2,-0.086032576137657,0.0961315680207562,0.1805,0.1805,0.1805,0.1805,0.1805,0.8195,0.01,0.0,16,4,4,2,1000,1000,False
FOXM1,-0.192874997675139,0.1406251823072008,0.1395348837209302,0.1395348837209302,0.13953488372093023,0.13953488372093023,0.13953488372093023,0.8604651162790697,0.23255813953488372,0.0,16,4,4,2,1000,1000,False
FOXO3,-0.1392363263746796,0.1149158917398256,0.1115,0.1115,0.1115,0.1115,0.1115,0.8885,0.0765,0.002,16,4,4,2,1000,1000,False
FOXP1,0.3258493911661719,0.1789864065429667,0.9635,0.0364999999999999,0.999,0.0010000000000000009,0.999,0.001,0.8775,0.4345,16,4,4,2,1000,1000,True
FOXP3,1.6665588214830076,0.0776002011549131,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,200,50,4,2,1000,1000,True
FOXRED1,-0.5955871899000078,0.1547745531440246,0.0,0.0,0.0,0.0,0.0,1.0,0.9715,0.724,16,4,4,2,1000,1000,True
FOXRED2,0.0282662445828224,0.1532687578489256,0.5655,0.4345,0.5655,0.4345,0.5655,0.4345,0.0535,0.0015,16,4,4,2,1000,1000,False
FRAS1,0.1253834677171777,0.101725218226401,0.883,0.1169999999999999,0.883,0.11699999999999999,0.883,0.117,0.0435,0.0,16,4,4,2,1000,1000,False
FREM3,-0.0737704280418748,0.0989741738220866,0.2285,0.2285,0.2285,0.2285,0.2285,0.7715,0.0115,0.0,16,4,4,2,1000,1000,False
FRMD1,0.1579178950285145,0.1181119748266796,0.9045,0.0955,0.9045,0.09550000000000003,0.9045,0.0955,0.113,0.002,16,4,4,2,1000,1000,False
FRMD4B,0.1069267902004071,0.10609504679584,0.855,0.145,0.855,0.14500000000000002,0.855,0.145,0.0375,0.0,16,4,4,2,1000,1000,False
FRMPD3,-0.0994308350295655,0.0970909641279207,0.1495,0.1495,0.1495,0.1495,0.1495,0.8505,0.02,0.0,16,4,4,2,1000,1000,False
FSHB,0.1380107657221247,0.1194734429236214,0.8825,0.1175,0.8825,0.11750000000000005,0.8825,0.1175,0.0865,0.0015,16,4,4,2,1000,1000,False
FTH1P18,-0.2839073905506579,0.1075733366721996,0.0,0.0,0.0,0.0,0.0,1.0,0.4418604651162791,0.023255813953488372,16,4,4,2,1000,1000,False
FTO,0.0928239057643391,0.0922129620969912,0.841,0.159,0.841,0.15900000000000003,0.841,0.159,0.0165,0.0,16,4,4,2,1000,1000,False
FUBP1,0.2074471775112383,0.1200642609951035,0.9595,0.0404999999999999,0.9595,0.04049999999999998,0.9595,0.0405,0.214,0.007,16,4,4,2,1000,1000,False
FUS,-0.7307591265905825,0.1501786563750193,0.0,0.0,0.0,0.0,0.0,1.0,0.997,0.9385,16,4,4,2,1000,1000,True
FUT1,-0.2600341271390342,0.1227866717374127,0.0,0.0,0.0,0.0,0.0,1.0,0.37209302325581395,0.046511627906976744,16,4,4,2,1000,1000,False
FUT5,-0.1426665322030832,0.1030580076675476,0.075,0.075,0.075,0.075,0.075,0.925,0.065,0.0,16,4,4,2,1000,1000,False
FUT8,-0.1248995195920738,0.1171462782751794,0.151,0.151,0.151,0.151,0.151,0.849,0.067,0.0,16,4,4,2,1000,1000,False
FXYD4,-0.0819229664080859,0.091082674324214,0.1735,0.1735,0.1735,0.1735,0.1735,0.8265,0.0065,0.0,16,4,4,2,1000,1000,False
FYCO1,-0.0976762254383052,0.0933288903214592,0.158,0.158,0.158,0.158,0.158,0.842,0.0145,0.0,16,4,4,2,1000,1000,False
FZD10,0.1399735463280531,0.1020851101466957,0.917,0.0829999999999999,0.917,0.08299999999999996,0.917,0.083,0.0585,0.0,16,4,4,2,1000,1000,False
G2E3,-0.1042986370192244,0.1153091272387041,0.1835,0.1835,0.1835,0.1835,0.1835,0.8165,0.045,0.0005,16,4,4,2,1000,1000,False
G3BP1,0.208700683373136,0.142018900450519,0.9265,0.0735,0.9265,0.07350000000000001,0.9265,0.0735,0.257,0.0165,16,4,4,2,1000,1000,False
G6PC2,-0.0764815487382215,0.0959192008138049,0.214,0.214,0.214,0.214,0.214,0.786,0.0105,0.0,16,4,4,2,1000,1000,False
G6PD,-0.2657988572431808,0.0985543619836926,0.0,0.0,0.0,0.0,0.0,1.0,0.3953488372093023,0.0,16,4,4,2,1000,1000,False
GAB1,-0.0689670118181106,0.0949392778297023,0.2325,0.2325,0.2325,0.2325,0.2325,0.7675,0.0065,0.0,16,4,4,2,1000,1000,False
GAB3,-0.1661923371727401,0.1085864002173848,0.065,0.065,0.065,0.065,0.065,0.935,0.105,0.001,16,4,4,2,1000,1000,False
GABPA,0.2363577280584126,0.1461033329302756,0.946,0.054,0.946,0.05400000000000005,0.946,0.054,0.344,0.038,16,4,4,2,1000,1000,False
GADD45B,0.103749285038556,0.1478430216755319,0.748,0.252,0.748,0.252,0.748,0.252,0.0935,0.004,16,4,4,2,1000,1000,False
GADD45GIP1,0.1125311398189807,0.0920203659849947,0.8925,0.1075,0.8925,0.10750000000000004,0.8925,0.1075,0.021,0.0,16,4,4,2,1000,1000,False
GAGE1,0.2084186978911815,0.1149737743871517,0.966,0.034,0.966,0.03400000000000003,0.966,0.034,0.211,0.0055,16,4,4,2,1000,1000,False
GAGE12C,0.1652793201028059,0.0964792281022029,0.957,0.043,0.957,0.04300000000000004,0.957,0.043,0.083,0.0005,16,4,4,2,1000,1000,False
GAGE12I,0.1791427011808944,0.1186041859991138,0.9375,0.0625,0.9375,0.0625,0.9375,0.0625,0.158,0.0025,16,4,4,2,1000,1000,False
GAGE12J,0.0752644589407628,0.1006026322678025,0.774,0.2259999999999999,0.774,0.22599999999999998,0.774,0.226,0.0185,0.0,16,4,4,2,1000,1000,False
GAGE2B,0.2141033025665938,0.1461951810302823,0.9285,0.0715,0.9285,0.07150000000000001,0.9285,0.0715,0.2875,0.0205,16,4,4,2,1000,1000,False
GAL3ST1,-0.1091423251205573,0.0987005136652466,0.1295,0.1295,0.1295,0.1295,0.1295,0.8705,0.021,0.0,16,4,4,2,1000,1000,False
GAL3ST2,-0.1286451605346418,0.1215619338072474,0.1405,0.1405,0.1405,0.1405,0.1405,0.8595,0.077,0.0015,16,4,4,2,1000,1000,False
GALNT13,0.2040518245746263,0.1135425991183804,0.966,0.034,0.966,0.03400000000000003,0.966,0.034,0.1925,0.0055,16,4,4,2,1000,1000,False
GANAB,0.3683387347384184,0.1790344438958202,0.9785,0.0214999999999999,1.0,0.0,1.0,0.0,0.9195,0.541,16,4,4,2,1000,1000,True
GAPDHS,0.1294519193090605,0.1184246749889074,0.858,0.142,0.858,0.14200000000000002,0.858,0.142,0.074,0.001,16,4,4,2,1000,1000,False
GAPT,0.1127265875696,0.1147547771185487,0.8385,0.1614999999999999,0.8385,0.16149999999999998,0.8385,0.1615,0.054,0.0,16,4,4,2,1000,1000,False
GAPVD1,-0.2846038781510576,0.1272902824750176,0.0465116279069767,0.0465116279069767,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.9534883720930233,0.4883720930232558,0.06976744186046512,16,4,4,2,1000,1000,False
GARS,0.2105856097534655,0.1127601164499049,0.967,0.033,0.967,0.03300000000000003,0.967,0.033,0.2095,0.003,16,4,4,2,1000,1000,False
GART,0.2517719331204827,0.1139031816141421,0.9885,0.0114999999999999,0.9885,0.011499999999999955,0.9885,0.0115,0.335,0.0145,16,4,4,2,1000,1000,False
GAS2L1,-0.1339443025955992,0.1036293129992494,0.102,0.102,0.102,0.102,0.102,0.898,0.05,0.0,16,4,4,2,1000,1000,False
GATA1,0.1676797389209184,0.1115981579879279,0.9315,0.0685,0.9315,0.0685,0.9315,0.0685,0.1205,0.0015,16,4,4,2,1000,1000,False
GATA3,0.0765357286740065,0.1794535441717804,0.6675,0.3325,0.934,0.06599999999999995,0.934,0.066,0.343,0.039,16,4,4,2,1000,1000,False
GATAD1,-0.244526795777184,0.1144778355381149,0.0185,0.0185,0.0185,0.0185,0.0185,0.9815,0.323,0.013,16,4,4,2,1000,1000,False
GATAD2A,-0.3195569211115148,0.1203653562846925,0.0,0.0,0.0,0.0,0.0,1.0,0.6046511627906976,0.06976744186046512,16,4,4,2,1000,1000,False
GATSL2,0.1086419857552574,0.0939319726564876,0.878,0.122,0.878,0.122,0.878,0.122,0.022,0.0,16,4,4,2,1000,1000,False
GBF1,0.1539187037405386,0.0936837230538204,0.9505,0.0494999999999999,0.9505,0.04949999999999999,0.9505,0.0495,0.0655,0.0,16,4,4,2,1000,1000,False
GBX1,-0.134409946626867,0.1105855185075413,0.115,0.115,0.115,0.115,0.115,0.885,0.064,0.0005,16,4,4,2,1000,1000,False
GCDH,0.2300894274269129,0.1138073659292937,0.981,0.019,0.981,0.019000000000000017,0.981,0.019,0.281,0.0045,16,4,4,2,1000,1000,False
GCFC2,0.1224900061957801,0.0913054778045047,0.9115,0.0885,0.9115,0.08850000000000002,0.9115,0.0885,0.0285,0.0,16,4,4,2,1000,1000,False
GCSAM,-0.1550795022525372,0.112309422637786,0.0815,0.0815,0.0815,0.0815,0.0815,0.9185,0.0935,0.0015,16,4,4,2,1000,1000,False
GDAP2,-0.1436346728152963,0.1025450119922782,0.0775,0.0775,0.0775,0.0775,0.0775,0.9225,0.066,0.0005,16,4,4,2,1000,1000,False
GEMIN6,0.222320759380675,0.1027591201893092,0.986,0.014,0.986,0.014000000000000012,0.986,0.014,0.225,0.004,16,4,4,2,1000,1000,False
GEMIN7,0.2411824884194537,0.1301760225811156,0.9302325581395348,0.0697674418604651,0.9302325581395349,0.06976744186046513,0.9302325581395349,0.06976744186046512,0.3488372093023256,0.046511627906976744,16,4,4,2,1000,1000,False
GEMIN8,0.1923671689404434,0.1072621985648091,0.966,0.034,0.966,0.03400000000000003,0.966,0.034,0.1505,0.0025,16,4,4,2,1000,1000,False
GET4,0.2595733428913091,0.1247758107717144,0.9815,0.0184999999999999,0.9815,0.01849999999999996,0.9815,0.0185,0.38,0.0265,16,4,4,2,1000,1000,False
GFER,0.1501309016794259,0.1519559569804101,0.834,0.166,0.834,0.16600000000000004,0.834,0.166,0.1655,0.009,16,4,4,2,1000,1000,False
GFPT1,0.8054264509045186,0.186374479663738,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.995,16,4,4,2,1000,1000,True
GFRA4,-0.047031421675748,0.0894050695008112,0.303,0.303,0.303,0.303,0.303,0.697,0.003,0.0,16,4,4,2,1000,1000,False
GGNBP2,-0.5039806714933404,0.1478503214220291,0.0005,0.0005,0.0005,0.0005,0.0005,0.9995,0.9135,0.5125,16,4,4,2,1000,1000,True
GGT5,-0.176360103095935,0.1069478197367108,0.0465,0.0465,0.0465,0.0465,0.0465,0.9535,0.1255,0.002,16,4,4,2,1000,1000,False
GGT7,0.0727732623599549,0.0930797827650556,0.7875,0.2125,0.7875,0.21250000000000002,0.7875,0.2125,0.007,0.0,16,4,4,2,1000,1000,False
GID8,-0.1272482483002567,0.1099372142699943,0.1225,0.1225,0.1225,0.1225,0.1225,0.8775,0.0635,0.001,16,4,4,2,1000,1000,False
GIGYF2,-0.1686348306691036,0.1042806604521147,0.053,0.053,0.053,0.053,0.053,0.947,0.1135,0.0015,16,4,4,2,1000,1000,False
GIMAP8,-0.20116744269683,0.1056485366517489,0.026,0.026,0.026,0.026,0.026,0.974,0.175,0.0045,16,4,4,2,1000,1000,False
GIPC3,-0.1318723801548558,0.1138793976879621,0.1265,0.1265,0.1265,0.1265,0.1265,0.8735,0.0685,0.0005,16,4,4,2,1000,1000,False
GJA1,-0.1522308525495425,0.1057526456885161,0.0755,0.0755,0.0755,0.0755,0.0755,0.9245,0.0865,0.0005,16,4,4,2,1000,1000,False
GJA4,-0.1287686996923904,0.1120200023152385,0.125,0.125,0.125,0.125,0.125,0.875,0.063,0.0005,16,4,4,2,1000,1000,False
GJB3,-0.0975524818049501,0.0892015239837223,0.1345,0.1345,0.1345,0.1345,0.1345,0.8655,0.01,0.0,16,4,4,2,1000,1000,False
GJC1,-0.1355856533279034,0.1134179140887823,0.1135,0.1135,0.1135,0.1135,0.1135,0.8865,0.0755,0.0,16,4,4,2,1000,1000,False
GKN2,0.1190940871441103,0.0947441993370035,0.8945,0.1055,0.8945,0.10550000000000004,0.8945,0.1055,0.0215,0.001,16,4,4,2,1000,1000,False
GLB1L2,0.0737547932616768,0.0976921710073183,0.769,0.2309999999999999,0.769,0.23099999999999998,0.769,0.231,0.0115,0.0,16,4,4,2,1000,1000,False
GLMP,-0.1912060627659272,0.1090744364044446,0.043,0.043,0.043,0.043,0.043,0.957,0.154,0.001,16,4,4,2,1000,1000,False
GLRA1,0.1557401349786756,0.1109183676141143,0.918,0.0819999999999999,0.918,0.08199999999999996,0.918,0.082,0.098,0.0,16,4,4,2,1000,1000,False
GLRX3,0.09409861075576,0.0960026007743066,0.842,0.158,0.842,0.15800000000000003,0.842,0.158,0.0165,0.0,16,4,4,2,1000,1000,False
GLTSCR1,0.3823228955061626,0.187485460072434,1.0,0.0,1.0,0.0,1.0,0.0,0.5813953488372093,0.27906976744186046,16,4,4,2,1000,1000,False
GMNN,-0.2086350861985588,0.1103544515223509,0.0315,0.0315,0.0315,0.0315,0.0315,0.9685,0.202,0.0025,16,4,4,2,1000,1000,False
GMPPB,0.7445127029170777,0.1800974609537019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9945,16,4,4,2,1000,1000,True
GNAQ,0.1445220109148879,0.1137190383573817,0.899,0.1009999999999999,0.899,0.10099999999999998,0.899,0.101,0.083,0.001,16,4,4,2,1000,1000,False
GNAS,0.272308178247551,0.102207074017494,1.0,0.0,1.0,0.0,1.0,0.0,0.4418604651162791,0.0,16,4,4,2,1000,1000,False
GNAZ,-0.1272181871350171,0.1001780381906499,0.099,0.099,0.099,0.099,0.099,0.901,0.0455,0.0005,16,4,4,2,1000,1000,False
GNB2L1,-0.1102476653171342,0.0878512538943218,0.1035,0.1035,0.1035,0.1035,0.1035,0.8965,0.0145,0.0,16,4,4,2,1000,1000,False
GNG3,0.2233301551117012,0.1163150362072125,0.9755,0.0244999999999999,0.9755,0.024499999999999966,0.9755,0.0245,0.252,0.009,16,4,4,2,1000,1000,False
GNG5,0.1702216746388125,0.1134991606225147,0.94,0.06,0.94,0.06000000000000005,0.94,0.06,0.121,0.0035,16,4,4,2,1000,1000,False
GNG8,-0.1366296304653762,0.0933327086668893,0.0715,0.0715,0.0715,0.0715,0.0715,0.9285,0.0425,0.0,16,4,4,2,1000,1000,False
GNL2,0.1473672730220987,0.1011120889566875,0.9235,0.0765,0.9235,0.07650000000000001,0.9235,0.0765,0.0625,0.0,16,4,4,2,1000,1000,False
GNPAT,-0.1395545222173206,0.098537559379745,0.074,0.074,0.074,0.074,0.074,0.926,0.052,0.0,16,4,4,2,1000,1000,False
GNPTAB,0.1702210556053983,0.1056526377130685,0.9445,0.0554999999999999,0.9445,0.055499999999999994,0.9445,0.0555,0.1105,0.001,16,4,4,2,1000,1000,False
GOLGA4,0.1380028394842703,0.1141459989357647,0.8905,0.1095,0.8905,0.10950000000000004,0.8905,0.1095,0.071,0.0025,16,4,4,2,1000,1000,False
GOLGA6B,-0.1423783705976672,0.1181603325742163,0.111,0.111,0.111,0.111,0.111,0.889,0.092,0.0025,16,4,4,2,1000,1000,False
GOLGA7,-0.0844414384025436,0.0920454419778401,0.183,0.183,0.183,0.183,0.183,0.817,0.01,0.0,16,4,4,2,1000,1000,False
GOLGA8H,-0.1192187472691295,0.0938458242746579,0.097,0.097,0.097,0.097,0.097,0.903,0.0245,0.0,16,4,4,2,1000,1000,False
GOLGA8J,-0.1951916412285376,0.1088527140944114,0.03,0.03,0.03,0.03,0.03,0.97,0.1735,0.002,16,4,4,2,1000,1000,False
GOLIM4,-0.0616101678542407,0.0892448089942194,0.2465,0.2465,0.2465,0.2465,0.2465,0.7535,0.0025,0.0,16,4,4,2,1000,1000,False
GOSR2,0.2611403147666424,0.1140535152578456,0.994,0.006,0.994,0.006000000000000005,0.994,0.006,0.365,0.021,16,4,4,2,1000,1000,False
GPATCH8,0.3170445577450617,0.0957209521303874,1.0,0.0,1.0,0.0,1.0,0.0,0.5581395348837209,0.023255813953488372,16,4,4,2,1000,1000,False
GPER1,-0.0836048292460654,0.1039360977035677,0.2255,0.2255,0.2255,0.2255,0.2255,0.7745,0.019,0.0,16,4,4,2,1000,1000,False
GPHB5,-0.1560678824786933,0.1189006289401666,0.095,0.095,0.095,0.095,0.095,0.905,0.1085,0.0025,16,4,4,2,1000,1000,False
GPI,0.0480275066198054,0.1489052016313202,0.6295,0.3705,0.6295,0.37050000000000005,0.6295,0.3705,0.057,0.0025,16,4,4,2,1000,1000,False
GPKOW,0.1175212495961587,0.1548407904256558,0.775,0.2249999999999999,0.775,0.22499999999999998,0.775,0.225,0.121,0.008,16,4,4,2,1000,1000,False
GPLD1,-0.0768623418555303,0.0939783336003134,0.203,0.203,0.203,0.203,0.203,0.797,0.0065,0.0,16,4,4,2,1000,1000,False
GPN1,0.4575364489428081,0.1596149982036377,0.9985,0.0014999999999999,0.9985,0.0014999999999999458,0.9985,0.0015,0.839,0.393,16,4,4,2,1000,1000,False
GPN2,0.9249318882322556,0.1594218287706788,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.995,16,4,4,2,1000,1000,True
GPR1,-0.1958925055480833,0.0779177124598782,0.0,0.0,0.0,0.0,0.0,1.0,0.11627906976744186,0.0,16,4,4,2,1000,1000,False
GPR12,-0.199911148315226,0.1008295716630211,0.0,0.0,0.0,0.0,0.0,1.0,0.11627906976744186,0.0,16,4,4,2,1000,1000,False
GPR139,-0.1051250594934243,0.1119515360833462,0.1695,0.1695,0.1695,0.1695,0.1695,0.8305,0.042,0.0,16,4,4,2,1000,1000,False
GPR15,0.1234004636216544,0.1118724014157282,0.865,0.135,0.865,0.135,0.865,0.135,0.056,0.0,16,4,4,2,1000,1000,False
GPR153,0.1573464132933772,0.1087017780347168,0.933,0.0669999999999999,0.933,0.06699999999999995,0.933,0.067,0.0955,0.0005,16,4,4,2,1000,1000,False
GPR174,0.1892613952214783,0.1119901768648403,0.953,0.047,0.953,0.04700000000000004,0.953,0.047,0.158,0.003,16,4,4,2,1000,1000,False
GPR3,-0.1439412756279265,0.117326317772013,0.1085,0.1085,0.1085,0.1085,0.1085,0.8915,0.089,0.0015,16,4,4,2,1000,1000,False
GPR50,-0.1861672342897735,0.1050694598588738,0.0232558139534883,0.0232558139534883,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.9767441860465116,0.16279069767441862,0.0,16,4,4,2,1000,1000,False
GPR62,-0.242081839818976,0.1224551228245574,0.021,0.021,0.021,0.021,0.021,0.979,0.306,0.0235,16,4,4,2,1000,1000,False
GPR78,-0.1339136985174975,0.0991436348869695,0.091,0.091,0.091,0.091,0.091,0.909,0.0455,0.0,16,4,4,2,1000,1000,False
GPR83,-0.1137823433757376,0.1127209205749045,0.1605,0.1605,0.1605,0.1605,0.1605,0.8395,0.0525,0.0015,16,4,4,2,1000,1000,False
GPR88,0.1900365031224642,0.1089020134456317,0.9565,0.0434999999999999,0.9565,0.04349999999999998,0.9565,0.0435,0.155,0.003,16,4,4,2,1000,1000,False
GPR89A,0.2438508028743303,0.1220597821085011,0.9534883720930232,0.0465116279069767,0.9534883720930233,0.046511627906976716,0.9534883720930233,0.046511627906976744,0.3488372093023256,0.0,16,4,4,2,1000,1000,False
GPRASP1,-0.1221835034490159,0.0938182908392085,0.0955,0.0955,0.0955,0.0955,0.0955,0.9045,0.029,0.0,16,4,4,2,1000,1000,False
GPRIN1,-0.2381565351917414,0.0990264364695756,0.0,0.0,0.0,0.0,0.0,1.0,0.20930232558139536,0.0,16,4,4,2,1000,1000,False
GPS2,-1.197830174642755,0.1708832471920098,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16,4,4,2,1000,1000,True
GPSM3,-0.1352797477386886,0.1123740556737006,0.1125,0.1125,0.1125,0.1125,0.1125,0.8875,0.065,0.0005,16,4,4,2,1000,1000,False
GPX5,-0.1006628207529265,0.1022823534181579,0.175,0.175,0.175,0.175,0.175,0.825,0.028,0.0,16,4,4,2,1000,1000,False
GPX6,0.2033611220342649,0.1580965743152849,0.9069767441860463,0.0930232558139535,0.9069767441860465,0.09302325581395354,0.9069767441860465,0.09302325581395349,0.27906976744186046,0.0,16,4,4,2,1000,1000,False
GRAMD4,-0.120078069005739,0.093292133696654,0.099,0.099,0.099,0.099,0.099,0.901,0.0245,0.0005,16,4,4,2,1000,1000,False
GRAP2,0.2786912665548044,0.1731851760441825,0.9302325581395348,0.0697674418604651,0.9302325581395349,0.06976744186046513,0.9302325581395349,0.06976744186046512,0.3953488372093023,0.11627906976744186,16,4,4,2,1000,1000,False
GRB2,-0.9765469280017496,0.1731226856880308,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.982,16,4,4,2,1000,1000,True
GRB7,-0.1612972114530388,0.1103677539341795,0.071,0.071,0.071,0.071,0.071,0.929,0.1075,0.0005,16,4,4,2,1000,1000,False
GREM2,0.1270042797403306,0.1163401550171712,0.8625,0.1374999999999999,0.8625,0.13749999999999996,0.8625,0.1375,0.064,0.0,16,4,4,2,1000,1000,False
GRHL2,-0.2001035841920302,0.1168374001001227,0.0465116279069767,0.0465116279069767,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.9534883720930233,0.20930232558139536,0.0,16,4,4,2,1000,1000,False
GRHPR,-0.1395054736340167,0.094894804306642,0.068,0.068,0.068,0.068,0.068,0.932,0.047,0.0,16,4,4,2,1000,1000,False
GRIK3,-0.0766544418020419,0.0931734159038544,0.201,0.201,0.201,0.201,0.201,0.799,0.0095,0.0,16,4,4,2,1000,1000,False
GRIP2,-0.1178978765179547,0.0996391344487343,0.1105,0.1105,0.1105,0.1105,0.1105,0.8895,0.038,0.0,16,4,4,2,1000,1000,False
GRIPAP1,0.2970392269472478,0.1001490900060578,1.0,0.0,1.0,0.0,1.0,0.0,0.5116279069767442,0.0,16,4,4,2,1000,1000,False
GRM4,-0.187131720993175,0.1051730751881714,0.034,0.034,0.034,0.034,0.034,0.966,0.14,0.001,16,4,4,2,1000,1000,False
GRTP1,-0.2127413834861459,0.1082388239475481,0.025,0.025,0.025,0.025,0.025,0.975,0.214,0.0035,16,4,4,2,1000,1000,False
GSK3A,0.0916055913684159,0.093347823379918,0.8405,0.1594999999999999,0.8405,0.15949999999999998,0.8405,0.1595,0.0125,0.0,16,4,4,2,1000,1000,False
GSTO2,0.1485734865125029,0.1159215975261492,0.902,0.0979999999999999,0.902,0.09799999999999998,0.902,0.098,0.095,0.002,16,4,4,2,1000,1000,False
GTDC1,-0.073558925665159,0.0916150997796391,0.2075,0.2075,0.2075,0.2075,0.2075,0.7925,0.007,0.0,16,4,4,2,1000,1000,False
GTF2A1,0.2531281889087801,0.1159366582663673,0.984,0.016,0.984,0.016000000000000014,0.984,0.016,0.3465,0.015,16,4,4,2,1000,1000,False
GTF2A2,0.4758609871473442,0.1875539515207449,0.9935,0.0064999999999999,0.9995,0.0004999999999999449,0.9995,0.0005,0.972,0.769,16,4,4,2,1000,1000,True
GTF2B,0.1650434345453844,0.1472804226004145,0.865,0.135,0.865,0.135,0.865,0.135,0.178,0.0125,16,4,4,2,1000,1000,False
GTF2F2,0.0311090027006409,0.1741918344835457,0.571,0.429,0.8915,0.10850000000000004,0.8915,0.1085,0.2205,0.021,16,4,4,2,1000,1000,False
GTF2H1,0.2229054472774219,0.1217375405197399,0.966,0.034,0.966,0.03400000000000003,0.966,0.034,0.2765,0.008,16,4,4,2,1000,1000,False
GTF2I,-0.1141787437406914,0.0897125790055458,0.1065,0.1065,0.1065,0.1065,0.1065,0.8935,0.02,0.0,16,4,4,2,1000,1000,False
GTF3C4,0.1341813134907059,0.0904689116981398,0.932,0.0679999999999999,0.932,0.06799999999999995,0.932,0.068,0.032,0.0,16,4,4,2,1000,1000,False
GUCY2F,0.1337734615885026,0.1075105275838478,0.8975,0.1025,0.8975,0.10250000000000004,0.8975,0.1025,0.0635,0.0,16,4,4,2,1000,1000,False
GXYLT1,-0.116721837402489,0.0975897845695643,0.11,0.11,0.11,0.11,0.11,0.89,0.0275,0.0,16,4,4,2,1000,1000,False
GYLTL1B,-0.1502165907114074,0.1104494247033368,0.082,0.082,0.082,0.082,0.082,0.918,0.0865,0.0005,16,4,4,2,1000,1000,False
GZMK,-0.2324377169835624,0.1057267821834243,0.015,0.015,0.015,0.015,0.015,0.985,0.258,0.007,16,4,4,2,1000,1000,False
H3F3B,-0.5871232982477559,0.1469772506732316,0.0,0.0,0.0,0.0,0.0,1.0,0.9715,0.7145,16,4,4,2,1000,1000,True
HAMP,0.2003768048786715,0.1078104602310078,0.967,0.033,0.967,0.03300000000000003,0.967,0.033,0.169,0.0045,16,4,4,2,1000,1000,False
HAO2,-0.1040202882008131,0.094214911833618,0.138,0.138,0.138,0.138,0.138,0.862,0.0215,0.0,16,4,4,2,1000,1000,False
HARBI1,-0.0867348730963709,0.093604138276778,0.1755,0.1755,0.1755,0.1755,0.1755,0.8245,0.014,0.0,16,4,4,2,1000,1000,False
