gene,beta_mean_nuts,beta_sd_nuts,psp_nuts,lfsr_nuts,psp_draws,lfsr_draws,p_beta_gt_0,p_beta_lt_0,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,n_obs,n_sgrna,n_sample,chains,draws,tune,hit
SMARCA4,0.8921418473934491,0.1624013264012385,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.993,16,4,4,2,1000,1000,True
SMARCB1,2.1447059420032826,0.1735436103298821,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,16,4,4,2,1000,1000,True
SMARCC1,0.4231410529391694,0.1815181134601101,0.99,0.01,1.0,0.0,1.0,0.0,0.9655,0.664,16,4,4,2,1000,1000,True
SMARCC2,0.1847057867043036,0.1041967318411499,0.964,0.036,0.964,0.03600000000000003,0.964,0.036,0.125,0.0045,16,4,4,2,1000,1000,False
SMARCD1,0.367317898134364,0.1537024697120333,0.9895,0.0104999999999999,0.9895,0.010499999999999954,0.9895,0.0105,0.679,0.196,16,4,4,2,1000,1000,False
SMARCD2,0.2640647899596886,0.1735204558035014,0.935,0.0649999999999999,0.9955,0.0044999999999999485,0.9955,0.0045,0.7785,0.2965,16,4,4,2,1000,1000,False
SMARCE1,0.8946493628311493,0.1979461550490019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9985,16,4,4,2,1000,1000,True
SMC2,-0.162727477181566,0.1166354061133826,0.084,0.084,0.084,0.084,0.084,0.916,0.1215,0.0035,16,4,4,2,1000,1000,False
SMC6,-0.1090501063374861,0.1058049057408244,0.1475,0.1475,0.1475,0.1475,0.1475,0.8525,0.0385,0.0,16,4,4,2,1000,1000,False
SMCHD1,0.1929465993791276,0.149011707789023,0.9055,0.0945,0.9055,0.09450000000000003,0.9055,0.0945,0.236,0.0205,16,4,4,2,1000,1000,False
SMDT1,-0.0776052615690519,0.1005029235012321,0.2245,0.2245,0.2245,0.2245,0.2245,0.7755,0.0155,0.0,16,4,4,2,1000,1000,False
SMIM1,-0.0691557297333842,0.0996902544668144,0.255,0.255,0.255,0.255,0.255,0.745,0.0095,0.0,16,4,4,2,1000,1000,False
SMIM12,-0.1489256188880914,0.1134337148742709,0.0885,0.0885,0.0885,0.0885,0.0885,0.9115,0.0965,0.001,16,4,4,2,1000,1000,False
SMIM20,-0.0984373414020994,0.0961368577617386,0.1545,0.1545,0.1545,0.1545,0.1545,0.8455,0.0165,0.0,16,4,4,2,1000,1000,False
SMNDC1,0.2202266563526439,0.1444358882785107,0.9395,0.0605,0.9395,0.0605,0.9395,0.0605,0.28,0.028,16,4,4,2,1000,1000,False
SMO,0.1160361292272827,0.0974846403217064,0.8835,0.1165,0.8835,0.11650000000000005,0.8835,0.1165,0.03,0.0,16,4,4,2,1000,1000,False
SMUG1,0.207171652530905,0.1127129559190735,0.967,0.033,0.967,0.03300000000000003,0.967,0.033,0.1935,0.008,16,4,4,2,1000,1000,False
SMYD3,-0.2067732169115972,0.1233031029994749,0.0455,0.0455,0.0455,0.0455,0.0455,0.9545,0.2275,0.0055,16,4,4,2,1000,1000,False
SNAPC1,0.324573606900401,0.1739053281242317,1.0,0.0,1.0,0.0,1.0,0.0,0.5348837209302325,0.23255813953488372,16,4,4,2,1000,1000,False
SNAPC3,0.180728560938832,0.1531303852630118,0.8795,0.1205,0.8795,0.12050000000000005,0.8795,0.1205,0.217,0.019,16,4,4,2,1000,1000,False
SNAPIN,0.1693416733917397,0.1182387253727408,0.9245,0.0755,0.9245,0.07550000000000001,0.9245,0.0755,0.1305,0.003,16,4,4,2,1000,1000,False
SNCB,-0.0954354021678644,0.1004295529066563,0.181,0.181,0.181,0.181,0.181,0.819,0.016,0.0005,16,4,4,2,1000,1000,False
SNIP1,-0.1343896042193337,0.0987099675607785,0.0835,0.0835,0.0835,0.0835,0.0835,0.9165,0.043,0.0,16,4,4,2,1000,1000,False
SNRNP200,-0.1646372995378132,0.1073008133233518,0.064,0.064,0.064,0.064,0.064,0.936,0.1045,0.0,16,4,4,2,1000,1000,False
SNRNP70,0.1547372565173658,0.1550557628438802,0.844,0.156,0.844,0.15600000000000003,0.844,0.156,0.175,0.011,16,4,4,2,1000,1000,False
SNRPC,0.205240098528433,0.1205772763763798,0.9575,0.0424999999999999,0.9575,0.04249999999999998,0.9575,0.0425,0.215,0.0075,16,4,4,2,1000,1000,False
SNRPD1,0.3809353566471201,0.1172908335847311,1.0,0.0,1.0,0.0,1.0,0.0,0.7505,0.1555,16,4,4,2,1000,1000,False
SNX13,-0.2601831639188097,0.0877140258535513,0.0232558139534883,0.0232558139534883,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.9767441860465116,0.3488372093023256,0.0,16,4,4,2,1000,1000,False
SNX16,-0.0536210084772436,0.0907611003639539,0.2835,0.2835,0.2835,0.2835,0.2835,0.7165,0.0025,0.0,16,4,4,2,1000,1000,False
SOCS1,0.1869032323346651,0.1508671992054602,0.902,0.0979999999999999,0.902,0.09799999999999998,0.902,0.098,0.221,0.018,16,4,4,2,1000,1000,False
SOCS2,0.1720369606148222,0.0981787059079897,0.9625,0.0374999999999999,0.9625,0.03749999999999998,0.9625,0.0375,0.099,0.002,16,4,4,2,1000,1000,False
SOCS5,-0.103899983561562,0.1002669679791891,0.1435,0.1435,0.1435,0.1435,0.1435,0.8565,0.0235,0.0,16,4,4,2,1000,1000,False
SORCS2,-0.1981162194323233,0.0883804617368738,0.0,0.0,0.0,0.0,0.0,1.0,0.13953488372093023,0.0,16,4,4,2,1000,1000,False
SOX1,0.1693748016840367,0.1092161510960802,0.9534883720930232,0.0465116279069767,0.9534883720930233,0.046511627906976716,0.9534883720930233,0.046511627906976744,0.11627906976744186,0.0,16,4,4,2,1000,1000,False
SOX10,-0.0381382501996626,0.0915238182373826,0.3445,0.3445,0.3445,0.3445,0.3445,0.6555,0.003,0.0,16,4,4,2,1000,1000,False
SOX4,-0.2635638803970099,0.1134256917623735,0.0125,0.0125,0.0125,0.0125,0.0125,0.9875,0.379,0.0215,16,4,4,2,1000,1000,False
SP1,-0.1771229812437199,0.0854598135405273,0.0697674418604651,0.0697674418604651,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.9302325581395349,0.023255813953488372,0.0,16,4,4,2,1000,1000,False
SPANXB1,-0.1071795969138348,0.1103675795083182,0.162,0.162,0.162,0.162,0.162,0.838,0.044,0.0,16,4,4,2,1000,1000,False
SPANXN3,-0.1038359370124765,0.0940178154831637,0.1255,0.1255,0.1255,0.1255,0.1255,0.8745,0.021,0.0,16,4,4,2,1000,1000,False
SPANXN4,-0.1429377725850181,0.1204173950259737,0.115,0.115,0.115,0.115,0.115,0.885,0.1015,0.0015,16,4,4,2,1000,1000,False
SPANXN5,-0.0471352755016614,0.0905913871194779,0.3045,0.3045,0.3045,0.3045,0.3045,0.6955,0.0025,0.0,16,4,4,2,1000,1000,False
SPARCL1,0.179692797047508,0.1083677693228442,0.955,0.045,0.955,0.04500000000000004,0.955,0.045,0.1385,0.001,16,4,4,2,1000,1000,False
SPATA19,-0.1532746542044726,0.1139602020752806,0.0915,0.0915,0.0915,0.0915,0.0915,0.9085,0.0985,0.0005,16,4,4,2,1000,1000,False
SPATA2,-0.1943162204653349,0.0959337075521599,0.0,0.0,0.0,0.0,0.0,1.0,0.13953488372093023,0.0,16,4,4,2,1000,1000,False
SPATA25,0.1588876135887455,0.1023519145826196,0.9415,0.0584999999999999,0.9415,0.058499999999999996,0.9415,0.0585,0.0875,0.0005,16,4,4,2,1000,1000,False
SPATA31A3,0.1096829531965253,0.0914995307032295,0.8815,0.1185,0.8815,0.11850000000000005,0.8815,0.1185,0.017,0.0,16,4,4,2,1000,1000,False
SPATA31C1,-0.2518725031961612,0.1390284916478107,0.0465116279069767,0.0465116279069767,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.9534883720930233,0.32558139534883723,0.023255813953488372,16,4,4,2,1000,1000,False
SPATA33,0.193778601785152,0.1194552004555937,0.9435,0.0564999999999999,0.9435,0.056499999999999995,0.9435,0.0565,0.1805,0.004,16,4,4,2,1000,1000,False
SPATA9,-0.0978425240774446,0.0918752744067924,0.1405,0.1405,0.1405,0.1405,0.1405,0.8595,0.0125,0.0,16,4,4,2,1000,1000,False
SPCS1,0.1598872684733364,0.1011028336031782,0.943,0.057,0.943,0.05700000000000005,0.943,0.057,0.0865,0.0,16,4,4,2,1000,1000,False
SPCS2,0.1063931784327611,0.1428108352282117,0.763,0.237,0.763,0.237,0.763,0.237,0.0935,0.0025,16,4,4,2,1000,1000,False
SPDYE3,-0.2521420062431946,0.1001101439512072,0.0,0.0,0.0,0.0,0.0,1.0,0.3488372093023256,0.0,16,4,4,2,1000,1000,False
SPG20,0.1112400213916611,0.1035624925956826,0.853,0.147,0.853,0.14700000000000002,0.853,0.147,0.033,0.0,16,4,4,2,1000,1000,False
SPG21,-0.1119203432621991,0.0915305797258663,0.101,0.101,0.101,0.101,0.101,0.899,0.026,0.0,16,4,4,2,1000,1000,False
SPHK2,0.1172727461621018,0.098282129031967,0.8815,0.1185,0.8815,0.11850000000000005,0.8815,0.1185,0.0335,0.0,16,4,4,2,1000,1000,False
SPHKAP,-0.2360769730182958,0.1123461051848736,0.0232558139534883,0.0232558139534883,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.9767441860465116,0.3023255813953488,0.0,16,4,4,2,1000,1000,False
SPIN1,0.1159246154264129,0.1106930432830604,0.8535,0.1464999999999999,0.8535,0.14649999999999996,0.8535,0.1465,0.053,0.0,16,4,4,2,1000,1000,False
SPINK1,-0.103423749669563,0.1163195296696415,0.1795,0.1795,0.1795,0.1795,0.1795,0.8205,0.0445,0.0,16,4,4,2,1000,1000,False
SPINK6,0.1360237032647631,0.0911005539697777,0.928,0.0719999999999999,0.928,0.07199999999999995,0.928,0.072,0.032,0.0,16,4,4,2,1000,1000,False
SPINK7,-0.0832333258966957,0.0918211556364323,0.1875,0.1875,0.1875,0.1875,0.1875,0.8125,0.0085,0.0,16,4,4,2,1000,1000,False
SPINK8,0.1229219211976375,0.1086215254200228,0.884,0.1159999999999999,0.884,0.11599999999999999,0.884,0.116,0.0525,0.0005,16,4,4,2,1000,1000,False
SPOCK3,0.2191142576014965,0.1032266219018668,0.9785,0.0214999999999999,0.9785,0.021499999999999964,0.9785,0.0215,0.2125,0.002,16,4,4,2,1000,1000,False
SPOP,-0.972212643023055,0.1822007707330392,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.976,16,4,4,2,1000,1000,True
SPPL2B,0.1628837225187116,0.1159608116033897,0.9215,0.0785,0.9215,0.07850000000000001,0.9215,0.0785,0.114,0.003,16,4,4,2,1000,1000,False
SPTBN1,-0.2590763005231488,0.119189632866065,0.0,0.0,0.0,0.0,0.0,1.0,0.4186046511627907,0.0,16,4,4,2,1000,1000,False
SPTBN4,0.1674714276584029,0.122250795022809,0.9095,0.0905,0.9095,0.09050000000000002,0.9095,0.0905,0.1495,0.0005,16,4,4,2,1000,1000,False
SPTSSA,-0.2668557925719271,0.1263472905218593,0.0,0.0,0.0,0.0,0.0,1.0,0.4186046511627907,0.023255813953488372,16,4,4,2,1000,1000,False
SPTSSB,-0.1456569254063765,0.0996100451386981,0.0665,0.0665,0.0665,0.0665,0.0665,0.9335,0.061,0.0,16,4,4,2,1000,1000,False
SPTY2D1,-0.4679061425655154,0.149976067666763,0.0,0.0,0.0,0.0,0.0,1.0,0.8625,0.4195,16,4,4,2,1000,1000,True
SQLE,0.1173717756855757,0.1178669521707536,0.8475,0.1524999999999999,0.8475,0.15249999999999997,0.8475,0.1525,0.061,0.001,16,4,4,2,1000,1000,False
SRBD1,-0.0878415311809937,0.0995912916511647,0.194,0.194,0.194,0.194,0.194,0.806,0.013,0.0,16,4,4,2,1000,1000,False
SRC,0.1253399192455776,0.0972759222895336,0.906,0.0939999999999999,0.906,0.09399999999999997,0.906,0.094,0.0395,0.0,16,4,4,2,1000,1000,False
SREBF1,0.1112740485708035,0.0968659757456563,0.877,0.123,0.877,0.123,0.877,0.123,0.0225,0.0,16,4,4,2,1000,1000,False
SRF,-0.1478501008880577,0.1076476895634776,0.087,0.087,0.087,0.087,0.087,0.913,0.074,0.0,16,4,4,2,1000,1000,False
SRP14,0.2418318373908597,0.1041959220363619,0.9895,0.0104999999999999,0.9895,0.010499999999999954,0.9895,0.0105,0.288,0.007,16,4,4,2,1000,1000,False
SRP19,0.2261690299603164,0.1550867377630967,0.929,0.0709999999999999,0.929,0.07099999999999995,0.929,0.071,0.322,0.035,16,4,4,2,1000,1000,False
SRP72,0.1571929543661841,0.0923082247778271,0.953,0.047,0.953,0.04700000000000004,0.953,0.047,0.065,0.0,16,4,4,2,1000,1000,False
SRPRB,0.2769009798355432,0.1193673272493011,0.9925,0.0074999999999999,0.9925,0.007499999999999951,0.9925,0.0075,0.4245,0.032,16,4,4,2,1000,1000,False
SRRD,-0.5019699585523116,0.1448974702417866,0.0005,0.0005,0.0005,0.0005,0.0005,0.9995,0.9205,0.507,16,4,4,2,1000,1000,True
SRRM1,-0.3005246546268836,0.1304057096554979,0.0,0.0,0.0,0.0,0.0,1.0,0.5348837209302325,0.06976744186046512,16,4,4,2,1000,1000,False
SRRM2,-0.1332695028884293,0.0947210447899969,0.0785,0.0785,0.0785,0.0785,0.0785,0.9215,0.0455,0.0,16,4,4,2,1000,1000,False
SRRM4,-0.1112839150890368,0.1101268859190743,0.1565,0.1565,0.1565,0.1565,0.1565,0.8435,0.0385,0.001,16,4,4,2,1000,1000,False
SRRT,0.3617700550732831,0.1533766741319953,0.9905,0.0094999999999999,0.9905,0.009499999999999953,0.9905,0.0095,0.651,0.203,16,4,4,2,1000,1000,False
SRSF4,0.1588890083073271,0.102622444306265,0.9405,0.0595,0.9405,0.0595,0.9405,0.0595,0.0855,0.0005,16,4,4,2,1000,1000,False
SRSF5,-0.9042906602979202,0.1678546998075227,0.0,0.0,0.0,0.0,0.0,1.0,0.999,0.9475,16,4,4,2,1000,1000,True
SRSF9,0.2011525631110875,0.1101081127753002,0.9705,0.0294999999999999,0.9705,0.02949999999999997,0.9705,0.0295,0.1945,0.002,16,4,4,2,1000,1000,False
SS18,-0.2743583634235536,0.1189592956616711,0.0135,0.0135,0.0135,0.0135,0.0135,0.9865,0.409,0.0315,16,4,4,2,1000,1000,False
SS18L2,0.339295947715136,0.1307598565909867,1.0,0.0,1.0,0.0,1.0,0.0,0.627906976744186,0.09302325581395349,16,4,4,2,1000,1000,False
SSBP4,0.1170070112307255,0.0927022547152657,0.902,0.0979999999999999,0.902,0.09799999999999998,0.902,0.098,0.0225,0.0,16,4,4,2,1000,1000,False
SSC5D,-0.1477371484624045,0.1145549561903334,0.1015,0.1015,0.1015,0.1015,0.1015,0.8985,0.089,0.0005,16,4,4,2,1000,1000,False
SSH1,-0.1277726946354121,0.1066960314659042,0.112,0.112,0.112,0.112,0.112,0.888,0.0545,0.0005,16,4,4,2,1000,1000,False
SSH2,-0.2020983606434445,0.1090091281346219,0.034,0.034,0.034,0.034,0.034,0.966,0.1875,0.0045,16,4,4,2,1000,1000,False
SSRP1,0.1548465799643376,0.1565653491972448,0.845,0.155,0.845,0.15500000000000003,0.845,0.155,0.186,0.017,16,4,4,2,1000,1000,False
SSX2IP,0.127408214160411,0.1043488421045565,0.885,0.1149999999999999,0.885,0.11499999999999999,0.885,0.115,0.0495,0.0,16,4,4,2,1000,1000,False
SSX4,0.0965249509169675,0.1059752782372419,0.8115,0.1885,0.8115,0.1885,0.8115,0.1885,0.029,0.0,16,4,4,2,1000,1000,False
ST3GAL3,-0.1080761340456216,0.1029281627232471,0.1405,0.1405,0.1405,0.1405,0.1405,0.8595,0.032,0.0,16,4,4,2,1000,1000,False
STAM,-0.1794143111783288,0.10883662158521,0.0555,0.0555,0.0555,0.0555,0.0555,0.9445,0.1305,0.0015,16,4,4,2,1000,1000,False
STAM2,-0.1470168669457053,0.1081733524437263,0.085,0.085,0.085,0.085,0.085,0.915,0.081,0.0,16,4,4,2,1000,1000,False
STARD10,-0.0712411736334805,0.093302834523304,0.222,0.222,0.222,0.222,0.222,0.778,0.01,0.0,16,4,4,2,1000,1000,False
STAT2,-0.1637712649710338,0.1115265417962262,0.0705,0.0705,0.0705,0.0705,0.0705,0.9295,0.105,0.0015,16,4,4,2,1000,1000,False
STAT3,-0.1089925235923995,0.0896871102852262,0.1,0.1,0.1,0.1,0.1,0.9,0.0185,0.0,16,4,4,2,1000,1000,False
STAT4,-0.1455373958593494,0.1063282095741233,0.0885,0.0885,0.0885,0.0885,0.0885,0.9115,0.0705,0.0005,16,4,4,2,1000,1000,False
STAT5A,0.5912257996463286,0.1740872979864362,0.9995,0.0004999999999999,1.0,0.0,1.0,0.0,0.9965,0.9395,16,4,4,2,1000,1000,True
STAT5B,1.1949134071304668,0.1816772261045077,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,16,4,4,2,1000,1000,True
STAT6,-0.0395676966853469,0.0943236963756641,0.331,0.331,0.331,0.331,0.331,0.669,0.0,0.0,16,4,4,2,1000,1000,False
STAU2,0.1256235666937411,0.100020409509442,0.8945,0.1055,0.8945,0.10550000000000004,0.8945,0.1055,0.039,0.0,16,4,4,2,1000,1000,False
STIM1,0.2900952765924818,0.1194772830310403,0.992,0.008,0.992,0.008000000000000007,0.992,0.008,0.4675,0.043,16,4,4,2,1000,1000,False
STIM2,0.1695819451263048,0.1089115266392942,0.939,0.061,0.939,0.061000000000000054,0.939,0.061,0.1145,0.0,16,4,4,2,1000,1000,False
STIP1,-0.6181527664990485,0.1525468250885464,0.0,0.0,0.0,0.0,0.0,1.0,0.981,0.7835,16,4,4,2,1000,1000,True
STK11,-1.088140844171716,0.1707034314842107,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.993,16,4,4,2,1000,1000,True
STK4,-0.2592571221583039,0.1079113543882313,0.0,0.0,0.0,0.0,0.0,1.0,0.27906976744186046,0.023255813953488372,16,4,4,2,1000,1000,False
STK40,0.1592639794493206,0.1116470059849606,0.9175,0.0825,0.9175,0.08250000000000002,0.9175,0.0825,0.1035,0.0005,16,4,4,2,1000,1000,False
STOML1,-0.1555934260393688,0.1091275880271478,0.079,0.079,0.079,0.079,0.079,0.921,0.089,0.0005,16,4,4,2,1000,1000,False
STPG1,-0.1679249900531215,0.1064921196633008,0.0545,0.0545,0.0545,0.0545,0.0545,0.9455,0.1085,0.0,16,4,4,2,1000,1000,False
STRA13,-0.1227013150747014,0.1009989170182938,0.118,0.118,0.118,0.118,0.118,0.882,0.0335,0.001,16,4,4,2,1000,1000,False
STRADA,-0.1848399986140028,0.1113815482538245,0.0505,0.0505,0.0505,0.0505,0.0505,0.9495,0.156,0.0025,16,4,4,2,1000,1000,False
STRN,-0.0844268458507429,0.0978190790697301,0.193,0.193,0.193,0.193,0.193,0.807,0.0155,0.0,16,4,4,2,1000,1000,False
STT3B,0.0629850851358865,0.1713312183357558,0.6355,0.3645,0.9195,0.08050000000000002,0.9195,0.0805,0.285,0.031,16,4,4,2,1000,1000,False
STUB1,0.2207128096240432,0.1463690233327333,0.934,0.0659999999999999,0.934,0.06599999999999995,0.934,0.066,0.2905,0.028,16,4,4,2,1000,1000,False
STX16,-0.2384080535395144,0.0943443232519845,0.0232558139534883,0.0232558139534883,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.9767441860465116,0.18604651162790697,0.023255813953488372,16,4,4,2,1000,1000,False
STX3,-0.0838590996601924,0.0944170622240965,0.197,0.197,0.197,0.197,0.197,0.803,0.0095,0.0,16,4,4,2,1000,1000,False
STXBP4,-0.1036684835441125,0.097752401464459,0.1405,0.1405,0.1405,0.1405,0.1405,0.8595,0.026,0.0,16,4,4,2,1000,1000,False
SUCO,0.1338729776452385,0.1180613507763368,0.8715,0.1284999999999999,0.8715,0.12849999999999995,0.8715,0.1285,0.086,0.0005,16,4,4,2,1000,1000,False
SUDS3,0.2951934349333773,0.1125195347202777,1.0,0.0,1.0,0.0,1.0,0.0,0.4186046511627907,0.023255813953488372,16,4,4,2,1000,1000,False
SULT1A1,0.0777172863043512,0.0968468376475729,0.792,0.2079999999999999,0.792,0.20799999999999996,0.792,0.208,0.014,0.0,16,4,4,2,1000,1000,False
SULT1B1,-0.2025661970601594,0.1178222976270849,0.043,0.043,0.043,0.043,0.043,0.957,0.206,0.006,16,4,4,2,1000,1000,False
SUPT16H,0.1428102366569487,0.1016368249349245,0.9185,0.0815,0.9185,0.08150000000000002,0.9185,0.0815,0.0625,0.0,16,4,4,2,1000,1000,False
SUPT20H,0.2209978599795067,0.116773935850452,0.9745,0.0254999999999999,0.9745,0.025499999999999967,0.9745,0.0255,0.2445,0.009,16,4,4,2,1000,1000,False
SUPT3H,-0.1044197906786806,0.1144138352663546,0.176,0.176,0.176,0.176,0.176,0.824,0.043,0.001,16,4,4,2,1000,1000,False
SUPT5H,0.2029291188723222,0.1460984125545156,0.9245,0.0755,0.9245,0.07550000000000001,0.9245,0.0755,0.253,0.0245,16,4,4,2,1000,1000,False
SURF4,0.20696449464223,0.1043749421828552,0.975,0.025,0.975,0.025000000000000022,0.975,0.025,0.1745,0.003,16,4,4,2,1000,1000,False
SUSD4,-0.1501393118169141,0.1019365859143346,0.0675,0.0675,0.0675,0.0675,0.0675,0.9325,0.0705,0.0005,16,4,4,2,1000,1000,False
SUV39H1,0.1221342802983943,0.1497738007992874,0.7895,0.2105,0.7895,0.21050000000000002,0.7895,0.2105,0.1135,0.0055,16,4,4,2,1000,1000,False
SUV420H1,0.2098565292871238,0.1816626905986206,0.871,0.129,0.9885,0.011499999999999955,0.9885,0.0115,0.6675,0.1745,16,4,4,2,1000,1000,False
SUZ12,-0.207166315236462,0.1093061920140609,0.035,0.035,0.035,0.035,0.035,0.965,0.2025,0.002,16,4,4,2,1000,1000,False
SYCE2,-0.1653082071991485,0.1052593334083807,0.0595,0.0595,0.0595,0.0595,0.0595,0.9405,0.097,0.0015,16,4,4,2,1000,1000,False
SYF2,0.1760176982551065,0.1142290642372217,0.939,0.061,0.939,0.061000000000000054,0.939,0.061,0.1365,0.002,16,4,4,2,1000,1000,False
SYMPK,0.247449747726318,0.1750876515883675,0.9205,0.0795,0.9935,0.00649999999999995,0.9935,0.0065,0.74,0.249,16,4,4,2,1000,1000,False
SYNCRIP,-0.7082331050825995,0.1512464020951175,0.0,0.0,0.0,0.0,0.0,1.0,0.997,0.9135,16,4,4,2,1000,1000,True
SYNGR1,-0.1140604503008749,0.0857536306264808,0.094,0.094,0.094,0.094,0.094,0.906,0.0215,0.0,16,4,4,2,1000,1000,False
SYNGR3,-0.167483743606961,0.1090003967406584,0.059,0.059,0.059,0.059,0.059,0.941,0.106,0.001,16,4,4,2,1000,1000,False
SYNJ1,0.2156620717259782,0.1103698837354717,0.974,0.026,0.974,0.026000000000000023,0.974,0.026,0.2215,0.0045,16,4,4,2,1000,1000,False
SYNPO2,-0.0503501520233984,0.1108179813181624,0.3125,0.3125,0.3125,0.3125,0.3125,0.6875,0.0175,0.0,16,4,4,2,1000,1000,False
SYS1,0.2300193373275457,0.1218099885540471,0.9715,0.0284999999999999,0.9715,0.02849999999999997,0.9715,0.0285,0.2835,0.016,16,4,4,2,1000,1000,False
SYT2,-0.092358111100232,0.1038901972247779,0.2005,0.2005,0.2005,0.2005,0.2005,0.7995,0.022,0.0,16,4,4,2,1000,1000,False
SYT7,-0.2630307859501992,0.096385007374338,0.0232558139534883,0.0232558139534883,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.9767441860465116,0.46511627906976744,0.0,16,4,4,2,1000,1000,False
SYT8,-0.1835674369269004,0.1018306558148969,0.0365,0.0365,0.0365,0.0365,0.0365,0.9635,0.127,0.001,16,4,4,2,1000,1000,False
SYTL1,-0.0749582879682474,0.092536052949905,0.22,0.22,0.22,0.22,0.22,0.78,0.009,0.0,16,4,4,2,1000,1000,False
SYVN1,0.032371957067809,0.1796963252477443,0.571,0.429,0.906,0.09399999999999997,0.906,0.094,0.2475,0.023,16,4,4,2,1000,1000,False
TAC1,-0.1023589525222803,0.11701877675836,0.1955,0.1955,0.1955,0.1955,0.1955,0.8045,0.045,0.0,16,4,4,2,1000,1000,False
TACC2,0.0971411538628559,0.1042975983559006,0.8255,0.1745,0.8255,0.1745,0.8255,0.1745,0.025,0.0,16,4,4,2,1000,1000,False
TACO1,0.0826004716672856,0.1008554235584032,0.7915,0.2085,0.7915,0.20850000000000002,0.7915,0.2085,0.0195,0.0,16,4,4,2,1000,1000,False
TADA1,0.4989871178774493,0.1515385531482264,0.9995,0.0004999999999999,0.9995,0.0004999999999999449,0.9995,0.0005,0.906,0.5045,16,4,4,2,1000,1000,True
TADA2B,0.2089971832931331,0.1089248067465026,0.9735,0.0264999999999999,0.9735,0.026499999999999968,0.9735,0.0265,0.204,0.002,16,4,4,2,1000,1000,False
TAF1,0.3829413585976773,0.1457201312871225,0.9965,0.0034999999999999,0.9965,0.0034999999999999476,0.9965,0.0035,0.7155,0.219,16,4,4,2,1000,1000,False
TAF10,0.2996553862533,0.116416101722275,0.996,0.004,0.996,0.0040000000000000036,0.996,0.004,0.498,0.0465,16,4,4,2,1000,1000,False
TAF11,0.0941171197230563,0.1037216334525379,0.8145,0.1855,0.8145,0.1855,0.8145,0.1855,0.021,0.0,16,4,4,2,1000,1000,False
TAF12,0.4155995781701405,0.185404100528536,0.9875,0.0124999999999999,1.0,0.0,1.0,0.0,0.956,0.6635,16,4,4,2,1000,1000,True
TAF2,0.5308188123310347,0.1781360390856262,0.9985,0.0014999999999999,1.0,0.0,1.0,0.0,0.995,0.8825,16,4,4,2,1000,1000,True
TAF5,0.261465473923649,0.1834017710175248,0.9205,0.0795,0.997,0.0030000000000000027,0.997,0.003,0.7875,0.303,16,4,4,2,1000,1000,False
TAF6,0.8030500743165087,0.1845577622561695,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9975,16,4,4,2,1000,1000,True
TAF6L,0.2252908817557441,0.1713586530922656,0.907,0.0929999999999999,0.993,0.007000000000000006,0.993,0.007,0.6965,0.226,16,4,4,2,1000,1000,False
TAF7L,-0.2603535213233001,0.098121915575643,0.0,0.0,0.0,0.0,0.0,1.0,0.3488372093023256,0.023255813953488372,16,4,4,2,1000,1000,False
TAF8,0.4877925223450016,0.1484620517422228,0.9995,0.0004999999999999,0.9995,0.0004999999999999449,0.9995,0.0005,0.8975,0.4605,16,4,4,2,1000,1000,True
TAF9,0.1889392911520555,0.1097563059486456,0.961,0.039,0.961,0.039000000000000035,0.961,0.039,0.1605,0.0025,16,4,4,2,1000,1000,False
TAL2,0.16554964509435,0.1100015548282619,0.9355,0.0645,0.9355,0.0645,0.9355,0.0645,0.1085,0.001,16,4,4,2,1000,1000,False
TANGO6,0.287049592201548,0.1809049160372531,0.942,0.058,0.996,0.0040000000000000036,0.996,0.004,0.8425,0.3585,16,4,4,2,1000,1000,False
TAOK1,0.1104514123297864,0.0929763498784106,0.8835,0.1165,0.8835,0.11650000000000005,0.8835,0.1165,0.0195,0.0,16,4,4,2,1000,1000,False
TAOK3,-0.1784683170752161,0.1155538562918357,0.056,0.056,0.056,0.056,0.056,0.944,0.148,0.0035,16,4,4,2,1000,1000,False
TARDBP,-0.9123492627194172,0.1808111689705131,0.0,0.0,0.0,0.0,0.0,1.0,0.9975,0.9455,16,4,4,2,1000,1000,True
TARS,0.1058505637586499,0.0947057328181229,0.87,0.13,0.87,0.13,0.87,0.13,0.0225,0.0,16,4,4,2,1000,1000,False
TARS2,0.1740128957880503,0.1191082441096621,0.922,0.0779999999999999,0.922,0.07799999999999996,0.922,0.078,0.1415,0.003,16,4,4,2,1000,1000,False
