gene,beta_mean,beta_sd,psp,lfsr,tau_beta_mean,tau_u_mean,phi_mean,n_obs,n_sgrna,n_sample,batch_size,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,p_beta_gt_0,p_beta_lt_0,psp_draws,lfsr_draws,hit
TACC1,-0.0744540501821239,0.3183174748022934,0.405,0.405,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.369,0.129,0.405,0.595,0.405,0.405,False
TBC1D22B,-0.0605148954871519,0.3417529808639013,0.406,0.406,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.378,0.158,0.406,0.594,0.406,0.406,False
TBC1D26,0.0012864070319464,0.3159120665464104,0.486,0.486,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.346,0.103,0.486,0.514,0.486,0.486,False
TBX10,-0.0286125424864409,0.3139563262281518,0.481,0.481,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.337,0.116,0.481,0.519,0.481,0.481,False
TCEB3B,0.0272699154903626,0.3260695647967655,0.533,0.4669999999999999,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.362,0.11,0.533,0.467,0.533,0.46699999999999997,False
TCP10L2,0.0197935103472013,0.3373663577650851,0.523,0.477,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.394,0.142,0.523,0.477,0.523,0.477,False
TCTEX1D2,-0.0711617358809319,0.3244288276866472,0.417,0.417,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.371,0.121,0.417,0.583,0.417,0.417,False
TDRD6,-0.0452106019762384,0.3293444504158421,0.429,0.429,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.367,0.132,0.429,0.571,0.429,0.429,False
TEX28,-0.0320996135534879,0.334315145762151,0.443,0.443,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.366,0.122,0.443,0.557,0.443,0.443,False
TFE3,-0.0304209696958359,0.3208196705471511,0.461,0.461,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.342,0.123,0.461,0.539,0.461,0.461,False
TFEB,0.0237510012658912,0.3146930689641299,0.521,0.479,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.345,0.112,0.521,0.479,0.521,0.479,False
THUMPD2,0.0062746102052609,0.3357599351056778,0.511,0.489,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.367,0.14,0.511,0.489,0.511,0.489,False
TIGD6,-0.0432224908695215,0.3202692868407757,0.434,0.434,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.364,0.124,0.434,0.566,0.434,0.434,False
TJP1,-0.0307097283122389,0.3211382352386068,0.453,0.453,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.376,0.107,0.453,0.547,0.453,0.453,False
TMEM104,0.018934403006663,0.3435480298240014,0.525,0.475,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.376,0.15,0.525,0.475,0.525,0.475,False
TMEM143,0.0815789799461632,0.3320830511278446,0.599,0.401,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.375,0.149,0.599,0.401,0.599,0.401,False
TMEM14B,0.068678592920076,0.3317648455190099,0.589,0.411,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.386,0.127,0.589,0.411,0.589,0.41100000000000003,False
TMEM158,0.0009784074746395,0.3213647454031491,0.5,0.5,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.344,0.12,0.5,0.5,0.5,0.5,False
TMEM170A,-0.0571346474740876,0.3204470765157947,0.42,0.42,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.357,0.126,0.42,0.58,0.42,0.42,False
TMEM183B,-0.0849151842481429,0.3197227222642138,0.385,0.385,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.359,0.126,0.385,0.615,0.385,0.385,False
TMEM194A,-0.1019874088622184,0.3375219434582946,0.392,0.392,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.386,0.165,0.392,0.608,0.392,0.392,False
TMEM2,0.0246583975288379,0.3287583457138066,0.54,0.4599999999999999,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.366,0.129,0.54,0.46,0.54,0.45999999999999996,False
TMEM225,0.1266492221662534,0.3297217593186012,0.638,0.362,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.398,0.152,0.638,0.362,0.638,0.362,False
TMOD2,-0.0563384102995502,0.3148503047270264,0.434,0.434,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.348,0.119,0.434,0.566,0.434,0.434,False
TNFAIP8L2-SCNM1,-0.0450427824302099,0.3269039454346956,0.408,0.408,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.358,0.136,0.408,0.592,0.408,0.408,False
TNFSF12-TNFSF13,0.0640209272752986,0.3349927585114633,0.573,0.427,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.367,0.142,0.573,0.427,0.573,0.42700000000000005,False
TNFSF4,-0.0731354412834413,0.3318988259489523,0.414,0.414,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.375,0.143,0.414,0.586,0.414,0.414,False
TNIK,0.0783289833181036,0.315906344784555,0.599,0.401,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.368,0.12,0.599,0.401,0.599,0.401,False
TOMM34,-0.1379474890958731,0.3420050405675249,0.342,0.342,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.423,0.184,0.342,0.658,0.342,0.342,False
TONSL,-0.0508595333369361,0.3035615786403318,0.438,0.438,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.349,0.099,0.438,0.562,0.438,0.438,False
TP53AIP1,0.0640709825228291,0.336746102082984,0.585,0.415,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.374,0.14,0.585,0.415,0.585,0.41500000000000004,False
TPCN2,0.0610713508564588,0.3165780486590021,0.583,0.417,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.35,0.124,0.583,0.417,0.583,0.41700000000000004,False
TRIM37,0.0559126004072505,0.3490860971607888,0.556,0.4439999999999999,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.39,0.147,0.556,0.444,0.556,0.44399999999999995,False
TRIM64,0.0627555359212783,0.33258166212442,0.568,0.432,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.377,0.141,0.568,0.432,0.568,0.43200000000000005,False
TRPC7,0.0571578919593432,0.3294560898579265,0.569,0.431,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.39,0.145,0.569,0.431,0.569,0.43100000000000005,False
TTC23L,-0.0368374165241804,0.3421567839822919,0.471,0.471,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.401,0.155,0.471,0.529,0.471,0.471,False
TTC9B,-0.0978630881452638,0.320234485544966,0.38,0.38,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.382,0.134,0.38,0.62,0.38,0.38,False
TTLL5,-0.0350083911056451,0.3287394644796796,0.452,0.452,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.358,0.136,0.452,0.548,0.452,0.452,False
TUBA3C,0.075866732237194,0.3356691364532523,0.584,0.416,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.375,0.131,0.584,0.416,0.584,0.41600000000000004,False
TUBB3,-0.1035177673331141,0.3334302081634578,0.396,0.396,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.395,0.164,0.396,0.604,0.396,0.396,False
TUFT1,-0.0195413575793734,0.3188131517467,0.485,0.485,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.35,0.118,0.485,0.515,0.485,0.485,False
TXLNG,0.0473295958639464,0.3177907427780135,0.557,0.4429999999999999,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.351,0.118,0.557,0.443,0.557,0.44299999999999995,False
TXNDC16,-0.0399153037001521,0.3348235789073412,0.453,0.453,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.375,0.136,0.453,0.547,0.453,0.453,False
TYMP,-0.0546938012129671,0.3354862673660209,0.418,0.418,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.396,0.138,0.418,0.582,0.418,0.418,False
UBASH3B,-0.1083106268673984,0.3316835872667062,0.364,0.364,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.41,0.159,0.364,0.636,0.364,0.364,False
UBE2G2,0.0595634780465647,0.3206777235201268,0.564,0.436,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.353,0.127,0.564,0.436,0.564,0.43600000000000005,False
UBXN2A,0.0557169092525948,0.3245769630100226,0.55,0.4499999999999999,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.356,0.122,0.55,0.45,0.55,0.44999999999999996,False
UGT1A4,-0.059466475055133,0.320886456970475,0.448,0.448,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.347,0.126,0.448,0.552,0.448,0.448,False
UGT2B10,0.1043060545341375,0.3247112648874648,0.624,0.376,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.406,0.148,0.624,0.376,0.624,0.376,False
UQCRC1,0.0630581639771244,0.3324041945331267,0.584,0.416,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.379,0.142,0.584,0.416,0.584,0.41600000000000004,False
USP7,0.0078691994751287,0.3220915384903251,0.515,0.485,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.349,0.123,0.515,0.485,0.515,0.485,False
UTRN,-0.0900287657327206,0.3324983170159551,0.376,0.376,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.371,0.153,0.376,0.624,0.376,0.376,False
VPS41,-0.0427968590322434,0.3252792394887983,0.449,0.449,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.38,0.119,0.449,0.551,0.449,0.449,False
VSTM5,0.0220109226050819,0.3195559330691777,0.519,0.481,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.36,0.118,0.519,0.481,0.519,0.481,False
WAPAL,-0.0047999189010278,0.3169904055019256,0.493,0.493,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.352,0.113,0.493,0.507,0.493,0.493,False
WDR33,-0.0123150821138881,0.3299069098849969,0.476,0.476,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.352,0.124,0.476,0.524,0.476,0.476,False
WDR45B,-0.0831766862783201,0.3212785836043312,0.401,0.401,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.353,0.143,0.401,0.599,0.401,0.401,False
XDH,-0.0471610530013391,0.3229856421995314,0.451,0.451,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.376,0.118,0.451,0.549,0.451,0.451,False
ZBED5,-0.101215775784835,0.3264483641013802,0.369,0.369,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.376,0.139,0.369,0.631,0.369,0.369,False
ZBTB8B,-0.0280840446056056,0.3340485259651337,0.455,0.455,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.375,0.139,0.455,0.545,0.455,0.455,False
ZDHHC23,0.0027020286409774,0.3333900103759631,0.509,0.491,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.366,0.135,0.509,0.491,0.509,0.491,False
ZEB2,-0.0008974039224935,0.3155715435077719,0.505,0.495,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.326,0.111,0.505,0.495,0.505,0.495,False
ZFAND4,0.106486426074964,0.3164139795405074,0.626,0.374,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.362,0.123,0.626,0.374,0.626,0.374,False
ZMYM1,-0.0089338060714996,0.3293970771649065,0.482,0.482,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.36,0.134,0.482,0.518,0.482,0.482,False
ZNF138,0.0131297532313352,0.3173337485217478,0.523,0.477,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.356,0.114,0.523,0.477,0.523,0.477,False
ZNF23,-0.0169812821050779,0.3256072725468484,0.47,0.47,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.355,0.119,0.47,0.53,0.47,0.47,False
ZNF319,-0.0743940747217828,0.3311680592060222,0.417,0.417,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.381,0.15,0.417,0.583,0.417,0.417,False
ZNF358,-0.0311383136453111,0.3270554601527999,0.472,0.472,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.376,0.135,0.472,0.528,0.472,0.472,False
ZNF491,0.0494546786516592,0.3167694686536336,0.569,0.431,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.37,0.112,0.569,0.431,0.569,0.43100000000000005,False
ZNF500,-0.0436337273959942,0.319209623712902,0.436,0.436,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.35,0.103,0.436,0.564,0.436,0.436,False
ZNF689,0.0162211112830285,0.3211146901315998,0.511,0.489,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.343,0.124,0.511,0.489,0.511,0.489,False
ZNF749,0.1036315672323286,0.3235898592514446,0.617,0.383,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.373,0.145,0.617,0.383,0.617,0.383,False
ZNF831,0.0187683668151723,0.3234620207007846,0.537,0.4629999999999999,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.379,0.13,0.537,0.463,0.537,0.46299999999999997,False
ZNF846,-0.0712222230479144,0.3403693603738897,0.419,0.419,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.397,0.146,0.419,0.581,0.419,0.419,False
ZNF92,-0.0483694115334706,0.3340443217137253,0.445,0.445,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.384,0.137,0.445,0.555,0.445,0.445,False
ZSCAN30,-0.0609856589704918,0.3160354317384207,0.43,0.43,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.357,0.117,0.43,0.57,0.43,0.43,False
ZYG11B,0.0806787686929454,0.3202546442292169,0.613,0.387,0.4380511600992239,1.5198828566717353,0.3818076473747213,16,4,4,500,0.368,0.128,0.613,0.387,0.613,0.387,False
2023-09-03 00:00:00,-0.0321654340592091,0.325375540978616,0.467,0.467,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.351,0.125,0.467,0.533,0.467,0.467,False
A2ML1,-0.075843691876928,0.3268969604052542,0.411,0.411,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.37,0.138,0.411,0.589,0.411,0.411,False
AASS,-0.0154789909266026,0.3207108863504401,0.483,0.483,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.346,0.123,0.483,0.517,0.483,0.483,False
ABCC5,-0.0456138147950821,0.323904755069117,0.44,0.44,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.36,0.132,0.44,0.56,0.44,0.44,False
ACAA1,0.1060314066630221,0.3286673173814594,0.629,0.371,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.392,0.137,0.629,0.371,0.629,0.371,False
ADD3,-0.0196325495732328,0.3385723544489271,0.487,0.487,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.367,0.146,0.487,0.513,0.487,0.487,False
ADI1,0.0998803093116241,0.3266437653613159,0.627,0.373,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.373,0.143,0.627,0.373,0.627,0.373,False
AGPAT1,0.1050609139321363,0.3263270937309073,0.635,0.365,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.405,0.149,0.635,0.365,0.635,0.365,False
AKIP1,0.0061887052698719,0.3347844280151801,0.503,0.497,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.361,0.125,0.503,0.497,0.503,0.497,False
ANGPTL5,-0.0253745240729336,0.3129062619922789,0.469,0.469,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.348,0.119,0.469,0.531,0.469,0.469,False
ANKRD37,0.0387285669697571,0.3248578660328639,0.541,0.4589999999999999,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.369,0.123,0.541,0.459,0.541,0.45899999999999996,False
ANO5,-0.0181040824582858,0.3239305620337842,0.477,0.477,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.376,0.114,0.477,0.523,0.477,0.477,False
ANO7,-0.0134800701207603,0.3217517390199064,0.481,0.481,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.368,0.116,0.481,0.519,0.481,0.481,False
AP1M2,-0.0772569271535601,0.3373239209394407,0.412,0.412,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.396,0.145,0.412,0.588,0.412,0.412,False
AP4M1,-0.0291955265540942,0.3264290321654641,0.46,0.46,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.339,0.126,0.46,0.54,0.46,0.46,False
APLN,0.0617981649143453,0.3244988759381715,0.579,0.421,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.371,0.121,0.579,0.421,0.579,0.42100000000000004,False
APOBEC3G,-0.0593331275647606,0.3279667214673081,0.435,0.435,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.371,0.136,0.435,0.565,0.435,0.435,False
ARFRP1,0.0353936728297126,0.3293391563142104,0.539,0.4609999999999999,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.358,0.122,0.539,0.461,0.539,0.46099999999999997,False
ARHGAP11A,0.0652106880759471,0.3238744440598538,0.588,0.412,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.358,0.125,0.588,0.412,0.588,0.41200000000000003,False
ATG4A,-0.0089839537948353,0.3232061117931603,0.482,0.482,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.366,0.113,0.482,0.518,0.482,0.482,False
ATP8A2,-0.0255120194424141,0.3251111456205727,0.479,0.479,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.362,0.119,0.479,0.521,0.479,0.479,False
ATP8B1,-0.0798113716601107,0.3278256767357305,0.4,0.4,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.381,0.129,0.4,0.6,0.4,0.4,False
ATXN10,0.1039689349476626,0.3398186437020992,0.613,0.387,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.396,0.163,0.613,0.387,0.613,0.387,False
ATXN3,0.0766820865870948,0.316313845400941,0.606,0.394,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.353,0.117,0.606,0.394,0.606,0.394,False
AURKC,0.0893976451776646,0.3216620510013679,0.612,0.388,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.365,0.137,0.612,0.388,0.612,0.388,False
BAG4,-0.0739880047294279,0.3452739603234133,0.416,0.416,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.394,0.158,0.416,0.584,0.416,0.416,False
BBS9,-0.0068602501030844,0.3308421549267208,0.48,0.48,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.36,0.125,0.48,0.52,0.48,0.48,False
BCAT1,-0.0197474076296205,0.3086783082351843,0.474,0.474,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.333,0.112,0.474,0.526,0.474,0.474,False
BDH2,0.0295907645455324,0.3257404250858903,0.548,0.4519999999999999,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.364,0.125,0.548,0.452,0.548,0.45199999999999996,False
BEND4,0.0585482763793501,0.3177712465218443,0.567,0.433,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.351,0.117,0.567,0.433,0.567,0.43300000000000005,False
BEST1,-0.0359696296153721,0.329865576878728,0.456,0.456,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.39,0.12,0.456,0.544,0.456,0.456,False
BFSP2,0.0874163333631575,0.3120258310890056,0.595,0.405,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.357,0.122,0.595,0.405,0.595,0.405,False
BMP6,-0.070020926107034,0.3214230438542208,0.409,0.409,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.377,0.129,0.409,0.591,0.409,0.409,False
C11orf54,-0.0232369895578128,0.3300631443355468,0.473,0.473,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.362,0.13,0.473,0.527,0.473,0.473,False
C11orf63,0.0022677823821762,0.3251948568275744,0.513,0.487,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.363,0.125,0.513,0.487,0.513,0.487,False
C15orf41,-0.0177406004274011,0.3307428263427139,0.478,0.478,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.369,0.136,0.478,0.522,0.478,0.478,False
C15orf56,-0.0488761240954823,0.3435246755250511,0.427,0.427,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.394,0.154,0.427,0.573,0.427,0.427,False
C17orf98,-0.0917855710731903,0.3472105778672317,0.403,0.403,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.418,0.163,0.403,0.597,0.403,0.403,False
C1orf123,0.0168671985706878,0.32782350464902,0.532,0.4679999999999999,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.364,0.131,0.532,0.468,0.532,0.46799999999999997,False
C1orf64,0.0062050693738318,0.337253830926344,0.515,0.485,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.369,0.139,0.515,0.485,0.515,0.485,False
C1orf94,-0.0394206597960375,0.3254631230262536,0.445,0.445,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.342,0.129,0.445,0.555,0.445,0.445,False
C2orf44,-0.0172899576306205,0.32601317397888,0.486,0.486,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.348,0.122,0.486,0.514,0.486,0.486,False
C2orf50,-0.0791097159780975,0.3317080264259039,0.401,0.401,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.367,0.136,0.401,0.599,0.401,0.401,False
C4orf46,-0.0033836673407881,0.3295221624644088,0.503,0.497,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.377,0.126,0.503,0.497,0.503,0.497,False
C5orf63,-0.0388932217117438,0.3109908638953213,0.454,0.454,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.332,0.11,0.454,0.546,0.454,0.454,False
C6orf223,-0.0023634738652741,0.330113239309865,0.491,0.491,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.361,0.123,0.491,0.509,0.491,0.491,False
CACNG2,-0.0193184392030062,0.318570146591272,0.492,0.492,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.346,0.109,0.492,0.508,0.492,0.492,False
CALB2,0.0402205422364981,0.3196110370523318,0.559,0.4409999999999999,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.358,0.129,0.559,0.441,0.559,0.44099999999999995,False
CARD8,0.0097816324848771,0.326122383475493,0.513,0.487,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.34,0.128,0.513,0.487,0.513,0.487,False
CARD9,0.0132466384234565,0.3209106180383279,0.512,0.488,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.335,0.117,0.512,0.488,0.512,0.488,False
CASKIN2,-0.0035897889889078,0.3313470370065861,0.489,0.489,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.377,0.138,0.489,0.511,0.489,0.489,False
CCBL1,-0.0498531404792643,0.3365116429414716,0.445,0.445,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.384,0.14,0.445,0.555,0.445,0.445,False
CCDC112,-0.0239531281891897,0.3201906231911645,0.472,0.472,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.353,0.12,0.472,0.528,0.472,0.472,False
CCDC158,0.0445609459637064,0.3249222150629143,0.559,0.4409999999999999,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.348,0.129,0.559,0.441,0.559,0.44099999999999995,False
CCDC166,0.0087149382336555,0.3226759605783088,0.506,0.494,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.373,0.119,0.506,0.494,0.506,0.494,False
CCDC169-SOHLH2,0.0507192133299742,0.3302169366561416,0.55,0.4499999999999999,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.346,0.138,0.55,0.45,0.55,0.44999999999999996,False
CCNYL1,0.0391974865893057,0.3290430321320534,0.536,0.4639999999999999,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.373,0.114,0.536,0.464,0.536,0.46399999999999997,False
CCSER2,-0.0193137182167854,0.3389642639870708,0.471,0.471,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.365,0.136,0.471,0.529,0.471,0.471,False
CD3EAP,-0.0237824774624024,0.3330571402275127,0.499,0.499,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.36,0.133,0.499,0.501,0.499,0.499,False
CD96,0.0189624649981747,0.3217213179039838,0.531,0.469,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.339,0.125,0.531,0.469,0.531,0.469,False
CDH19,0.0260773884453882,0.3266141652593738,0.516,0.484,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.354,0.129,0.516,0.484,0.516,0.484,False
CDHR5,0.028473579919874,0.3283219016694209,0.529,0.471,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.366,0.13,0.529,0.471,0.529,0.471,False
CDY2A,-0.011010101514904,0.3248649295045397,0.48,0.48,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.348,0.121,0.48,0.52,0.48,0.48,False
CEACAM4,0.0606740673694977,0.3386178377616358,0.584,0.416,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.383,0.145,0.584,0.416,0.584,0.41600000000000004,False
CENPQ,-0.0465496428912044,0.3219701635545536,0.443,0.443,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.363,0.125,0.443,0.557,0.443,0.443,False
CERCAM,-0.011214158552266,0.3306081814991961,0.484,0.484,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.357,0.135,0.484,0.516,0.484,0.484,False
CFAP126,-0.020080847872901,0.3173591619533906,0.48,0.48,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.355,0.114,0.48,0.52,0.48,0.48,False
CFAP99,0.0500573583950416,0.3254712980007854,0.58,0.42,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.372,0.112,0.58,0.42,0.58,0.42000000000000004,False
CHST8,-0.071663507618326,0.3198678403840099,0.408,0.408,0.4534465001666065,1.563668861044005,0.3855402619181849,16,4,4,500,0.356,0.138,0.408,0.592,0.408,0.408,False
