gene,chains,tune,beta_mean_nuts,psp_nuts,lfsr_nuts,n_obs,beta_sd_nuts,n_sgrna,draws,n_sample,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,p_beta_gt_0,p_beta_lt_0,psp_draws,lfsr_draws,hit
CRYAB,2,1000,-0.1854698952949794,0.0465116279069767,0.0465116279069767,16,0.103897529029083,4,1000,4,0.11627906976744186,0.0,0.046511627906976744,0.9534883720930233,0.046511627906976744,0.046511627906976744,False
CRYGA,2,1000,-0.081406647470693,0.1995,0.1995,16,0.0977249172706313,4,1000,4,0.011,0.0,0.1995,0.8005,0.1995,0.1995,False
CSDE1,2,1000,0.1793100170327062,0.957,0.043,16,0.1090221780207821,4,1000,4,0.1275,0.0025,0.957,0.043,0.957,0.04300000000000004,False
CSF2RB,2,1000,-0.1815705716993398,0.05,0.05,16,0.1106021099767358,4,1000,4,0.147,0.0,0.05,0.95,0.05,0.05,False
CSHL1,2,1000,0.0680614378217844,0.7565,0.2435,16,0.0959837945813042,4,1000,4,0.01,0.0,0.7565,0.2435,0.7565,0.24350000000000005,False
CSK,2,1000,-0.0900593501138973,0.168,0.168,16,0.0940015486228729,4,1000,4,0.015,0.0,0.168,0.832,0.168,0.168,False
CSNK2A1,2,1000,0.1818526883783461,0.8575,0.1424999999999999,16,0.1723143741478575,4,1000,4,0.5965,0.1515,0.9885,0.0115,0.9885,0.011499999999999955,False
CSNK2B,2,1000,0.2261690865339108,0.9235,0.0765,16,0.1564183349126935,4,1000,4,0.327,0.033,0.9235,0.0765,0.9235,0.07650000000000001,False
CSTF2,2,1000,0.2658611279952553,1.0,0.0,16,0.1000029048137312,4,1000,4,0.4418604651162791,0.0,1.0,0.0,1.0,0.0,False
CT45A9,2,1000,-0.2586112566708309,0.0465116279069767,0.0465116279069767,16,0.1247057928113406,4,1000,4,0.4883720930232558,0.023255813953488372,0.046511627906976744,0.9534883720930233,0.046511627906976744,0.046511627906976744,False
CT47A12,2,1000,0.0908323016359366,0.811,0.1889999999999999,16,0.1023721325898889,4,1000,4,0.0185,0.0,0.811,0.189,0.811,0.18899999999999995,False
CT47A4,2,1000,-0.2314922983352113,0.0,0.0,16,0.1259553018436985,4,1000,4,0.3023255813953488,0.023255813953488372,0.0,1.0,0.0,0.0,False
CTBP1,2,1000,0.0416104371064336,0.5915,0.4085,16,0.1767870306644859,4,1000,4,0.2615,0.022,0.9005,0.0995,0.9005,0.09950000000000003,False
CTCF,2,1000,0.2276846174979604,0.9775,0.0224999999999999,16,0.1083730278160882,4,1000,4,0.259,0.0035,0.9775,0.0225,0.9775,0.022499999999999964,False
CTDNEP1,2,1000,0.2774414017560582,0.9445,0.0554999999999999,16,0.1755604544770068,4,1000,4,0.8015,0.305,0.9975,0.0025,0.9975,0.0024999999999999467,False
CTDP1,2,1000,0.1939691799395048,0.98,0.02,16,0.0963909539975637,4,1000,4,0.135,0.0015,0.98,0.02,0.98,0.020000000000000018,False
CTF1,2,1000,-0.0494080490718298,0.2845,0.2845,16,0.0919229980836223,4,1000,4,0.003,0.0,0.2845,0.7155,0.2845,0.2845,False
CTNNBIP1,2,1000,-0.2026306275536874,0.0305,0.0305,16,0.1056334245478464,4,1000,4,0.1745,0.003,0.0305,0.9695,0.0305,0.0305,False
CTNNBL1,2,1000,0.160214819550437,0.8505,0.1494999999999999,16,0.1557747350527795,4,1000,4,0.1905,0.0145,0.8505,0.1495,0.8505,0.14949999999999997,False
CTSS,2,1000,-0.1864357549030146,0.032,0.032,16,0.1016346783130337,4,1000,4,0.1365,0.0015,0.032,0.968,0.032,0.032,False
CUL2,2,1000,-0.33898061208411,0.0232558139534883,0.0232558139534883,16,0.1144145119150236,4,1000,4,0.5581395348837209,0.09302325581395349,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
CUL3,2,1000,-1.0119510421826556,0.0,0.0,16,0.1768618116852053,4,1000,4,0.9995,0.9835,0.0,1.0,0.0,0.0,True
CUL5,2,1000,0.2382092287353938,0.977,0.023,16,0.1161647343765855,4,1000,4,0.3085,0.0115,0.977,0.023,0.977,0.02300000000000002,False
CWC27,2,1000,0.0676315875095179,0.7745,0.2255,16,0.0925411414017855,4,1000,4,0.007,0.0,0.7745,0.2255,0.7745,0.22550000000000003,False
CWH43,2,1000,0.1184681138938233,0.879,0.121,16,0.101274423050384,4,1000,4,0.0345,0.0005,0.879,0.121,0.879,0.121,False
CXCL17,2,1000,0.1622448614140402,0.943,0.057,16,0.103893159150235,4,1000,4,0.0905,0.0005,0.943,0.057,0.943,0.05700000000000005,False
CXXC4,2,1000,0.1269911548464489,0.8535,0.1464999999999999,16,0.1152271320170209,4,1000,4,0.0685,0.0,0.8535,0.1465,0.8535,0.14649999999999996,False
CXorf49,2,1000,0.2812878019257294,0.986,0.014,16,0.1231891234519371,4,1000,4,0.4385,0.039,0.986,0.014,0.986,0.014000000000000012,False
CXorf56,2,1000,0.1031729995948725,0.7555,0.2445,16,0.1499145798006776,4,1000,4,0.098,0.0035,0.7555,0.2445,0.7555,0.24450000000000005,False
CYB561D1,2,1000,-0.0642618273314789,0.2335,0.2335,16,0.0889835321340734,4,1000,4,0.0045,0.0,0.2335,0.7665,0.2335,0.2335,False
CYB5B,2,1000,0.1646743271918944,0.931,0.0689999999999999,16,0.1066285890901987,4,1000,4,0.098,0.0005,0.931,0.069,0.931,0.06899999999999995,False
CYB5R2,2,1000,0.1474300427162481,0.926,0.0739999999999999,16,0.102906661112288,4,1000,4,0.0735,0.001,0.926,0.074,0.926,0.07399999999999995,False
CYB5R4,2,1000,0.1150763446976415,0.8945,0.1055,16,0.0915622045657066,4,1000,4,0.0225,0.0,0.8945,0.1055,0.8945,0.10550000000000004,False
CYBB,2,1000,0.0960944364575749,0.8505,0.1494999999999999,16,0.0929843316390753,4,1000,4,0.013,0.0,0.8505,0.1495,0.8505,0.14949999999999997,False
CYFIP2,2,1000,-0.2780144447526957,0.0,0.0,16,0.1090043233129127,4,1000,4,0.37209302325581395,0.0,0.0,1.0,0.0,0.0,False
CYHR1,2,1000,0.1504397858566567,0.9445,0.0554999999999999,16,0.0963504570372844,4,1000,4,0.0575,0.0,0.9445,0.0555,0.9445,0.055499999999999994,False
CYLD,2,1000,0.3802794786094335,0.9865,0.0134999999999999,16,0.1730224117552798,4,1000,4,0.9275,0.574,1.0,0.0,1.0,0.0,True
CYP2B6,2,1000,0.0839991468062305,0.815,0.185,16,0.0924680364907887,4,1000,4,0.0075,0.0,0.815,0.185,0.815,0.18500000000000005,False
CYP2C8,2,1000,0.0877972101867608,0.839,0.161,16,0.0898178302512184,4,1000,4,0.0075,0.0,0.839,0.161,0.839,0.16100000000000003,False
CYP7A1,2,1000,-0.1040126830305967,0.1165,0.1165,16,0.0901772098919044,4,1000,4,0.012,0.0,0.1165,0.8835,0.1165,0.1165,False
CYP7B1,2,1000,0.1658177060664362,0.968,0.032,16,0.092640308078511,4,1000,4,0.071,0.0,0.968,0.032,0.968,0.03200000000000003,False
DAD1,2,1000,2.2439260917516095,1.0,0.0,16,0.188007462311222,4,1000,4,1.0,1.0,1.0,0.0,1.0,0.0,True
DAXX,2,1000,-0.3151244210413709,0.0,0.0,16,0.1092936044590058,4,1000,4,0.5348837209302325,0.046511627906976744,0.0,1.0,0.0,0.0,False
DAZ4,2,1000,0.107739529067797,0.875,0.125,16,0.094336652232606,4,1000,4,0.0205,0.0,0.875,0.125,0.875,0.125,False
DAZAP1,2,1000,0.2250543090918726,0.9767441860465116,0.0232558139534884,16,0.124078990209016,4,1000,4,0.3953488372093023,0.0,0.9767441860465116,0.023255813953488372,0.9767441860465116,0.023255813953488413,False
DAZAP2,2,1000,-0.1267433190231703,0.0965,0.0965,16,0.0985806320235313,4,1000,4,0.0445,0.0,0.0965,0.9035,0.0965,0.0965,False
DBF4,2,1000,-0.2792317645727989,0.008,0.008,16,0.109189377367731,4,1000,4,0.421,0.02,0.008,0.992,0.008,0.008,False
DBX1,2,1000,-0.0565903553692893,0.2785,0.2785,16,0.0947029597424991,4,1000,4,0.005,0.0,0.2785,0.7215,0.2785,0.2785,False
DCAF12,2,1000,-0.1504487322718959,0.0655,0.0655,16,0.0992829359100675,4,1000,4,0.068,0.0005,0.0655,0.9345,0.0655,0.0655,False
DCAF13,2,1000,0.1466578919972523,0.916,0.0839999999999999,16,0.1061640852641374,4,1000,4,0.072,0.0,0.916,0.084,0.916,0.08399999999999996,False
DCAF15,2,1000,-0.4865114637110366,0.002,0.002,16,0.1545548437717059,4,1000,4,0.8905,0.4635,0.002,0.998,0.002,0.002,True
DCAF16,2,1000,0.15457484059063,0.9115,0.0885,16,0.1149500461044354,4,1000,4,0.1075,0.0005,0.9115,0.0885,0.9115,0.08850000000000002,False
DCAF7,2,1000,0.2478119064573653,0.923,0.0769999999999999,16,0.1781417420537591,4,1000,4,0.7635,0.2705,0.9935,0.0065,0.9935,0.00649999999999995,False
DCAF8L1,2,1000,0.1521368016569891,0.9135,0.0865,16,0.1110553590121721,4,1000,4,0.092,0.001,0.9135,0.0865,0.9135,0.08650000000000002,False
DCK,2,1000,-0.1483310850627092,0.1135,0.1135,16,0.1223521193949146,4,1000,4,0.1085,0.002,0.1135,0.8865,0.1135,0.1135,False
DCP2,2,1000,-0.1032612300774976,0.164,0.164,16,0.1039409676589786,4,1000,4,0.03,0.0,0.164,0.836,0.164,0.164,False
DCTD,2,1000,-0.0654011652610268,0.232,0.232,16,0.0884021224539613,4,1000,4,0.005,0.0,0.232,0.768,0.232,0.232,False
DCTN2,2,1000,-0.1452088853557247,0.101,0.101,16,0.1131472173062134,4,1000,4,0.083,0.0005,0.101,0.899,0.101,0.101,False
DCTN3,2,1000,-0.2296744115745231,0.0185,0.0185,16,0.1082036727129976,4,1000,4,0.2595,0.006,0.0185,0.9815,0.0185,0.0185,False
DCUN1D1,2,1000,-0.2064551597544894,0.029,0.029,16,0.1078858530940356,4,1000,4,0.1935,0.002,0.029,0.971,0.029,0.029,False
DCUN1D2,2,1000,-0.1603426734625221,0.0745,0.0745,16,0.1123238100770152,4,1000,4,0.1035,0.0015,0.0745,0.9255,0.0745,0.0745,False
DCUN1D5,2,1000,0.058319778281482,0.628,0.372,16,0.1722679339501051,4,1000,4,0.2785,0.0225,0.92,0.08,0.92,0.07999999999999996,False
DDAH1,2,1000,-0.1540518585707088,0.1,0.1,16,0.1208391653678438,4,1000,4,0.112,0.0045,0.1,0.9,0.1,0.1,False
DDAH2,2,1000,-0.0558952316398706,0.274,0.274,16,0.0965758639590688,4,1000,4,0.007,0.0,0.274,0.726,0.274,0.274,False
DDB2,2,1000,-0.2067189126066461,0.0265,0.0265,16,0.1095071444158777,4,1000,4,0.1985,0.003,0.0265,0.9735,0.0265,0.0265,False
DDC,2,1000,-0.1172283090955989,0.121,0.121,16,0.1007980824559182,4,1000,4,0.04,0.0005,0.121,0.879,0.121,0.121,False
DDIT3,2,1000,-0.1425415714238017,0.1185,0.1185,16,0.1206610110819678,4,1000,4,0.09,0.0005,0.1185,0.8815,0.1185,0.1185,False
DDOST,2,1000,0.5991812562311188,1.0,0.0,16,0.1539868351040423,4,1000,4,0.9725,0.741,1.0,0.0,1.0,0.0,True
DDX11,2,1000,-0.1713944122817051,0.0555,0.0555,16,0.1115030574151536,4,1000,4,0.1235,0.0025,0.0555,0.9445,0.0555,0.0555,False
DDX19A,2,1000,0.2147933998220422,0.9215,0.0785,16,0.1494216688444292,4,1000,4,0.276,0.0325,0.9215,0.0785,0.9215,0.07850000000000001,False
DDX20,2,1000,0.2020457679503758,0.91,0.0899999999999999,16,0.1488275447889601,4,1000,4,0.243,0.021,0.91,0.09,0.91,0.08999999999999997,False
DDX39A,2,1000,0.2152644140028416,0.9715,0.0284999999999999,16,0.1134686493966703,4,1000,4,0.234,0.0025,0.9715,0.0285,0.9715,0.02849999999999997,False
DDX39B,2,1000,0.219897366068688,0.918,0.0819999999999999,16,0.1545649846654827,4,1000,4,0.3045,0.033,0.918,0.082,0.918,0.08199999999999996,False
DDX3X,2,1000,0.2842220681343353,0.9665,0.0334999999999999,16,0.1514046947733399,4,1000,4,0.469,0.0685,0.9665,0.0335,0.9665,0.033499999999999974,False
DDX42,2,1000,0.1500138131256578,0.926,0.0739999999999999,16,0.1007724390697715,4,1000,4,0.07,0.0,0.926,0.074,0.926,0.07399999999999995,False
DDX5,2,1000,-0.535374578913107,0.0,0.0,16,0.1474375159249416,4,1000,4,0.9455,0.5985,0.0,1.0,0.0,0.0,True
DDX51,2,1000,0.2037831590474473,0.985,0.015,16,0.094338023149365,4,1000,4,0.147,0.0015,0.985,0.015,0.985,0.015000000000000013,False
DDX59,2,1000,0.2206715626914875,0.9835,0.0164999999999999,16,0.1064328177526802,4,1000,4,0.2245,0.007,0.9835,0.0165,0.9835,0.01649999999999996,False
DDX6,2,1000,-0.880837025732611,0.0,0.0,16,0.1823005496043672,4,1000,4,0.9995,0.9135,0.0,1.0,0.0,0.0,True
DEFA5,2,1000,-0.1794551994612784,0.0465,0.0465,16,0.1072905053682665,4,1000,4,0.1335,0.0015,0.0465,0.9535,0.0465,0.0465,False
DEFB105B,2,1000,0.1564297900974174,0.916,0.0839999999999999,16,0.1108157979020005,4,1000,4,0.098,0.001,0.916,0.084,0.916,0.08399999999999996,False
DEFB130,2,1000,-0.2039652813967271,0.034,0.034,16,0.113140969741897,4,1000,4,0.1945,0.005,0.034,0.966,0.034,0.034,False
DEFB132,2,1000,-0.1112340171418337,0.17,0.17,16,0.1146413713673103,4,1000,4,0.048,0.0,0.17,0.83,0.17,0.17,False
DEFB136,2,1000,-0.1127912471863965,0.1545,0.1545,16,0.1093612787986677,4,1000,4,0.0435,0.0005,0.1545,0.8455,0.1545,0.1545,False
DEK,2,1000,-0.1385751218876886,0.0835,0.0835,16,0.0999581223031673,4,1000,4,0.0525,0.0,0.0835,0.9165,0.0835,0.0835,False
DENND2C,2,1000,-0.0760381170281286,0.224,0.224,16,0.0997102940159752,4,1000,4,0.01,0.0,0.224,0.776,0.224,0.224,False
DENND5A,2,1000,0.1787301061382477,0.9275,0.0725,16,0.1193461453133325,4,1000,4,0.1525,0.003,0.9275,0.0725,0.9275,0.07250000000000001,False
DENR,2,1000,-0.2055092976797892,0.0465116279069767,0.0465116279069767,16,0.1224489488500522,4,1000,4,0.23255813953488372,0.0,0.046511627906976744,0.9534883720930233,0.046511627906976744,0.046511627906976744,False
DERA,2,1000,-0.1111355360051654,0.155,0.155,16,0.1160568756719953,4,1000,4,0.053,0.0005,0.155,0.845,0.155,0.155,False
DFNB31,2,1000,-0.2514352436618871,0.0232558139534883,0.0232558139534883,16,0.1289155935813188,4,1000,4,0.4418604651162791,0.023255813953488372,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
DGCR2,2,1000,0.1018309473667316,0.845,0.155,16,0.0987499680079179,4,1000,4,0.02,0.0,0.845,0.155,0.845,0.15500000000000003,False
DGCR8,2,1000,0.1789327019504973,0.936,0.0639999999999999,16,0.1194174985693208,4,1000,4,0.1445,0.005,0.936,0.064,0.936,0.06399999999999995,False
DHDDS,2,1000,0.0365373120763154,0.574,0.426,16,0.176016417853657,4,1000,4,0.24,0.0215,0.9005,0.0995,0.9005,0.09950000000000003,False
DHDH,2,1000,0.1869117638362089,0.9302325581395348,0.0697674418604651,16,0.1275161063030233,4,1000,4,0.20930232558139536,0.0,0.9302325581395349,0.06976744186046512,0.9302325581395349,0.06976744186046513,False
DHRS7C,2,1000,0.1225682474765949,0.911,0.0889999999999999,16,0.0942107061600032,4,1000,4,0.0335,0.0005,0.911,0.089,0.911,0.08899999999999997,False
DHX15,2,1000,0.1581204348961825,0.8655,0.1344999999999999,16,0.1500092358666889,4,1000,4,0.1655,0.0125,0.8655,0.1345,0.8655,0.13449999999999995,False
DHX16,2,1000,0.1794192489191612,0.8745,0.1254999999999999,16,0.1524214141934229,4,1000,4,0.214,0.0155,0.8745,0.1255,0.8745,0.12549999999999994,False
DHX36,2,1000,0.7040848473780466,1.0,0.0,16,0.1805622108912378,4,1000,4,0.999,0.988,1.0,0.0,1.0,0.0,True
DHX9,2,1000,0.1500268243461207,0.8955,0.1045,16,0.1155605942945569,4,1000,4,0.0975,0.0,0.8955,0.1045,0.8955,0.10450000000000004,False
DIAPH3,2,1000,-0.1166689440169038,0.116,0.116,16,0.0986830283375724,4,1000,4,0.0305,0.0,0.116,0.884,0.116,0.116,False
DIDO1,2,1000,0.1797925177465098,0.9685,0.0314999999999999,16,0.094008581159782,4,1000,4,0.104,0.0005,0.9685,0.0315,0.9685,0.03149999999999997,False
DIS3,2,1000,0.1813858635679497,0.853,0.147,16,0.1762466141980879,4,1000,4,0.5765,0.131,0.98,0.02,0.98,0.020000000000000018,False
DIS3L2,2,1000,0.1737705992766969,0.93,0.0699999999999999,16,0.1143091756702482,4,1000,4,0.1375,0.0005,0.93,0.07,0.93,0.06999999999999995,False
DISP2,2,1000,-0.0796559328551273,0.194,0.194,16,0.093995585817449,4,1000,4,0.009,0.0,0.194,0.806,0.194,0.194,False
DKK1,2,1000,0.0773010655319408,0.8145,0.1855,16,0.0931002588209524,4,1000,4,0.0115,0.0,0.8145,0.1855,0.8145,0.1855,False
DLG4,2,1000,-0.2339594504745827,0.0232558139534883,0.0232558139534883,16,0.1489343646278983,4,1000,4,0.3953488372093023,0.0,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
DLST,2,1000,0.2802483252550354,0.9767441860465116,0.0232558139534884,16,0.1256797614568592,4,1000,4,0.5116279069767442,0.0,0.9767441860465116,0.023255813953488372,0.9767441860465116,0.023255813953488413,False
DLX2,2,1000,-0.233170252944466,0.015,0.015,16,0.1040638880290282,4,1000,4,0.2595,0.0055,0.015,0.985,0.015,0.015,False
DMRT1,2,1000,0.1381969471764165,0.8985,0.1015,16,0.1085717842824264,4,1000,4,0.069,0.001,0.8985,0.1015,0.8985,0.10150000000000003,False
DMRTA2,2,1000,0.1303001709526206,0.875,0.125,16,0.1113586069772022,4,1000,4,0.0615,0.0,0.875,0.125,0.875,0.125,False
DNAH12,2,1000,-0.2033152359459479,0.03,0.03,16,0.1081345304050697,4,1000,4,0.1885,0.002,0.03,0.97,0.03,0.03,False
DNAH17,2,1000,-0.2775862061266048,0.0232558139534883,0.0232558139534883,16,0.1306569453907352,4,1000,4,0.4186046511627907,0.023255813953488372,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
DNAJB6,2,1000,0.1508642236002294,0.92,0.0799999999999999,16,0.1080415968014612,4,1000,4,0.083,0.0,0.92,0.08,0.92,0.07999999999999996,False
DNAJC17,2,1000,0.2284326415480348,0.989,0.011,16,0.1035921647349615,4,1000,4,0.2615,0.002,0.989,0.011,0.989,0.01100000000000001,False
DNAJC18,2,1000,-0.0891450498756409,0.168,0.168,16,0.0912650382625002,4,1000,4,0.01,0.0,0.168,0.832,0.168,0.168,False
DNAJC21,2,1000,0.18926190845331,0.959,0.041,16,0.1094577327935091,4,1000,4,0.157,0.0015,0.959,0.041,0.959,0.041000000000000036,False
DNAJC24,2,1000,-0.2768716293153276,0.0232558139534883,0.0232558139534883,16,0.1516839008366974,4,1000,4,0.46511627906976744,0.06976744186046512,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
DNAJC5G,2,1000,-0.0693306018172302,0.2335,0.2335,16,0.0941443335566326,4,1000,4,0.009,0.0,0.2335,0.7665,0.2335,0.2335,False
DNAJC9,2,1000,-0.6376667978603362,0.0,0.0,16,0.1479516408994698,4,1000,4,0.988,0.833,0.0,1.0,0.0,0.0,True
DNAL4,2,1000,0.1114936738508664,0.84,0.16,16,0.1111701021655954,4,1000,4,0.0475,0.001,0.84,0.16,0.84,0.16000000000000003,False
DNASE2,2,1000,-0.077277135526873,0.1985,0.1985,16,0.09436845544918,4,1000,4,0.01,0.0,0.1985,0.8015,0.1985,0.1985,False
DNASE2B,2,1000,0.1531190645943019,0.931,0.0689999999999999,16,0.1004043863803305,4,1000,4,0.07,0.0,0.931,0.069,0.931,0.06899999999999995,False
DNLZ,2,1000,0.1348493668261548,0.9155,0.0845,16,0.0989885318836005,4,1000,4,0.0425,0.0,0.9155,0.0845,0.9155,0.08450000000000002,False
DNM1L,2,1000,0.1185114353614456,0.787,0.2129999999999999,16,0.1485567013161917,4,1000,4,0.11,0.004,0.787,0.213,0.787,0.21299999999999997,False
DNMT1,2,1000,-0.4501736196481224,0.0,0.0,16,0.1197731346672743,4,1000,4,0.9,0.335,0.0,1.0,0.0,0.0,True
DNMT3L,2,1000,-0.1485604080597843,0.069,0.069,16,0.0992254051939287,4,1000,4,0.066,0.0,0.069,0.931,0.069,0.069,False
DNTT,2,1000,-0.0880238707167759,0.176,0.176,16,0.0911767410235171,4,1000,4,0.0095,0.0,0.176,0.824,0.176,0.176,False
DNTTIP1,2,1000,0.2251066492419186,0.9025,0.0975,16,0.1746082630030022,4,1000,4,0.6915,0.212,0.9955,0.0045,0.9955,0.0044999999999999485,False
DOCK2,2,1000,-0.3569222538390454,0.001,0.001,16,0.1188859646174391,4,1000,4,0.692,0.11,0.001,0.999,0.001,0.001,False
DOCK3,2,1000,-0.2163416884928621,0.0,0.0,16,0.1018795846700821,4,1000,4,0.23255813953488372,0.0,0.0,1.0,0.0,0.0,False
DOCK4,2,1000,-0.0774936702828765,0.2065,0.2065,16,0.0942370965593329,4,1000,4,0.007,0.0,0.2065,0.7935,0.2065,0.2065,False
DOCK7,2,1000,-0.1865456435273485,0.0525,0.0525,16,0.1149331878808872,4,1000,4,0.1585,0.0025,0.0525,0.9475,0.0525,0.0525,False
DOCK8,2,1000,-0.8712418850806415,0.0,0.0,16,0.1694491779561771,4,1000,4,0.995,0.8935,0.0,1.0,0.0,0.0,True
DOHH,2,1000,0.0976824919843359,0.704,0.296,16,0.1783503606139781,4,1000,4,0.374,0.0545,0.9525,0.0475,0.9525,0.04749999999999999,False
DOK4,2,1000,0.1279279906823799,0.8605,0.1394999999999999,16,0.1177372562308968,4,1000,4,0.0765,0.0005,0.8605,0.1395,0.8605,0.13949999999999996,False
DOT1L,2,1000,0.3629602003634848,1.0,0.0,16,0.1198930612907197,4,1000,4,0.6744186046511628,0.11627906976744186,1.0,0.0,1.0,0.0,False
DPAGT1,2,1000,0.2145566164329999,0.891,0.1089999999999999,16,0.1736597985839445,4,1000,4,0.694,0.202,0.9925,0.0075,0.9925,0.007499999999999951,False
DPF2,2,1000,0.7439916703772389,1.0,0.0,16,0.1759365666752059,4,1000,4,1.0,0.9955,1.0,0.0,1.0,0.0,True
DPF3,2,1000,0.1183128500638168,0.8465,0.1534999999999999,16,0.1157062219175939,4,1000,4,0.0565,0.0005,0.8465,0.1535,0.8465,0.15349999999999997,False
DPH1,2,1000,-0.7261179987829331,0.0,0.0,16,0.154157774372988,4,1000,4,0.999,0.923,0.0,1.0,0.0,0.0,True
DPH5,2,1000,-0.1393293601935648,0.109,0.109,16,0.1118754590614476,4,1000,4,0.0805,0.0005,0.109,0.891,0.109,0.109,False
DPH6,2,1000,-0.1163549224682585,0.1365,0.1365,16,0.1042453961414314,4,1000,4,0.043,0.0,0.1365,0.8635,0.1365,0.1365,False
DPM3,2,1000,0.1307824099951745,0.812,0.1879999999999999,16,0.1480620001904551,4,1000,4,0.13,0.009,0.812,0.188,0.812,0.18799999999999994,False
DRAP1,2,1000,-0.4836197770918818,0.0005,0.0005,16,0.151643764757419,4,1000,4,0.8855,0.4635,0.0005,0.9995,0.0005,0.0005,True
DRAXIN,2,1000,-0.5163017728316298,0.0005,0.0005,16,0.1562699919041187,4,1000,4,0.915,0.5425,0.0005,0.9995,0.0005,0.0005,True
DRG1,2,1000,0.1381815112694455,0.8905,0.1095,16,0.1116059998296791,4,1000,4,0.0745,0.0,0.8905,0.1095,0.8905,0.10950000000000004,False
DSCC1,2,1000,-0.9795445122166976,0.0,0.0,16,0.1800045250403227,4,1000,4,1.0,0.9715,0.0,1.0,0.0,0.0,True
DSG3,2,1000,-0.1020311346529231,0.136,0.136,16,0.0913227602736979,4,1000,4,0.0125,0.0,0.136,0.864,0.136,0.136,False
DSPP,2,1000,0.1262535500170749,0.8895,0.1105,16,0.103965527210666,4,1000,4,0.0515,0.0,0.8895,0.1105,0.8895,0.11050000000000004,False
DTNBP1,2,1000,-0.1700004109630755,0.1162790697674418,0.1162790697674418,16,0.1396291989561489,4,1000,4,0.23255813953488372,0.0,0.11627906976744186,0.8837209302325582,0.11627906976744186,0.11627906976744186,False
DTX2,2,1000,0.1173419933490431,0.8555,0.1444999999999999,16,0.1104253745177478,4,1000,4,0.048,0.0005,0.8555,0.1445,0.8555,0.14449999999999996,False
DUSP10,2,1000,0.0901150192292484,0.8235,0.1765,16,0.0966493912675778,4,1000,4,0.0135,0.0,0.8235,0.1765,0.8235,0.1765,False
DUSP13,2,1000,-0.1038210839994244,0.1835,0.1835,16,0.1170854080521363,4,1000,4,0.048,0.0,0.1835,0.8165,0.1835,0.1835,False
DUSP4,2,1000,0.3789199010631586,0.9855,0.0144999999999999,16,0.1736217109326424,4,1000,4,0.941,0.6095,1.0,0.0,1.0,0.0,True
DYNC2LI1,2,1000,-0.1097554423907281,0.1445,0.1445,16,0.1045178171499984,4,1000,4,0.0325,0.0,0.1445,0.8555,0.1445,0.1445,False
DYNLL1,2,1000,-0.557625892685848,0.0,0.0,16,0.1514210394970547,4,1000,4,0.946,0.654,0.0,1.0,0.0,0.0,True
DYNLRB2,2,1000,-0.1485450943210223,0.0930232558139534,0.0930232558139534,16,0.1242853879437561,4,1000,4,0.13953488372093023,0.0,0.09302325581395349,0.9069767441860465,0.09302325581395349,0.09302325581395349,False
DYRK1A,2,1000,0.3874726189646666,0.9955,0.0044999999999999,16,0.1537884282345532,4,1000,4,0.7065,0.2405,0.9955,0.0045,0.9955,0.0044999999999999485,False
DYRK3,2,1000,0.1683542460496928,0.9425,0.0574999999999999,16,0.1069848195563406,4,1000,4,0.103,0.0005,0.9425,0.0575,0.9425,0.057499999999999996,False
DYRK4,2,1000,0.1914579713056438,0.9585,0.0414999999999999,16,0.1083484840159619,4,1000,4,0.1585,0.001,0.9585,0.0415,0.9585,0.04149999999999998,False
DZANK1,2,1000,-0.2984878909227729,0.0232558139534883,0.0232558139534883,16,0.1102032661314784,4,1000,4,0.5813953488372093,0.0,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
E2F3,2,1000,-0.2652162013929905,0.008,0.008,16,0.1152790424295215,4,1000,4,0.399,0.021,0.008,0.992,0.008,0.008,False
E2F4,2,1000,-0.1635257026183584,0.1162790697674418,0.1162790697674418,16,0.1371919438239515,4,1000,4,0.13953488372093023,0.023255813953488372,0.11627906976744186,0.8837209302325582,0.11627906976744186,0.11627906976744186,False
E2F8,2,1000,0.1036254514302253,0.8705,0.1294999999999999,16,0.0934690832614202,4,1000,4,0.017,0.0,0.8705,0.1295,0.8705,0.12949999999999995,False
