gene,chains,tune,beta_mean_nuts,psp_nuts,lfsr_nuts,n_obs,beta_sd_nuts,n_sgrna,draws,n_sample,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,p_beta_gt_0,p_beta_lt_0,psp_draws,lfsr_draws,hit
LYG1,2,1000,0.1437467091319425,0.894,0.1059999999999999,16,0.1132654113906553,4,1000,4,0.082,0.0,0.894,0.106,0.894,0.10599999999999998,False
LYG2,2,1000,0.1172974413279615,0.898,0.1019999999999999,16,0.0934409171586805,4,1000,4,0.027,0.0,0.898,0.102,0.898,0.10199999999999998,False
LYPLA2,2,1000,-0.4960236381767435,0.0,0.0,16,0.1561915754579747,4,1000,4,0.8945,0.4825,0.0,1.0,0.0,0.0,True
LYPLAL1,2,1000,-0.0885041232397712,0.199,0.199,16,0.1033261960488194,4,1000,4,0.02,0.0,0.199,0.801,0.199,0.199,False
LYRM4,2,1000,-0.1980151329008638,0.0485,0.0485,16,0.1149136968909547,4,1000,4,0.1875,0.0035,0.0485,0.9515,0.0485,0.0485,False
LYVE1,2,1000,-0.0398593025880896,0.3345,0.3345,16,0.0913755005893606,4,1000,4,0.001,0.0,0.3345,0.6655,0.3345,0.3345,False
LYZL6,2,1000,0.1668953986694658,0.909,0.0909999999999999,16,0.1227266497998081,4,1000,4,0.1425,0.004,0.909,0.091,0.909,0.09099999999999997,False
LZTFL1,2,1000,-0.0857587972077732,0.183,0.183,16,0.097128021046556,4,1000,4,0.021,0.0,0.183,0.817,0.183,0.183,False
MAD2L2,2,1000,-0.6589798314378397,0.0,0.0,16,0.1568672539461124,4,1000,4,0.9915,0.832,0.0,1.0,0.0,0.0,True
MADD,2,1000,-0.1031359673223038,0.156,0.156,16,0.1000430355585294,4,1000,4,0.024,0.0,0.156,0.844,0.156,0.156,False
MAEA,2,1000,-0.227625548710146,0.0,0.0,16,0.0653703824735475,4,1000,4,0.11627906976744186,0.0,0.0,1.0,0.0,0.0,False
MAFF,2,1000,-0.1050726494684833,0.1555,0.1555,16,0.1016269362252252,4,1000,4,0.031,0.0,0.1555,0.8445,0.1555,0.1555,False
MAFG,2,1000,-0.2207418479452652,0.0,0.0,16,0.1008160642861182,4,1000,4,0.27906976744186046,0.0,0.0,1.0,0.0,0.0,False
MAFK,2,1000,-0.1199148717919439,0.1065,0.1065,16,0.097068479061883,4,1000,4,0.0325,0.0005,0.1065,0.8935,0.1065,0.1065,False
MAGEA4,2,1000,-0.1143500484726254,0.141,0.141,16,0.1071575061060568,4,1000,4,0.045,0.0,0.141,0.859,0.141,0.141,False
MAGED2,2,1000,-0.1569089569926634,0.087,0.087,16,0.1165443393455573,4,1000,4,0.1115,0.0015,0.087,0.913,0.087,0.087,False
MAGEF1,2,1000,-0.1545108427263659,0.095,0.095,16,0.1160582713913751,4,1000,4,0.1015,0.0015,0.095,0.905,0.095,0.095,False
MAGT1,2,1000,0.1479620004241751,0.95,0.05,16,0.0918802155552954,4,1000,4,0.05,0.0005,0.95,0.05,0.95,0.050000000000000044,False
MALT1,2,1000,0.2169302578681348,0.9765,0.0234999999999999,16,0.1060197037433926,4,1000,4,0.2185,0.003,0.9765,0.0235,0.9765,0.023499999999999965,False
MAML1,2,1000,0.1923961668658395,0.901,0.0989999999999999,16,0.148246418166314,4,1000,4,0.2365,0.0155,0.901,0.099,0.901,0.09899999999999998,False
MAML2,2,1000,0.1872077926107164,0.9534883720930232,0.0465116279069767,16,0.1346786524017639,4,1000,4,0.23255813953488372,0.0,0.9534883720930233,0.046511627906976744,0.9534883720930233,0.046511627906976716,False
MANBA,2,1000,0.1062580411157166,0.862,0.138,16,0.0999979512439981,4,1000,4,0.0245,0.0,0.862,0.138,0.862,0.138,False
MANEA,2,1000,-0.0805145462557605,0.189,0.189,16,0.0946114998121059,4,1000,4,0.014,0.0,0.189,0.811,0.189,0.189,False
MANF,2,1000,0.1896829358980843,0.9465,0.0534999999999999,16,0.118061087863231,4,1000,4,0.174,0.0045,0.9465,0.0535,0.9465,0.05349999999999999,False
MAP1LC3A,2,1000,-0.1019596814146842,0.1265,0.1265,16,0.0888827988302693,4,1000,4,0.0115,0.0,0.1265,0.8735,0.1265,0.1265,False
MAP3K10,2,1000,0.1032576296908272,0.85,0.15,16,0.0952600313942043,4,1000,4,0.0235,0.0,0.85,0.15,0.85,0.15000000000000002,False
MAP3K15,2,1000,-0.1684249293159062,0.0665,0.0665,16,0.1135318017018887,4,1000,4,0.117,0.0025,0.0665,0.9335,0.0665,0.0665,False
MAP3K6,2,1000,-0.1087950371370962,0.116,0.116,16,0.091726255515378,4,1000,4,0.016,0.0,0.116,0.884,0.116,0.116,False
MAP3K7CL,2,1000,-0.0698387405383385,0.23,0.23,16,0.0960784100782125,4,1000,4,0.009,0.0,0.23,0.77,0.23,0.23,False
MAP4K1,2,1000,-0.5994143604951988,0.0,0.0,16,0.1500678684294842,4,1000,4,0.974,0.7415,0.0,1.0,0.0,0.0,True
MAP4K3,2,1000,-0.0940773326990188,0.193,0.193,16,0.1073421856444997,4,1000,4,0.026,0.0,0.193,0.807,0.193,0.193,False
MAP4K4,2,1000,0.209726318911542,0.9745,0.0254999999999999,16,0.1098448478816367,4,1000,4,0.204,0.006,0.9745,0.0255,0.9745,0.025499999999999967,False
MAP7D1,2,1000,-0.2906961142639168,0.0,0.0,16,0.109682448266414,4,1000,4,0.4418604651162791,0.023255813953488372,0.0,1.0,0.0,0.0,False
MAPK1,2,1000,-0.6187405347966121,0.0,0.0,16,0.1534178889470612,4,1000,4,0.9845,0.78,0.0,1.0,0.0,0.0,True
MAPK1IP1L,2,1000,-0.0892103095165257,0.178,0.178,16,0.0977722004315043,4,1000,4,0.017,0.0,0.178,0.822,0.178,0.178,False
MAPKAP1,2,1000,0.2277526327443366,0.987,0.013,16,0.1064559542690518,4,1000,4,0.258,0.0055,0.987,0.013,0.987,0.013000000000000012,False
MARVELD3,2,1000,-0.185502895870694,0.0445,0.0445,16,0.1082970488980167,4,1000,4,0.147,0.002,0.0445,0.9555,0.0445,0.0445,False
MAS1,2,1000,0.1121521714986942,0.876,0.124,16,0.0987580391822558,4,1000,4,0.0275,0.0005,0.876,0.124,0.876,0.124,False
MATK,2,1000,-0.118915607235383,0.1485,0.1485,16,0.1194071958568478,4,1000,4,0.0665,0.001,0.1485,0.8515,0.1485,0.1485,False
MAZ,2,1000,0.2494517093051988,1.0,0.0,16,0.0860920653323128,4,1000,4,0.20930232558139536,0.0,1.0,0.0,1.0,0.0,False
MBD2,2,1000,-0.9023841133501996,0.0,0.0,16,0.1711565263266103,4,1000,4,1.0,0.951,0.0,1.0,0.0,0.0,True
MBD3L1,2,1000,-0.1348087425676757,0.098,0.098,16,0.1044119885741524,4,1000,4,0.0585,0.0005,0.098,0.902,0.098,0.098,False
MBIP,2,1000,-0.1049220977526648,0.1635,0.1635,16,0.1080984114621807,4,1000,4,0.034,0.0,0.1635,0.8365,0.1635,0.1635,False
MBOAT7,2,1000,0.1257496630514182,0.9065,0.0935,16,0.0954574935038452,4,1000,4,0.0375,0.0,0.9065,0.0935,0.9065,0.09350000000000003,False
MCM3,2,1000,-0.599288541168519,0.0,0.0,16,0.1559723009697571,4,1000,4,0.979,0.7285,0.0,1.0,0.0,0.0,True
MCM4,2,1000,-0.1525721394073349,0.052,0.052,16,0.0931935854793136,4,1000,4,0.061,0.0,0.052,0.948,0.052,0.052,False
MCM5,2,1000,-0.7389098000774768,0.0,0.0,16,0.1520283117407054,4,1000,4,0.997,0.9435,0.0,1.0,0.0,0.0,True
MCM9,2,1000,-0.2423981574453836,0.0215,0.0215,16,0.1141865768578609,4,1000,4,0.3045,0.0135,0.0215,0.9785,0.0215,0.0215,False
MCMBP,2,1000,-0.3739736650915255,0.0005,0.0005,16,0.1213537169221305,4,1000,4,0.7085,0.1725,0.0005,0.9995,0.0005,0.0005,False
MCRS1,2,1000,0.1162285468489391,0.7365,0.2634999999999999,16,0.1807112894933478,4,1000,4,0.397,0.045,0.9655,0.0345,0.9655,0.034499999999999975,False
MDH1,2,1000,-0.0974175225207898,0.182,0.182,16,0.1148288827087177,4,1000,4,0.0435,0.0005,0.182,0.818,0.182,0.182,False
MDM2,2,1000,-0.1887498122607104,0.0930232558139534,0.0930232558139534,16,0.1273827906348558,4,1000,4,0.16279069767441862,0.0,0.09302325581395349,0.9069767441860465,0.09302325581395349,0.09302325581395349,False
MDM4,2,1000,-0.2479677011543833,0.014,0.014,16,0.1163286629836529,4,1000,4,0.324,0.0155,0.014,0.986,0.014,0.014,False
ME2,2,1000,0.1879411492047678,0.965,0.035,16,0.105198260971139,4,1000,4,0.145,0.002,0.965,0.035,0.965,0.03500000000000003,False
MEAF6,2,1000,0.6170535913173084,1.0,0.0,16,0.1812911935633525,4,1000,4,0.9965,0.963,1.0,0.0,1.0,0.0,True
MED1,2,1000,-0.1582868466024281,0.061,0.061,16,0.1038760878946258,4,1000,4,0.1,0.0,0.061,0.939,0.061,0.061,False
MED10,2,1000,0.5472812879453098,1.0,0.0,16,0.1723070049151741,4,1000,4,0.9935,0.895,1.0,0.0,1.0,0.0,True
MED11,2,1000,0.6489084466311549,1.0,0.0,16,0.178674029139752,4,1000,4,0.999,0.9725,1.0,0.0,1.0,0.0,True
MED12,2,1000,0.1306175441783904,0.778,0.2219999999999999,16,0.1696010641306871,4,1000,4,0.46,0.0755,0.974,0.026,0.974,0.026000000000000023,False
MED13,2,1000,-0.2094668395964448,0.0465116279069767,0.0465116279069767,16,0.1332930729716094,4,1000,4,0.2558139534883721,0.023255813953488372,0.046511627906976744,0.9534883720930233,0.046511627906976744,0.046511627906976744,False
MED13L,2,1000,-0.1563246909608444,0.076,0.076,16,0.1074252798206605,4,1000,4,0.094,0.0,0.076,0.924,0.076,0.076,False
MED14,2,1000,0.1277245012967969,0.768,0.2319999999999999,16,0.1737694760010453,4,1000,4,0.4665,0.078,0.969,0.031,0.969,0.031000000000000028,False
MED15,2,1000,0.2591375096831337,0.9885,0.0114999999999999,16,0.1133124043826027,4,1000,4,0.366,0.017,0.9885,0.0115,0.9885,0.011499999999999955,False
MED16,2,1000,-0.1661845376257804,0.062,0.062,16,0.1080642274480433,4,1000,4,0.1135,0.0005,0.062,0.938,0.062,0.062,False
MED17,2,1000,0.1645627342427464,0.8705,0.1294999999999999,16,0.1419610687976137,4,1000,4,0.1715,0.0065,0.8705,0.1295,0.8705,0.12949999999999995,False
MED18,2,1000,0.1672452093415933,0.946,0.054,16,0.1060038873241011,4,1000,4,0.1045,0.002,0.946,0.054,0.946,0.05400000000000005,False
MED19,2,1000,0.5922119464184868,1.0,0.0,16,0.1548716937066583,4,1000,4,0.973,0.7205,1.0,0.0,1.0,0.0,True
MED21,2,1000,0.5577636524510194,1.0,0.0,16,0.1630379834702215,4,1000,4,0.942,0.6425,1.0,0.0,1.0,0.0,True
MED22,2,1000,0.3373692225413732,1.0,0.0,16,0.0756969595571206,4,1000,4,0.6511627906976745,0.0,1.0,0.0,1.0,0.0,False
MED23,2,1000,-0.298637976601063,0.0,0.0,16,0.119364829032907,4,1000,4,0.5116279069767442,0.023255813953488372,0.0,1.0,0.0,0.0,False
MED24,2,1000,-0.0941908888420725,0.151,0.151,16,0.0901548278043576,4,1000,4,0.01,0.0,0.151,0.849,0.151,0.151,False
MED25,2,1000,0.2224636075042736,0.915,0.0849999999999999,16,0.1540647007588586,4,1000,4,0.3,0.036,0.915,0.085,0.915,0.08499999999999996,False
MED26,2,1000,0.3264035447307237,0.9865,0.0134999999999999,16,0.1518819783834352,4,1000,4,0.573,0.121,0.9865,0.0135,0.9865,0.013499999999999956,False
MED28,2,1000,0.4164190536354755,0.999,0.001,16,0.1478826059491758,4,1000,4,0.781,0.288,0.999,0.001,0.999,0.0010000000000000009,False
MED29,2,1000,0.2182616887063133,0.9255,0.0745,16,0.150053093516959,4,1000,4,0.284,0.035,0.9255,0.0745,0.9255,0.07450000000000001,False
MED30,2,1000,0.9379557939816668,1.0,0.0,16,0.1817495017907646,4,1000,4,1.0,1.0,1.0,0.0,1.0,0.0,True
MED31,2,1000,0.3916658345474843,0.9845,0.0154999999999999,16,0.1760002881019494,4,1000,4,0.9465,0.6155,1.0,0.0,1.0,0.0,True
MED4,2,1000,0.3030164438666474,0.9925,0.0074999999999999,16,0.1203331242000437,4,1000,4,0.5085,0.055,0.9925,0.0075,0.9925,0.007499999999999951,False
MED6,2,1000,0.3511723830793523,0.9935,0.0064999999999999,16,0.1465146103709864,4,1000,4,0.6315,0.156,0.9935,0.0065,0.9935,0.00649999999999995,False
MED7,2,1000,0.2915261455647592,0.998,0.002,16,0.103454362662777,4,1000,4,0.478,0.021,0.998,0.002,0.998,0.0020000000000000018,False
MED8,2,1000,0.653506477490338,1.0,0.0,16,0.1475092149183447,4,1000,4,0.991,0.8505,1.0,0.0,1.0,0.0,True
MED9,2,1000,0.3757838043265415,1.0,0.0,16,0.1490535690693151,4,1000,4,0.7906976744186046,0.16279069767441862,1.0,0.0,1.0,0.0,False
MEF2D,2,1000,-0.1222776238658581,0.1165,0.1165,16,0.1022739316193201,4,1000,4,0.0405,0.0,0.1165,0.8835,0.1165,0.1165,False
MEGF10,2,1000,-0.1062452320941472,0.1215,0.1215,16,0.0921265019575369,4,1000,4,0.0165,0.0,0.1215,0.8785,0.1215,0.1215,False
MEGF6,2,1000,-0.1015118167548865,0.1815,0.1815,16,0.1099414811213582,4,1000,4,0.038,0.0005,0.1815,0.8185,0.1815,0.1815,False
MEIOB,2,1000,-0.0945521176820501,0.198,0.198,16,0.106328711054627,4,1000,4,0.0265,0.0,0.198,0.802,0.198,0.198,False
MEIS2,2,1000,-0.1628062495016068,0.0895,0.0895,16,0.1203152924753224,4,1000,4,0.1235,0.002,0.0895,0.9105,0.0895,0.0895,False
MEN1,2,1000,0.2076356444333857,0.901,0.0989999999999999,16,0.159092812265241,4,1000,4,0.287,0.035,0.901,0.099,0.901,0.09899999999999998,False
MEPCE,2,1000,0.4315539710647603,0.996,0.004,16,0.1524530843523074,4,1000,4,0.8165,0.3155,0.996,0.004,0.996,0.0040000000000000036,False
METAP2,2,1000,0.1699897832803322,0.9545,0.0454999999999999,16,0.1016645919813013,4,1000,4,0.1015,0.0,0.9545,0.0455,0.9545,0.045499999999999985,False
METTL11B,2,1000,-0.0978716511741618,0.159,0.159,16,0.0975452499414857,4,1000,4,0.0155,0.0,0.159,0.841,0.159,0.159,False
METTL14,2,1000,0.1760099125146257,0.885,0.1149999999999999,16,0.1459698528168592,4,1000,4,0.1985,0.0155,0.885,0.115,0.885,0.11499999999999999,False
METTL3,2,1000,0.0594136337567977,0.6315,0.3685,16,0.1816593040655486,4,1000,4,0.2875,0.0275,0.919,0.081,0.919,0.08099999999999996,False
METTL4,2,1000,0.145554420733021,0.9115,0.0885,16,0.1098638710131794,4,1000,4,0.0795,0.001,0.9115,0.0885,0.9115,0.08850000000000002,False
METTL8,2,1000,-0.0948435153653246,0.2015,0.2015,16,0.1105003031059801,4,1000,4,0.0285,0.0,0.2015,0.7985,0.2015,0.2015,False
MEX3B,2,1000,-0.103284762954075,0.1395,0.1395,16,0.0928215665072573,4,1000,4,0.014,0.0,0.1395,0.8605,0.1395,0.1395,False
MFAP4,2,1000,0.1301317448340205,0.88,0.12,16,0.1098498843856059,4,1000,4,0.0565,0.001,0.88,0.12,0.88,0.12,False
MFAP5,2,1000,-0.1809033711376631,0.041,0.041,16,0.1085001003804769,4,1000,4,0.1335,0.0025,0.041,0.959,0.041,0.041,False
MFN2,2,1000,0.2119501255135307,0.969,0.031,16,0.112948981123221,4,1000,4,0.234,0.0025,0.969,0.031,0.969,0.031000000000000028,False
MFNG,2,1000,-0.1811835319799433,0.07,0.07,16,0.1219627067818045,4,1000,4,0.1595,0.004,0.07,0.93,0.07,0.07,False
MFSD10,2,1000,-0.0949679130666459,0.1595,0.1595,16,0.0961305661227322,4,1000,4,0.019,0.0,0.1595,0.8405,0.1595,0.1595,False
MFSD7,2,1000,-0.0939355833304224,0.174,0.174,16,0.1005147994588941,4,1000,4,0.0185,0.0,0.174,0.826,0.174,0.174,False
MGAT1,2,1000,0.1345410278683654,0.809,0.1909999999999999,16,0.1531688444993958,4,1000,4,0.1365,0.0115,0.809,0.191,0.809,0.19099999999999995,False
MGAT2,2,1000,0.2403762149545411,0.9865,0.0134999999999999,16,0.106433346064226,4,1000,4,0.29,0.007,0.9865,0.0135,0.9865,0.013499999999999956,False
MGAT4D,2,1000,-0.0514166112234635,0.286,0.286,16,0.0923885375891744,4,1000,4,0.0025,0.0,0.286,0.714,0.286,0.286,False
MGEA5,2,1000,-0.8696637118287202,0.0,0.0,16,0.1718910984179854,4,1000,4,0.9975,0.903,0.0,1.0,0.0,0.0,True
MIDN,2,1000,0.7927970464073006,1.0,0.0,16,0.1785264498653672,4,1000,4,1.0,0.9985,1.0,0.0,1.0,0.0,True
MIER3,2,1000,-0.0986986957872721,0.1775,0.1775,16,0.1092658596244709,4,1000,4,0.0365,0.0,0.1775,0.8225,0.1775,0.1775,False
MINOS1,2,1000,0.1290225327566783,0.9125,0.0875,16,0.0955164656011684,4,1000,4,0.0345,0.0,0.9125,0.0875,0.9125,0.08750000000000002,False
MIR1-1HG,2,1000,-0.0471209947087116,0.3115,0.3115,16,0.1018379640823279,4,1000,4,0.0105,0.0,0.3115,0.6885,0.3115,0.3115,False
MKI67,2,1000,0.1191827195145438,0.902,0.0979999999999999,16,0.0889079986047102,4,1000,4,0.0205,0.0,0.902,0.098,0.902,0.09799999999999998,False
MLANA,2,1000,-0.1229987387651255,0.126,0.126,16,0.1097014746628424,4,1000,4,0.053,0.0005,0.126,0.874,0.126,0.126,False
MLYCD,2,1000,-0.0888682372022386,0.167,0.167,16,0.0929935984876057,4,1000,4,0.0125,0.0,0.167,0.833,0.167,0.167,False
MMD,2,1000,-0.0784290115466196,0.239,0.239,16,0.1071243338070671,4,1000,4,0.0185,0.0,0.239,0.761,0.239,0.239,False
MMEL1,2,1000,0.102698083403819,0.8685,0.1314999999999999,16,0.090987388046679,4,1000,4,0.0185,0.0,0.8685,0.1315,0.8685,0.13149999999999995,False
MMP13,2,1000,0.1125296617443937,0.87,0.13,16,0.1004189276644349,4,1000,4,0.0315,0.0,0.87,0.13,0.87,0.13,False
MMP9,2,1000,-0.1088874674721589,0.123,0.123,16,0.0915423269713205,4,1000,4,0.0175,0.0,0.123,0.877,0.123,0.123,False
MMS19,2,1000,-0.7874123376623315,0.0,0.0,16,0.1723407834774917,4,1000,4,0.9785,0.7525,0.0005,0.9995,0.0005,0.0005,True
MMS22L,2,1000,-0.0635555613327712,0.2765,0.2765,16,0.1052773475467797,4,1000,4,0.013,0.0,0.2765,0.7235,0.2765,0.2765,False
MNT,2,1000,0.212869299416878,0.9675,0.0324999999999999,16,0.1178838302146689,4,1000,4,0.234,0.006,0.9675,0.0325,0.9675,0.03249999999999997,False
MOB3C,2,1000,-0.5493276815093727,0.0005,0.0005,16,0.1539348837223376,4,1000,4,0.9475,0.6255,0.0005,0.9995,0.0005,0.0005,True
MOGS,2,1000,0.1586348455255668,0.923,0.0769999999999999,16,0.1115380932265,4,1000,4,0.108,0.0005,0.923,0.077,0.923,0.07699999999999996,False
MON1B,2,1000,-0.0351460179460629,0.339,0.339,16,0.0915913784847887,4,1000,4,0.003,0.0,0.339,0.661,0.339,0.339,False
MORC2,2,1000,-0.1777261317233301,0.0455,0.0455,16,0.1056641162624315,4,1000,4,0.124,0.001,0.0455,0.9545,0.0455,0.0455,False
MORC3,2,1000,-0.0782858832199632,0.198,0.198,16,0.0957049640791659,4,1000,4,0.014,0.0,0.198,0.802,0.198,0.198,False
MORN2,2,1000,0.1169405354742307,0.8885,0.1115,16,0.0961976329153734,4,1000,4,0.0345,0.0,0.8885,0.1115,0.8885,0.11150000000000004,False
MORN3,2,1000,0.1860892336496401,0.9275,0.0725,16,0.1248274518238086,4,1000,4,0.181,0.004,0.9275,0.0725,0.9275,0.07250000000000001,False
MORN5,2,1000,0.1084765026069185,0.868,0.132,16,0.097935422174074,4,1000,4,0.021,0.0,0.868,0.132,0.868,0.132,False
MPDU1,2,1000,0.0884421800616179,0.838,0.162,16,0.0945882788933949,4,1000,4,0.016,0.0,0.838,0.162,0.838,0.16200000000000003,False
MPI,2,1000,-0.1225438629233669,0.1435,0.1435,16,0.1145207617245445,4,1000,4,0.0595,0.0005,0.1435,0.8565,0.1435,0.1435,False
MPP3,2,1000,-0.1264255745278686,0.144,0.144,16,0.1189287658536643,4,1000,4,0.0695,0.0005,0.144,0.856,0.144,0.144,False
MPPED2,2,1000,-0.2270511773817417,0.0697674418604651,0.0697674418604651,16,0.130577799706313,4,1000,4,0.23255813953488372,0.023255813953488372,0.06976744186046512,0.9302325581395349,0.06976744186046512,0.06976744186046512,False
MRC1,2,1000,0.181911437789293,0.963,0.037,16,0.1005938780033346,4,1000,4,0.126,0.001,0.963,0.037,0.963,0.03700000000000003,False
MRGBP,2,1000,0.2275201147467114,0.937,0.0629999999999999,16,0.1490550653752261,4,1000,4,0.311,0.0355,0.937,0.063,0.937,0.06299999999999994,False
MRGPRD,2,1000,-0.0925867583116787,0.152,0.152,16,0.0901812701127577,4,1000,4,0.01,0.0,0.152,0.848,0.152,0.152,False
MRM1,2,1000,0.1719518690419482,0.9475,0.0524999999999999,16,0.1070031968098587,4,1000,4,0.118,0.0,0.9475,0.0525,0.9475,0.05249999999999999,False
MRPL13,2,1000,0.0911488117479184,0.843,0.157,16,0.0908330665561567,4,1000,4,0.0165,0.0,0.843,0.157,0.843,0.15700000000000003,False
MRPL22,2,1000,0.1481842384419888,0.92,0.0799999999999999,16,0.1025204654417248,4,1000,4,0.0705,0.0,0.92,0.08,0.92,0.07999999999999996,False
MRPL36,2,1000,0.1611976804687059,0.943,0.057,16,0.1035694238986452,4,1000,4,0.0925,0.001,0.943,0.057,0.943,0.05700000000000005,False
MRPL38,2,1000,0.2448657090014163,0.985,0.015,16,0.1117108992988608,4,1000,4,0.3025,0.0125,0.985,0.015,0.985,0.015000000000000013,False
MRPL4,2,1000,0.1883776860585176,0.9495,0.0504999999999999,16,0.1142430880462915,4,1000,4,0.168,0.003,0.9495,0.0505,0.9495,0.05049999999999999,False
MRPL43,2,1000,0.1021411194662403,0.8275,0.1725,16,0.1018597962354145,4,1000,4,0.0225,0.0005,0.8275,0.1725,0.8275,0.1725,False
MRPL50,2,1000,-0.1899481220888632,0.045,0.045,16,0.1127866019568979,4,1000,4,0.164,0.0025,0.045,0.955,0.045,0.045,False
MRPL52,2,1000,0.1762202784460599,0.9755,0.0244999999999999,16,0.0908225356826523,4,1000,4,0.081,0.0,0.9755,0.0245,0.9755,0.024499999999999966,False
MRPL53,2,1000,0.1617804121299566,0.9069767441860463,0.0930232558139535,16,0.1143511118411858,4,1000,4,0.09302325581395349,0.0,0.9069767441860465,0.09302325581395349,0.9069767441860465,0.09302325581395354,False
MRPL57,2,1000,0.2049867011809917,0.9302325581395348,0.0697674418604651,16,0.1205618764739416,4,1000,4,0.2558139534883721,0.0,0.9302325581395349,0.06976744186046512,0.9302325581395349,0.06976744186046513,False
MRPS15,2,1000,0.1672963816716739,0.9315,0.0685,16,0.1122380610155297,4,1000,4,0.119,0.0,0.9315,0.0685,0.9315,0.0685,False
MRPS16,2,1000,0.192024433646107,0.9495,0.0504999999999999,16,0.1155124234866274,4,1000,4,0.1745,0.006,0.9495,0.0505,0.9495,0.05049999999999999,False
MRPS18A,2,1000,0.1943606781358556,0.9767441860465116,0.0232558139534884,16,0.116083698708065,4,1000,4,0.20930232558139536,0.0,0.9767441860465116,0.023255813953488372,0.9767441860465116,0.023255813953488413,False
MRPS18B,2,1000,0.0856481418656806,0.8325,0.1674999999999999,16,0.0881143972550628,4,1000,4,0.009,0.0,0.8325,0.1675,0.8325,0.16749999999999998,False
MRPS18C,2,1000,0.140380327010633,0.9205,0.0795,16,0.0973703377231583,4,1000,4,0.055,0.0005,0.9205,0.0795,0.9205,0.07950000000000002,False
MRPS2,2,1000,0.099998398227527,0.8365,0.1634999999999999,16,0.1042359639985098,4,1000,4,0.0325,0.0,0.8365,0.1635,0.8365,0.16349999999999998,False
MRPS22,2,1000,0.1587816715085247,0.92,0.0799999999999999,16,0.1146815833244065,4,1000,4,0.1045,0.001,0.92,0.08,0.92,0.07999999999999996,False
MRPS23,2,1000,0.3884067080160963,1.0,0.0,16,0.1373366646167664,4,1000,4,0.6744186046511628,0.23255813953488372,1.0,0.0,1.0,0.0,False
MRPS27,2,1000,0.2295254985549376,0.9534883720930232,0.0465116279069767,16,0.1193552822845851,4,1000,4,0.3023255813953488,0.0,0.9534883720930233,0.046511627906976744,0.9534883720930233,0.046511627906976716,False
MRPS30,2,1000,0.2010995602349244,0.965,0.035,16,0.1097286458146947,4,1000,4,0.1825,0.0035,0.965,0.035,0.965,0.03500000000000003,False
MRPS31,2,1000,0.1589965053288282,0.957,0.043,16,0.093168128202526,4,1000,4,0.0665,0.0,0.957,0.043,0.957,0.04300000000000004,False
MRPS33,2,1000,-0.5884490979824128,0.0,0.0,16,0.1541204838601725,4,1000,4,0.963,0.7275,0.0,1.0,0.0,0.0,True
MRPS5,2,1000,0.1266309848696725,0.913,0.0869999999999999,16,0.0959721038568201,4,1000,4,0.038,0.0,0.913,0.087,0.913,0.08699999999999997,False
MRPS9,2,1000,0.2835142347599541,0.974,0.026,16,0.1485719792484573,4,1000,4,0.4705,0.0655,0.974,0.026,0.974,0.026000000000000023,False
MSH4,2,1000,-0.2029516124175178,0.036,0.036,16,0.1127148412995551,4,1000,4,0.1995,0.003,0.036,0.964,0.036,0.036,False
MSI2,2,1000,-0.0426561821129631,0.323,0.323,16,0.0929138887793538,4,1000,4,0.001,0.0,0.323,0.677,0.323,0.323,False
MSL2,2,1000,0.286032536006085,1.0,0.0,16,0.1361876727815074,4,1000,4,0.3953488372093023,0.09302325581395349,1.0,0.0,1.0,0.0,False
MSMP,2,1000,0.1620750781326366,0.934,0.0659999999999999,16,0.1093654213443893,4,1000,4,0.098,0.0005,0.934,0.066,0.934,0.06599999999999995,False
MSX2,2,1000,-0.1801364590077863,0.052,0.052,16,0.110156495496894,4,1000,4,0.1275,0.0045,0.052,0.948,0.052,0.052,False
MTA2,2,1000,-0.5311232993806486,0.0,0.0,16,0.1441909148508872,4,1000,4,0.948,0.575,0.0,1.0,0.0,0.0,True
MTERF2,2,1000,-0.16116452151781,0.0755,0.0755,16,0.1139397237583241,4,1000,4,0.114,0.001,0.0755,0.9245,0.0755,0.0755,False
MTF1,2,1000,-1.1087598550932776,0.0,0.0,16,0.1770054771596919,4,1000,4,1.0,0.997,0.0,1.0,0.0,0.0,True
MTMR3,2,1000,-0.3187297614028218,0.0065,0.0065,16,0.1194766567410498,4,1000,4,0.5665,0.068,0.0065,0.9935,0.0065,0.0065,False
MTRNR2L8,2,1000,-0.1242921353271196,0.1,0.1,16,0.0984064158854029,4,1000,4,0.0365,0.0,0.1,0.9,0.1,0.1,False
MTX1,2,1000,-0.0995219581777361,0.1555,0.1555,16,0.1023604431355232,4,1000,4,0.0265,0.0,0.1555,0.8445,0.1555,0.1555,False
MUC5B,2,1000,-0.0793949435076852,0.1925,0.1925,16,0.0945460926116437,4,1000,4,0.0115,0.0,0.1925,0.8075,0.1925,0.1925,False
MUC6,2,1000,-0.2894724426042996,0.0035,0.0035,16,0.1162706721302512,4,1000,4,0.458,0.037,0.0035,0.9965,0.0035,0.0035,False
MUC7,2,1000,0.1034954428001946,0.8485,0.1514999999999999,16,0.1050557658125108,4,1000,4,0.0335,0.0,0.8485,0.1515,0.8485,0.15149999999999997,False
